id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,isShot,cardType,goalMouthZ,goalMouthY,isGoal
1465516980.0,2.0,0,0.0,166,0.0,0.0,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 32, 'displayName': 'Start'}","{'value': 1, 'displayName': 'Successful'}",[],[],False,,,,,,,,,,,,
1438220607.0,2.0,0,0.0,162,0.0,0.0,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 32, 'displayName': 'Start'}","{'value': 1, 'displayName': 'Successful'}",[],[],False,,,,,,,,,,,,
1547821410.0,3.0,0,1.0,162,50.0,50.0,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '43.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '53.3'}]","[91, 117, 30, 35, 37, 216, 218]",True,67491.0,43.7,53.3,,,,,,,,,
1608371490.0,4.0,0,3.0,162,43.7,53.3,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '87.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.3'}]","[91, 117, 30, 35, 37, 216, 218]",True,20339.0,38.3,87.1,,,,,,,,,
1744808118.0,5.0,0,5.0,162,39.9,90.6,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '75.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.3'}]","[91, 120, 29, 36, 38, 216, 218]",True,78221.0,60.3,75.0,,,,,,,,,
1500678222.0,3.0,0,6.0,166,36.9,25.6,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 8, 'displayName': 'Interception'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 101, 56]",True,29026.0,,,,,,,,,,,
1391004210.0,6.0,0,8.0,162,55.6,55.5,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 61, 'displayName': 'BallTouch'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 69]",True,66741.0,,,,,,,,,,,
1521231237.0,4.0,0,9.0,166,34.3,32.2,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 49, 'displayName': 'BallRecovery'}","{'value': 1, 'displayName': 'Successful'}",[],[93],False,42947.0,,,,,,,,,,,
1969029542.0,5.0,0,13.0,166,59.8,17.0,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 4, 'displayName': 'Foul'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '7'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[91, 63]",True,42947.0,,,,,,,,,,,
1151643298.0,7.0,0,13.0,162,40.2,83.0,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 4, 'displayName': 'Foul'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[64],False,66741.0,,,,,,,,,,,
1538177493.0,6.0,0,28.0,166,59.6,12.2,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '20.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.5'}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.2'}]","[91, 119, 117, 30, 132, 36, 37, 216, 218]",True,318153.0,62.2,20.9,,,,,,,,,
2113493972.0,7.0,0,29.0,166,62.2,20.9,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '9.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.1'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,145277.0,60.7,9.2,,,,,,,,,
