id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType
2298538149.0,2,0,0.0,31,0.0,0.0,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 32, 'displayName': 'Start'}","{'value': 1, 'displayName': 'Successful'}",[],[],False,,,,,,,,,,,
2298538153.0,3,0,0.0,24,0.0,0.0,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 32, 'displayName': 'Start'}","{'value': 1, 'displayName': 'Successful'}",[],[],False,,,,,,,,,,,
2298538163.0,3,0,1.0,31,50.0,50.0,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '45.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.4'}]","[91, 117, 30, 35, 38, 216, 218]",True,69346.0,38.4,45.5,,,,,,,,
2298538173.0,4,0,2.0,31,38.3,45.8,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '46.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '0.8'}]","[91, 117, 30, 35, 37, 216, 218]",True,107941.0,37.6,46.4,,,,,,,,
2298538181.0,5,0,4.0,31,35.4,53.9,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '72.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '100.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '50.5'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 120, 124, 128, 36, 37, 217, 218]",True,287504.0,72.7,100.0,,,,,,,,
2298538253.0,5,0,18.0,24,26.7,0.0,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '32.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '14.8'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 212, 35, 37, 215]",True,322043.0,14.8,42.5,,,,,,,,
2298538273.0,6,0,20.0,24,14.8,42.5,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '80.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '28.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '29.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.1'}]","[91, 117, 30, 36, 37, 215, 218]",True,123167.0,28.4,80.2,,,,,,,,
2298538277.0,7,0,24.0,24,30.3,83.3,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '89.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '42.3'}]","[91, 117, 30, 36, 37, 216, 218]",True,136776.0,42.3,89.4,,,,,,,,
2298538283.0,8,0,26.0,24,42.3,89.4,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '87.5'}]","[91, 117, 30, 35, 38, 216, 218]",True,232261.0,33.6,87.5,,,,,,,,
2298538297.0,9,0,27.0,24,33.7,81.7,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '20.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 38, 215, 218]",True,136776.0,20.7,72.4,,,,,,,,
2298538317.0,10,0,30.0,24,21.9,71.4,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '92.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 215, 218]",True,123167.0,27.2,92.4,,,,,,,,
2298538325.0,11,0,34.0,24,28.3,89.6,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '79.6'}]","[91, 117, 30, 36, 38, 216, 218]",True,136776.0,34.5,79.6,,,,,,,,
2298538331.0,12,0,35.0,24,34.5,79.6,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '93.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.3'}, {'type': {'value': 156, 'displayName': 'LayOff'}}]","[91, 117, 30, 35, 37, 215, 218]",True,337883.0,30.3,93.3,,,,,,,,
2298538347.0,13,0,37.0,24,32.3,93.6,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '43.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '89.7'}]","[91, 118, 120, 29, 36, 38, 216, 218]",True,136776.0,43.1,89.7,,,,,,,,
2298538345.0,7,0,38.0,31,59.6,12.8,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 8, 'displayName': 'Interception'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[91, 101, 56]",True,116317.0,,,,,,,,,,
2298538357.0,14,0,40.0,24,54.0,98.1,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '2.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '96.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.9'}]","[91, 120, 29, 36, 38, 216, 218]",True,232261.0,55.9,96.2,,,,,,,,
2298538369.0,8,0,42.0,31,43.8,7.4,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 61, 'displayName': 'BallTouch'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[91],True,297544.0,,,,,,,,,,
2298538373.0,9,0,43.0,31,37.6,7.6,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 49, 'displayName': 'BallRecovery'}","{'value': 1, 'displayName': 'Successful'}",[],[93],False,31826.0,,,,,,,,,,
2298538411.0,10,0,51.0,31,3.6,26.7,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 61, 'displayName': 'BallTouch'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 69]",True,31826.0,,,,,,,,,,
2298538421.0,11,0,52.0,31,23.0,14.5,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 6, 'displayName': 'CornerAwarded'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 73, 'displayName': 'MissLeft'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '15'}]",[122],False,31826.0,,,,,,,,,,
2298538417.0,15,0,52.0,24,77.0,85.5,0,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 6, 'displayName': 'CornerAwarded'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '11'}, {'type': {'value': 73, 'displayName': 'MissLeft'}}]",[122],False,232261.0,,,,,,,,,,
2298538523.0,16,1,18.0,24,99.5,99.5,1,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.9'}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 6, 'displayName': 'CornerTaken'}}, {'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '94.9'}, {'type': {'value': 155, 'displayName': 'Chipped'}}]","[91, 137, 124, 126, 31, 33, 34, 35, 38, 217, 218]",True,92547.0,94.9,72.6,,,,,,,,
2298538533.0,12,1,21.0,31,6.1,31.8,1,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 12, 'displayName': 'Clearance'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '25.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.5'}, {'type': {'value': 15, 'displayName': 'Head'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '10.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 94, 95, 57, 215]",True,31826.0,10.8,25.0,,,,,,,,
2298538535.0,17,1,21.0,24,85.4,76.0,1,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 15, 'displayName': 'SavedShot'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 147, 'displayName': 'BlockedY'}, 'value': '69.7'}, {'type': {'value': 72, 'displayName': 'LeftFoot'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '13'}, {'type': {'value': 102, 'displayName': 'GoalMouthY'}, 'value': '50.5'}, {'type': {'value': 82, 'displayName': 'Blocked'}}, {'type': {'value': 25, 'displayName': 'FromCorner'}}, {'type': {'value': 146, 'displayName': 'BlockedX'}, 'value': '89.0'}, {'type': {'value': 64, 'displayName': 'BoxLeft'}}, {'type': {'value': 103, 'displayName': 'GoalMouthZ'}, 'value': '19'}, {'type': {'value': 78, 'displayName': 'LowCentre'}}]","[91, 10, 1, 5, 11, 13]",True,109807.0,,,89.0,69.7,19.0,50.5,True,,,
