minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,final_3rd_pass,key_pass,corner,big_chance,shot,red,result
0,1,1790.53601074,1742.68261719,0,0,0,0,0,0,0,0,0,W
1,1,1790.53601074,1742.68261719,0,0,-1,-1,0,0,0,0,0,W
2,1,1790.53601074,1742.68261719,0,0,-3,-2,0,0,0,0,0,W
3,1,1790.53601074,1742.68261719,0,0,-1,-3,0,0,0,0,0,W
4,1,1790.53601074,1742.68261719,0,0,-1,1,0,0,0,0,0,W
5,1,1790.53601074,1742.68261719,0,0,-5,-3,0,0,0,0,0,W
6,1,1790.53601074,1742.68261719,0,0,-4,-4,-1,0,0,-1,0,W
7,1,1790.53601074,1742.68261719,0,0,-11,-4,-1,-1,0,-1,0,W
8,1,1790.53601074,1742.68261719,0,0,-18,-6,-1,-1,0,-1,0,W
9,1,1790.53601074,1742.68261719,0,0,-9,-11,-1,-1,0,-1,0,W
10,1,1790.53601074,1742.68261719,0,0,-5,-7,-1,-1,0,-1,0,W
11,1,1790.53601074,1742.68261719,0,0,3,0,-1,-1,0,-1,0,W
12,1,1790.53601074,1742.68261719,0,0,6,7,-1,-1,0,-1,0,W
13,1,1790.53601074,1742.68261719,0,0,10,11,-1,-1,0,-1,0,W
14,1,1790.53601074,1742.68261719,0,0,30,20,0,-1,0,0,0,W
15,1,1790.53601074,1742.68261719,0,0,30,21,0,-1,0,0,0,W
16,1,1790.53601074,1742.68261719,0,0,27,13,0,-1,0,0,0,W
17,1,1790.53601074,1742.68261719,0,0,28,12,0,-1,0,0,0,W
18,1,1790.53601074,1742.68261719,0,0,33,12,0,-1,0,0,0,W
19,1,1790.53601074,1742.68261719,0,0,30,12,0,-1,0,0,0,W
20,1,1790.53601074,1742.68261719,0,0,30,11,0,-1,0,0,0,W
21,1,1790.53601074,1742.68261719,1,0,33,11,1,-1,0,1,0,W
22,1,1790.53601074,1742.68261719,1,0,32,10,1,-1,0,1,0,W
23,1,1790.53601074,1742.68261719,1,0,35,11,2,-1,0,3,0,W
24,1,1790.53601074,1742.68261719,1,0,35,8,2,-1,0,3,0,W
25,1,1790.53601074,1742.68261719,1,0,35,8,2,-1,0,3,0,W
26,1,1790.53601074,1742.68261719,1,0,35,8,2,-1,0,3,0,W
27,1,1790.53601074,1742.68261719,1,0,39,5,2,-1,0,3,0,W
28,1,1790.53601074,1742.68261719,2,0,39,5,2,-1,0,4,0,W
29,1,1790.53601074,1742.68261719,2,0,39,3,2,-1,0,4,0,W
30,1,1790.53601074,1742.68261719,2,0,29,0,2,-1,0,4,0,W
31,1,1790.53601074,1742.68261719,2,0,15,-1,2,-1,0,4,0,W
32,1,1790.53601074,1742.68261719,2,0,8,0,2,-1,0,4,0,W
33,1,1790.53601074,1742.68261719,2,0,10,5,3,0,0,5,0,W
34,1,1790.53601074,1742.68261719,3,0,11,5,3,0,0,6,0,W
35,1,1790.53601074,1742.68261719,3,0,10,5,3,0,0,6,0,W
36,1,1790.53601074,1742.68261719,3,0,0,-8,3,0,0,6,0,W
37,1,1790.53601074,1742.68261719,3,0,-10,-16,3,0,0,6,0,W
38,1,1790.53601074,1742.68261719,3,0,-10,-17,2,-1,0,5,0,W
39,1,1790.53601074,1742.68261719,3,0,-2,-17,2,-1,0,5,0,W
40,1,1790.53601074,1742.68261719,3,0,-9,-16,2,-1,0,5,0,W
41,1,1790.53601074,1742.68261719,3,0,-12,-21,2,-1,0,5,0,W
42,1,1790.53601074,1742.68261719,3,0,-2,-20,3,-1,0,6,0,W
43,1,1790.53601074,1742.68261719,3,0,-2,-19,3,0,0,6,0,W
44,1,1790.53601074,1742.68261719,3,0,-4,-18,4,0,0,7,0,W
45,1,1790.53601074,1742.68261719,3,0,-2,-18,4,0,0,7,0,W
46,1,1790.53601074,1742.68261719,3,0,-20,-26,4,0,0,7,0,W
47,1,1790.53601074,1742.68261719,3,0,-34,-32,4,0,0,7,0,W
48,1,1790.53601074,1742.68261719,3,0,-35,-35,4,0,0,7,0,W
45,2,1790.53601074,1742.68261719,3,0,-35,-34,4,0,0,7,0,W
46,2,1790.53601074,1742.68261719,3,0,-24,-34,5,0,0,8,0,W
47,2,1790.53601074,1742.68261719,3,0,-24,-33,5,1,0,8,0,W
48,2,1790.53601074,1742.68261719,3,0,-24,-31,6,3,0,9,0,W
49,2,1790.53601074,1742.68261719,3,0,-20,-31,6,3,0,9,0,W
50,2,1790.53601074,1742.68261719,3,0,-18,-28,6,3,0,9,0,W
51,2,1790.53601074,1742.68261719,3,0,-13,-27,7,3,1,10,0,W
52,2,1790.53601074,1742.68261719,3,0,-5,-26,7,3,1,10,0,W
53,2,1790.53601074,1742.68261719,3,0,-2,-19,8,4,1,11,0,W
54,2,1790.53601074,1742.68261719,3,1,-1,-21,6,4,1,8,0,W
55,2,1790.53601074,1742.68261719,3,1,-4,-20,6,4,1,8,0,W
56,2,1790.53601074,1742.68261719,3,1,-9,-24,6,4,1,8,0,W
57,2,1790.53601074,1742.68261719,3,1,-4,-23,6,4,1,8,0,W
58,2,1790.53601074,1742.68261719,3,1,-2,-22,6,5,1,9,0,W
59,2,1790.53601074,1742.68261719,3,1,6,-19,6,5,1,9,0,W
60,2,1790.53601074,1742.68261719,3,1,13,-18,6,5,1,9,0,W
61,2,1790.53601074,1742.68261719,3,1,4,-30,6,5,1,9,0,W
62,2,1790.53601074,1742.68261719,3,1,-12,-41,6,5,1,9,0,W
63,2,1790.53601074,1742.68261719,3,1,-13,-44,5,4,1,8,0,W
64,2,1790.53601074,1742.68261719,3,1,-13,-45,5,3,1,8,0,W
65,2,1790.53601074,1742.68261719,3,1,-12,-45,5,3,1,8,0,W
66,2,1790.53601074,1742.68261719,3,1,-12,-49,5,3,1,8,0,W
67,2,1790.53601074,1742.68261719,3,1,-10,-51,5,3,1,8,0,W
68,2,1790.53601074,1742.68261719,3,1,-6,-53,5,3,1,8,0,W
69,2,1790.53601074,1742.68261719,3,1,-5,-52,5,3,1,8,0,W
70,2,1790.53601074,1742.68261719,3,1,-15,-51,5,3,1,8,0,W
71,2,1790.53601074,1742.68261719,3,1,-18,-51,5,3,1,8,0,W
72,2,1790.53601074,1742.68261719,3,1,-19,-55,4,3,1,7,0,W
73,2,1790.53601074,1742.68261719,3,1,-22,-56,4,3,1,7,0,W
74,2,1790.53601074,1742.68261719,3,1,-29,-56,4,3,1,7,0,W
75,2,1790.53601074,1742.68261719,3,1,-26,-55,5,3,1,8,0,W
76,2,1790.53601074,1742.68261719,3,1,-30,-54,6,4,1,9,0,W
77,2,1790.53601074,1742.68261719,3,1,-41,-56,6,4,1,9,0,W
78,2,1790.53601074,1742.68261719,3,1,-50,-57,5,4,1,8,0,W
79,2,1790.53601074,1742.68261719,3,1,-50,-58,5,3,1,8,0,W
80,2,1790.53601074,1742.68261719,3,1,-51,-63,5,3,1,8,0,W
81,2,1790.53601074,1742.68261719,3,1,-54,-63,5,3,1,8,0,W
82,2,1790.53601074,1742.68261719,3,1,-55,-65,5,3,1,8,0,W
83,2,1790.53601074,1742.68261719,3,1,-53,-61,6,3,1,9,0,W
84,2,1790.53601074,1742.68261719,3,1,-56,-61,6,3,1,9,0,W
85,2,1790.53601074,1742.68261719,3,1,-49,-59,7,3,2,10,0,W
86,2,1790.53601074,1742.68261719,3,1,-43,-57,7,4,2,10,0,W
87,2,1790.53601074,1742.68261719,3,1,-43,-57,7,4,2,10,0,W
88,2,1790.53601074,1742.68261719,3,1,-30,-55,7,4,2,10,0,W
89,2,1790.53601074,1742.68261719,3,1,-18,-48,8,4,2,12,0,W
90,2,1790.53601074,1742.68261719,3,1,-18,-47,8,5,2,12,0,W
91,2,1790.53601074,1742.68261719,3,1,-20,-46,8,5,2,12,0,W
92,2,1790.53601074,1742.68261719,3,1,-27,-52,8,5,2,12,0,W
93,2,1790.53601074,1742.68261719,3,1,-12,-53,8,5,2,12,0,W
94,2,1790.53601074,1742.68261719,3,1,-6,-54,8,5,2,11,0,W
95,2,1790.53601074,1742.68261719,3,1,-8,-54,8,5,2,11,0,W
