minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,final_3rd_pass,key_pass,corner,big_chance,shot,red,result
0,1,1799.62744141,1840.6036377,0,0,0,0,0,0,0,0,0,L
1,1,1799.62744141,1840.6036377,0,0,0,0,0,0,0,0,0,L
2,1,1799.62744141,1840.6036377,0,0,2,1,0,0,0,0,0,L
3,1,1799.62744141,1840.6036377,0,0,3,7,0,1,0,0,0,L
4,1,1799.62744141,1840.6036377,1,0,9,10,1,1,1,1,0,L
5,1,1799.62744141,1840.6036377,1,0,2,8,1,1,1,1,0,L
6,1,1799.62744141,1840.6036377,1,0,2,8,1,1,1,1,0,L
7,1,1799.62744141,1840.6036377,1,1,3,6,0,0,0,0,0,L
8,1,1799.62744141,1840.6036377,1,1,6,10,0,0,0,0,0,L
9,1,1799.62744141,1840.6036377,1,1,8,10,0,0,0,0,0,L
10,1,1799.62744141,1840.6036377,1,1,14,13,0,0,0,0,0,L
11,1,1799.62744141,1840.6036377,1,1,14,14,0,0,0,2,0,L
12,1,1799.62744141,1840.6036377,1,1,11,13,0,0,0,2,0,L
13,1,1799.62744141,1840.6036377,1,1,9,15,0,0,0,2,0,L
14,1,1799.62744141,1840.6036377,1,1,12,15,0,0,0,2,0,L
15,1,1799.62744141,1840.6036377,1,1,11,14,0,0,0,2,0,L
16,1,1799.62744141,1840.6036377,1,1,11,13,0,0,0,2,0,L
17,1,1799.62744141,1840.6036377,1,1,11,10,0,0,0,2,0,L
18,1,1799.62744141,1840.6036377,1,1,15,12,0,0,0,2,0,L
19,1,1799.62744141,1840.6036377,1,1,7,12,0,0,0,2,0,L
20,1,1799.62744141,1840.6036377,1,1,8,18,0,1,0,2,0,L
21,1,1799.62744141,1840.6036377,1,1,10,16,-1,1,0,1,0,L
22,1,1799.62744141,1840.6036377,1,1,10,16,-1,0,0,1,0,L
23,1,1799.62744141,1840.6036377,1,1,9,13,-1,0,0,1,0,L
24,1,1799.62744141,1840.6036377,1,1,8,13,-1,0,0,1,0,L
25,1,1799.62744141,1840.6036377,1,1,8,11,-1,0,0,1,0,L
26,1,1799.62744141,1840.6036377,1,1,7,10,-1,0,0,1,0,L
27,1,1799.62744141,1840.6036377,1,1,-2,5,-1,0,0,1,0,L
28,1,1799.62744141,1840.6036377,1,1,-2,5,-1,-1,0,1,0,L
29,1,1799.62744141,1840.6036377,1,1,-15,2,-1,-1,0,1,0,L
30,1,1799.62744141,1840.6036377,1,1,-26,-1,-1,-1,0,1,0,L
