ht_goal,ht_elo,at_goal,at_elo,big_chance,shot,pass,final_3rd_pass,key_pass,result
0,1758.83056641,0,1557.88757324,0,0,0,0,0,L
0,1758.83056641,0,1557.88757324,0,0,-4,-10,0,L
0,1758.83056641,0,1557.88757324,0,0,8,-10,0,L
0,1758.83056641,0,1557.88757324,0,0,16,-6,0,L
0,1758.83056641,0,1557.88757324,0,2,16,-5,0,L
0,1758.83056641,0,1557.88757324,0,2,25,-5,0,L
0,1758.83056641,0,1557.88757324,0,2,23,-6,0,L
0,1758.83056641,0,1557.88757324,0,1,17,-13,-1,L
0,1758.83056641,1,1557.88757324,0,0,17,-13,-1,L
0,1758.83056641,1,1557.88757324,0,0,26,-13,-1,L
0,1758.83056641,1,1557.88757324,0,1,28,-10,-1,L
0,1758.83056641,1,1557.88757324,0,1,43,-5,-1,L
0,1758.83056641,1,1557.88757324,0,1,52,-2,-1,L
0,1758.83056641,1,1557.88757324,0,1,60,0,-1,L
0,1758.83056641,1,1557.88757324,0,2,66,1,0,L
0,1758.83056641,1,1557.88757324,0,3,66,4,1,L
0,1758.83056641,1,1557.88757324,0,3,78,5,1,L
0,1758.83056641,1,1557.88757324,0,4,79,4,2,L
0,1758.83056641,1,1557.88757324,0,5,86,5,3,L
0,1758.83056641,1,1557.88757324,0,4,92,7,3,L
0,1758.83056641,1,1557.88757324,0,4,90,3,3,L
0,1758.83056641,1,1557.88757324,0,4,70,-7,3,L
0,1758.83056641,1,1557.88757324,0,4,76,-8,3,L
0,1758.83056641,1,1557.88757324,0,4,73,-8,3,L
0,1758.83056641,1,1557.88757324,0,4,86,-8,3,L
0,1758.83056641,1,1557.88757324,0,5,90,-5,4,L
0,1758.83056641,1,1557.88757324,0,5,90,-3,4,L
0,1758.83056641,1,1557.88757324,0,6,91,2,5,L
0,1758.83056641,1,1557.88757324,0,6,90,5,5,L
0,1758.83056641,1,1557.88757324,0,6,90,6,5,L
0,1758.83056641,1,1557.88757324,0,6,88,5,5,L
0,1758.83056641,1,1557.88757324,-1,4,88,3,3,L
0,1758.83056641,1,1557.88757324,-1,4,94,4,3,L
0,1758.83056641,1,1557.88757324,-1,3,98,4,2,L
0,1758.83056641,1,1557.88757324,-1,3,112,7,2,L
0,1758.83056641,1,1557.88757324,-1,2,120,6,1,L
0,1758.83056641,1,1557.88757324,-1,2,119,4,1,L
0,1758.83056641,1,1557.88757324,-1,2,133,7,1,L
