minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,final_3rd_pass,key_pass,corner,big_chance,shot,red,result
0,1,1861.87670898,1793.71899414,0,0,0,0,0,0,0,0,0,W
1,1,1861.87670898,1793.71899414,0,0,9,-1,0,0,0,0,0,W
2,1,1861.87670898,1793.71899414,0,0,18,7,0,0,0,0,0,W
3,1,1861.87670898,1793.71899414,0,0,6,8,0,0,0,0,0,W
4,1,1861.87670898,1793.71899414,0,0,5,11,0,0,0,0,0,W
5,1,1861.87670898,1793.71899414,0,0,9,15,0,1,0,0,0,W
6,1,1861.87670898,1793.71899414,0,0,12,15,0,1,0,0,0,W
7,1,1861.87670898,1793.71899414,0,0,22,19,1,2,0,1,0,W
8,1,1861.87670898,1793.71899414,0,0,17,19,1,2,0,1,0,W
9,1,1861.87670898,1793.71899414,0,0,14,18,1,2,0,1,0,W
10,1,1861.87670898,1793.71899414,0,0,4,17,1,2,0,1,0,W
11,1,1861.87670898,1793.71899414,0,0,-5,9,0,2,0,0,0,W
12,1,1861.87670898,1793.71899414,0,0,-5,9,0,2,0,0,0,W
13,1,1861.87670898,1793.71899414,1,0,-3,12,1,3,1,1,0,W
14,1,1861.87670898,1793.71899414,1,0,-9,9,1,3,1,1,0,W
15,1,1861.87670898,1793.71899414,1,0,-13,5,1,2,1,1,0,W
16,1,1861.87670898,1793.71899414,1,0,-12,5,1,2,1,1,0,W
17,1,1861.87670898,1793.71899414,1,0,2,6,1,2,1,1,0,W
18,1,1861.87670898,1793.71899414,1,0,12,6,1,2,1,1,0,W
19,1,1861.87670898,1793.71899414,1,0,21,7,1,2,1,1,0,W
20,1,1861.87670898,1793.71899414,1,0,21,8,1,2,1,1,0,W
21,1,1861.87670898,1793.71899414,1,0,9,5,1,2,1,1,0,W
22,1,1861.87670898,1793.71899414,1,0,-10,-4,0,2,1,0,0,W
23,1,1861.87670898,1793.71899414,1,0,-13,-7,0,1,1,0,0,W
24,1,1861.87670898,1793.71899414,1,0,-13,-10,0,1,1,0,0,W
25,1,1861.87670898,1793.71899414,1,0,-12,-10,0,1,1,0,0,W
26,1,1861.87670898,1793.71899414,1,0,-17,-12,0,1,1,0,0,W
