minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,final_3rd_pass,key_pass,corner,big_chance,shot,red,result
0,1,1719.71594238,2010.3112793,0,0,0,0,0,0,0,0,0,L
1,1,1719.71594238,2010.3112793,0,0,-14,-6,0,0,0,0,0,L
2,1,1719.71594238,2010.3112793,0,0,-23,-13,0,0,0,0,0,L
3,1,1719.71594238,2010.3112793,0,0,-35,-18,0,0,0,0,0,L
4,1,1719.71594238,2010.3112793,0,0,-49,-30,0,0,0,0,0,L
5,1,1719.71594238,2010.3112793,0,0,-57,-35,-1,0,0,-1,0,L
6,1,1719.71594238,2010.3112793,0,0,-67,-41,-1,0,0,-1,0,L
7,1,1719.71594238,2010.3112793,0,0,-69,-42,0,0,0,0,0,L
8,1,1719.71594238,2010.3112793,0,0,-73,-45,0,-1,0,0,0,L
9,1,1719.71594238,2010.3112793,0,0,-77,-44,-1,-1,0,-1,0,L
10,1,1719.71594238,2010.3112793,0,0,-88,-49,-1,-1,0,-1,0,L
11,1,1719.71594238,2010.3112793,0,0,-91,-53,-2,-2,-1,-1,0,L
12,1,1719.71594238,2010.3112793,0,0,-91,-52,-2,-2,-1,-2,0,L
13,1,1719.71594238,2010.3112793,0,0,-94,-52,-2,-2,-1,-2,0,L
14,1,1719.71594238,2010.3112793,0,0,-98,-60,-2,-3,-1,-2,0,L
15,1,1719.71594238,2010.3112793,0,0,-93,-60,-2,-3,-1,-2,0,L
16,1,1719.71594238,2010.3112793,0,0,-93,-60,-2,-3,-1,-2,0,L
17,1,1719.71594238,2010.3112793,0,0,-93,-60,-2,-3,-1,-2,0,L
18,1,1719.71594238,2010.3112793,0,0,-97,-60,-2,-3,-1,-2,0,L
19,1,1719.71594238,2010.3112793,0,0,-96,-59,-2,-3,-1,-2,0,L
20,1,1719.71594238,2010.3112793,0,0,-99,-57,-2,-3,-1,-2,0,L
21,1,1719.71594238,2010.3112793,0,0,-111,-60,-2,-3,-1,-2,0,L
22,1,1719.71594238,2010.3112793,0,0,-119,-66,-3,-3,-1,-3,0,L
23,1,1719.71594238,2010.3112793,0,0,-123,-68,-3,-3,-1,-3,0,L
24,1,1719.71594238,2010.3112793,0,0,-131,-68,-4,-3,-1,-4,0,L
25,1,1719.71594238,2010.3112793,0,0,-144,-72,-4,-3,-1,-4,0,L
26,1,1719.71594238,2010.3112793,0,0,-147,-74,-4,-3,-1,-4,0,L
27,1,1719.71594238,2010.3112793,0,0,-156,-77,-4,-3,-1,-4,0,L
28,1,1719.71594238,2010.3112793,0,0,-156,-79,-4,-3,-1,-4,0,L
29,1,1719.71594238,2010.3112793,0,0,-167,-85,-4,-3,-1,-4,0,L
30,1,1719.71594238,2010.3112793,0,0,-172,-86,-4,-3,-1,-4,0,L
31,1,1719.71594238,2010.3112793,0,0,-178,-90,-4,-3,-1,-6,0,L
32,1,1719.71594238,2010.3112793,0,0,-180,-93,-4,-4,-1,-6,0,L
33,1,1719.71594238,2010.3112793,0,0,-189,-104,-4,-5,-1,-6,0,L
34,1,1719.71594238,2010.3112793,0,0,-187,-103,-3,-5,-1,-5,0,L
35,1,1719.71594238,2010.3112793,0,0,-200,-110,-3,-5,-1,-5,0,L
36,1,1719.71594238,2010.3112793,0,0,-194,-110,-3,-6,-1,-5,0,L
37,1,1719.71594238,2010.3112793,0,0,-197,-107,-3,-5,-1,-5,0,L
38,1,1719.71594238,2010.3112793,0,0,-197,-107,-3,-5,-1,-5,0,L
39,1,1719.71594238,2010.3112793,0,0,-202,-108,-4,-5,-1,-6,0,L
40,1,1719.71594238,2010.3112793,0,0,-207,-108,-5,-5,-1,-7,0,L
41,1,1719.71594238,2010.3112793,0,0,-210,-108,-6,-5,-1,-7,0,L
42,1,1719.71594238,2010.3112793,0,0,-212,-110,-6,-6,-1,-8,0,L
43,1,1719.71594238,2010.3112793,0,0,-230,-117,-6,-6,-1,-8,0,L
44,1,1719.71594238,2010.3112793,0,0,-235,-120,-6,-6,-1,-8,0,L
45,1,1719.71594238,2010.3112793,0,0,-256,-138,-6,-6,-1,-8,0,L
46,1,1719.71594238,2010.3112793,0,0,-256,-139,-6,-6,-1,-8,0,L
47,1,1719.71594238,2010.3112793,0,0,-253,-138,-6,-6,-1,-8,0,L
48,1,1719.71594238,2010.3112793,0,0,-258,-138,-6,-6,-1,-8,0,L
45,2,1719.71594238,2010.3112793,0,0,-259,-139,-6,-6,-1,-8,0,L
46,2,1719.71594238,2010.3112793,0,0,-264,-137,-6,-6,-1,-8,0,L
47,2,1719.71594238,2010.3112793,0,0,-274,-142,-6,-6,-1,-8,0,L
48,2,1719.71594238,2010.3112793,0,0,-274,-143,-6,-7,-1,-9,0,L
49,2,1719.71594238,2010.3112793,0,0,-275,-146,-7,-7,-1,-10,0,L
50,2,1719.71594238,2010.3112793,0,0,-277,-149,-7,-8,-1,-10,0,L
51,2,1719.71594238,2010.3112793,0,0,-282,-152,-7,-8,-1,-10,0,L
52,2,1719.71594238,2010.3112793,0,0,-289,-158,-7,-8,-1,-10,0,L
53,2,1719.71594238,2010.3112793,0,0,-298,-163,-7,-8,-1,-10,0,L
54,2,1719.71594238,2010.3112793,0,0,-311,-171,-7,-8,-1,-10,0,L
55,2,1719.71594238,2010.3112793,0,0,-315,-171,-8,-8,-1,-11,0,L
56,2,1719.71594238,2010.3112793,0,0,-317,-172,-8,-8,-1,-11,0,L
57,2,1719.71594238,2010.3112793,0,0,-320,-170,-8,-8,-1,-11,0,L
58,2,1719.71594238,2010.3112793,0,0,-331,-175,-9,-8,-1,-13,0,L
59,2,1719.71594238,2010.3112793,0,0,-335,-179,-10,-9,-1,-14,0,L
60,2,1719.71594238,2010.3112793,0,0,-338,-179,-10,-9,-1,-14,0,L
61,2,1719.71594238,2010.3112793,0,0,-341,-185,-10,-10,-1,-14,0,L
62,2,1719.71594238,2010.3112793,0,0,-347,-186,-11,-10,-1,-15,0,L
63,2,1719.71594238,2010.3112793,0,0,-355,-195,-11,-10,-1,-15,0,L
64,2,1719.71594238,2010.3112793,0,0,-359,-196,-11,-10,-1,-15,0,L
65,2,1719.71594238,2010.3112793,0,0,-365,-192,-11,-10,-1,-15,0,L
66,2,1719.71594238,2010.3112793,0,0,-378,-199,-12,-10,-1,-16,0,L
67,2,1719.71594238,2010.3112793,0,0,-384,-201,-13,-10,-1,-17,0,L
68,2,1719.71594238,2010.3112793,0,0,-393,-208,-13,-10,-1,-17,0,L
