ht_goal,ht_elo,at_goal,at_elo,big_chance,shot,pass,final_3rd_pass,key_pass,result
0,1847.10632324,0,1796.89904785,0,0,0,0,0,W
0,1847.10632324,0,1796.89904785,0,0,8,-2,0,W
0,1847.10632324,0,1796.89904785,0,0,-1,-1,0,W
0,1847.10632324,0,1796.89904785,0,0,-1,-1,0,W
0,1847.10632324,1,1796.89904785,0,-1,-2,-4,-1,W
0,1847.10632324,1,1796.89904785,0,-1,-3,-7,-1,W
0,1847.10632324,1,1796.89904785,0,-1,-1,-6,-1,W
0,1847.10632324,1,1796.89904785,0,-1,12,1,-1,W
0,1847.10632324,1,1796.89904785,0,-1,12,1,-1,W
0,1847.10632324,1,1796.89904785,0,-1,12,1,-1,W
0,1847.10632324,1,1796.89904785,0,-1,13,3,-1,W
0,1847.10632324,1,1796.89904785,0,-1,16,5,-1,W
0,1847.10632324,1,1796.89904785,0,-2,18,5,-1,W
0,1847.10632324,1,1796.89904785,0,-2,25,11,-1,W
0,1847.10632324,1,1796.89904785,0,-2,26,13,-1,W
0,1847.10632324,1,1796.89904785,0,-2,37,17,-1,W
0,1847.10632324,1,1796.89904785,0,-1,41,20,0,W
0,1847.10632324,1,1796.89904785,0,0,39,21,0,W
0,1847.10632324,1,1796.89904785,0,0,34,20,0,W
0,1847.10632324,1,1796.89904785,0,0,34,21,0,W
0,1847.10632324,1,1796.89904785,0,0,22,18,0,W
0,1847.10632324,1,1796.89904785,0,0,24,18,0,W
0,1847.10632324,1,1796.89904785,0,0,20,19,0,W
0,1847.10632324,1,1796.89904785,0,-1,27,20,0,W
0,1847.10632324,1,1796.89904785,0,-1,27,20,0,W
0,1847.10632324,1,1796.89904785,0,-1,25,16,0,W
0,1847.10632324,1,1796.89904785,0,-1,23,14,0,W
0,1847.10632324,1,1796.89904785,0,-1,23,14,0,W
0,1847.10632324,1,1796.89904785,0,-1,24,12,0,W
0,1847.10632324,1,1796.89904785,0,-2,18,12,-1,W
