minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,final_3rd_pass,key_pass,corner,big_chance,shot,red,result
0,1,1801.79711914,1599.60339355,0,0,0,0,0,0,0,0,0,W
1,1,1801.79711914,1599.60339355,0,0,2,5,0,0,0,0,0,W
2,1,1801.79711914,1599.60339355,0,0,-9,8,0,0,0,0,0,W
3,1,1801.79711914,1599.60339355,0,0,-5,8,0,0,0,0,0,W
4,1,1801.79711914,1599.60339355,0,0,1,11,0,0,0,0,0,W
5,1,1801.79711914,1599.60339355,0,0,-18,10,0,0,0,0,0,W
6,1,1801.79711914,1599.60339355,0,0,-34,4,0,0,0,0,0,W
7,1,1801.79711914,1599.60339355,0,0,-32,6,0,0,0,0,0,W
8,1,1801.79711914,1599.60339355,0,0,-31,7,0,0,0,0,0,W
9,1,1801.79711914,1599.60339355,0,0,-33,5,0,0,0,0,0,W
10,1,1801.79711914,1599.60339355,0,0,-35,0,-1,0,0,-1,0,W
11,1,1801.79711914,1599.60339355,0,0,-28,3,-1,0,0,-1,0,W
12,1,1801.79711914,1599.60339355,0,0,-25,7,-1,1,0,-1,0,W
13,1,1801.79711914,1599.60339355,0,0,-26,10,-1,1,0,-1,0,W
14,1,1801.79711914,1599.60339355,0,0,-38,10,-2,1,0,-2,0,W
15,1,1801.79711914,1599.60339355,0,0,-50,13,-2,1,0,-2,0,W
16,1,1801.79711914,1599.60339355,0,0,-56,13,-2,1,0,-2,0,W
17,1,1801.79711914,1599.60339355,0,0,-56,12,-2,1,0,-2,0,W
18,1,1801.79711914,1599.60339355,0,0,-52,13,-2,1,0,-2,0,W
19,1,1801.79711914,1599.60339355,0,0,-47,14,-2,1,0,-2,0,W
20,1,1801.79711914,1599.60339355,0,0,-56,13,-2,1,0,-2,0,W
21,1,1801.79711914,1599.60339355,0,0,-75,9,-2,1,0,-2,0,W
22,1,1801.79711914,1599.60339355,0,0,-91,3,-3,1,0,-3,0,W
23,1,1801.79711914,1599.60339355,0,0,-104,4,-3,1,0,-3,0,W
24,1,1801.79711914,1599.60339355,0,0,-103,6,-2,1,0,-2,0,W
25,1,1801.79711914,1599.60339355,0,0,-96,15,-2,2,0,-2,0,W
26,1,1801.79711914,1599.60339355,0,0,-100,17,-2,2,0,-2,0,W
27,1,1801.79711914,1599.60339355,0,0,-98,16,-2,2,0,-2,0,W
28,1,1801.79711914,1599.60339355,0,0,-98,16,-2,2,0,-2,0,W
29,1,1801.79711914,1599.60339355,0,0,-98,16,-2,2,0,-2,1,W
30,1,1801.79711914,1599.60339355,0,0,-98,16,-2,2,0,-2,1,W
31,1,1801.79711914,1599.60339355,0,0,-107,17,-2,2,0,-2,1,W
32,1,1801.79711914,1599.60339355,0,0,-121,15,-2,2,0,-2,1,W
33,1,1801.79711914,1599.60339355,0,0,-126,9,-2,2,0,-2,1,W
34,1,1801.79711914,1599.60339355,0,0,-128,7,-2,2,0,-2,1,W
35,1,1801.79711914,1599.60339355,0,0,-139,3,-2,2,0,-2,1,W
36,1,1801.79711914,1599.60339355,0,0,-139,3,-2,2,0,-2,1,W
37,1,1801.79711914,1599.60339355,0,0,-147,1,-2,2,0,-2,1,W
38,1,1801.79711914,1599.60339355,0,0,-147,0,-2,2,0,-2,1,W
39,1,1801.79711914,1599.60339355,0,0,-169,-4,-2,2,0,-2,1,W
40,1,1801.79711914,1599.60339355,0,0,-177,-10,-2,2,0,-2,1,W
41,1,1801.79711914,1599.60339355,0,0,-178,-13,-3,2,-1,-3,1,W
42,1,1801.79711914,1599.60339355,0,0,-182,-13,-3,2,-1,-3,1,W
43,1,1801.79711914,1599.60339355,0,0,-189,-21,-3,1,-1,-3,1,W
44,1,1801.79711914,1599.60339355,0,0,-189,-20,-3,1,-1,-3,1,W
45,1,1801.79711914,1599.60339355,1,0,-189,-17,-2,1,0,-2,1,W
46,1,1801.79711914,1599.60339355,1,0,-196,-17,-2,1,0,-2,1,W
47,1,1801.79711914,1599.60339355,1,0,-211,-23,-2,1,0,-2,1,W
48,1,1801.79711914,1599.60339355,1,0,-211,-23,-2,1,0,-2,1,W
45,2,1801.79711914,1599.60339355,1,0,-211,-21,-1,2,0,-1,1,W
46,2,1801.79711914,1599.60339355,1,0,-224,-24,-1,2,0,-1,1,W
47,2,1801.79711914,1599.60339355,1,0,-225,-26,-1,1,0,-1,1,W
48,2,1801.79711914,1599.60339355,1,0,-225,-25,-1,1,0,-1,1,W
49,2,1801.79711914,1599.60339355,1,0,-229,-21,-1,1,0,-1,1,W
50,2,1801.79711914,1599.60339355,1,0,-241,-30,-2,0,-1,-3,1,W
51,2,1801.79711914,1599.60339355,1,0,-243,-33,-3,-1,-1,-4,1,W
52,2,1801.79711914,1599.60339355,1,0,-252,-39,-3,-2,-1,-4,1,W
53,2,1801.79711914,1599.60339355,1,0,-253,-41,-3,-3,-1,-4,1,W
54,2,1801.79711914,1599.60339355,1,0,-251,-41,-3,-3,-1,-4,1,W
55,2,1801.79711914,1599.60339355,1,0,-251,-40,-3,-3,-1,-4,1,W
56,2,1801.79711914,1599.60339355,1,0,-257,-41,-3,-3,-1,-4,1,W
57,2,1801.79711914,1599.60339355,1,0,-267,-45,-3,-3,-1,-4,1,W
58,2,1801.79711914,1599.60339355,1,0,-280,-50,-3,-3,-1,-4,1,W
59,2,1801.79711914,1599.60339355,1,0,-288,-60,-3,-3,-1,-4,1,W
60,2,1801.79711914,1599.60339355,1,0,-304,-70,-3,-3,-1,-4,1,W
61,2,1801.79711914,1599.60339355,1,0,-308,-71,-3,-3,-1,-4,1,W
62,2,1801.79711914,1599.60339355,1,0,-320,-78,-3,-3,-1,-6,1,W
63,2,1801.79711914,1599.60339355,1,0,-323,-84,-5,-4,-1,-8,1,W
64,2,1801.79711914,1599.60339355,1,0,-326,-87,-5,-4,-1,-8,1,W
65,2,1801.79711914,1599.60339355,1,0,-325,-86,-5,-4,-1,-8,1,W
66,2,1801.79711914,1599.60339355,1,0,-333,-82,-5,-4,-1,-8,1,W
67,2,1801.79711914,1599.60339355,1,0,-333,-83,-5,-4,-1,-8,1,W
68,2,1801.79711914,1599.60339355,1,0,-338,-83,-5,-4,-1,-8,1,W
69,2,1801.79711914,1599.60339355,1,0,-344,-89,-6,-5,-1,-9,1,W
70,2,1801.79711914,1599.60339355,1,0,-344,-89,-6,-5,-1,-9,1,W
71,2,1801.79711914,1599.60339355,1,0,-348,-93,-6,-5,-1,-9,1,W
72,2,1801.79711914,1599.60339355,1,0,-355,-99,-6,-5,-1,-9,1,W
73,2,1801.79711914,1599.60339355,1,0,-354,-98,-6,-5,-1,-9,1,W
74,2,1801.79711914,1599.60339355,1,0,-359,-97,-6,-5,-1,-9,1,W
75,2,1801.79711914,1599.60339355,1,0,-366,-98,-6,-5,-1,-9,1,W
76,2,1801.79711914,1599.60339355,1,0,-376,-108,-6,-5,-1,-9,1,W
77,2,1801.79711914,1599.60339355,1,0,-384,-112,-6,-5,-1,-9,1,W
78,2,1801.79711914,1599.60339355,1,0,-387,-119,-8,-6,-1,-11,1,W
79,2,1801.79711914,1599.60339355,1,0,-394,-125,-8,-6,-1,-11,1,W
80,2,1801.79711914,1599.60339355,1,0,-394,-127,-8,-7,-1,-11,1,W
81,2,1801.79711914,1599.60339355,1,0,-392,-126,-8,-7,-1,-11,1,W
82,2,1801.79711914,1599.60339355,1,0,-409,-134,-8,-7,-1,-11,1,W
83,2,1801.79711914,1599.60339355,1,0,-409,-134,-8,-7,-1,-11,1,W
84,2,1801.79711914,1599.60339355,1,0,-415,-141,-8,-8,-1,-11,1,W
85,2,1801.79711914,1599.60339355,1,0,-412,-137,-8,-8,-1,-11,1,W
86,2,1801.79711914,1599.60339355,1,0,-419,-140,-9,-8,-1,-12,1,W
87,2,1801.79711914,1599.60339355,1,0,-425,-144,-10,-8,-1,-13,1,W
88,2,1801.79711914,1599.60339355,1,0,-436,-150,-10,-8,-1,-13,1,W
89,2,1801.79711914,1599.60339355,1,0,-443,-159,-10,-9,-1,-13,1,W
90,2,1801.79711914,1599.60339355,1,0,-443,-160,-11,-9,-1,-14,1,W
91,2,1801.79711914,1599.60339355,1,0,-446,-161,-11,-9,-1,-14,1,W
92,2,1801.79711914,1599.60339355,1,0,-446,-161,-11,-9,-1,-14,1,W
93,2,1801.79711914,1599.60339355,1,0,-453,-166,-11,-9,-1,-15,1,W
94,2,1801.79711914,1599.60339355,1,0,-454,-169,-11,-9,-1,-15,1,W
95,2,1801.79711914,1599.60339355,1,0,-452,-169,-11,-9,-1,-15,1,W
