minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,final_3rd_pass,key_pass,corner,big_chance,shot,red,result
0,1,1854.12866211,1576.12097168,0,0,0,0,0,0,0,0,0,D
1,1,1854.12866211,1576.12097168,0,0,14,1,0,0,0,0,0,D
2,1,1854.12866211,1576.12097168,0,0,9,-5,0,0,0,0,0,D
3,1,1854.12866211,1576.12097168,0,0,3,-6,0,0,0,0,0,D
4,1,1854.12866211,1576.12097168,0,0,-14,-6,0,0,0,0,0,D
5,1,1854.12866211,1576.12097168,0,0,-17,-9,0,0,0,0,0,D
6,1,1854.12866211,1576.12097168,0,0,-22,-12,0,0,0,0,0,D
7,1,1854.12866211,1576.12097168,0,0,-17,-10,0,0,0,0,0,D
8,1,1854.12866211,1576.12097168,0,0,-8,-10,0,0,0,0,0,D
9,1,1854.12866211,1576.12097168,0,0,-4,-5,1,0,0,1,0,D
10,1,1854.12866211,1576.12097168,0,0,-14,-6,1,0,0,1,0,D
11,1,1854.12866211,1576.12097168,0,0,0,3,1,0,0,1,0,D
12,1,1854.12866211,1576.12097168,0,0,-9,1,1,0,0,1,0,D
13,1,1854.12866211,1576.12097168,0,0,-20,1,1,0,0,1,0,D
14,1,1854.12866211,1576.12097168,0,0,-20,1,1,0,0,1,0,D
15,1,1854.12866211,1576.12097168,0,0,-20,0,0,0,0,0,0,D
16,1,1854.12866211,1576.12097168,0,0,-24,-2,-1,0,0,-1,0,D
17,1,1854.12866211,1576.12097168,0,0,-31,0,-1,0,0,-1,0,D
18,1,1854.12866211,1576.12097168,0,0,-39,0,-1,0,0,-1,0,D
19,1,1854.12866211,1576.12097168,0,0,-48,-1,-1,0,0,-1,0,D
20,1,1854.12866211,1576.12097168,0,0,-46,-2,0,0,0,0,0,D
21,1,1854.12866211,1576.12097168,0,0,-47,-2,0,0,0,0,0,D
22,1,1854.12866211,1576.12097168,0,0,-43,-2,0,0,0,0,0,D
23,1,1854.12866211,1576.12097168,0,0,-35,-3,0,0,0,0,0,D
24,1,1854.12866211,1576.12097168,0,0,-35,-3,0,0,0,0,0,D
25,1,1854.12866211,1576.12097168,0,0,-35,-3,0,0,0,0,0,D
26,1,1854.12866211,1576.12097168,0,0,-24,1,0,0,0,0,0,D
27,1,1854.12866211,1576.12097168,0,0,-22,2,0,0,0,0,0,D
28,1,1854.12866211,1576.12097168,0,0,-18,2,0,0,0,0,0,D
29,1,1854.12866211,1576.12097168,0,0,-18,2,0,0,0,0,0,D
30,1,1854.12866211,1576.12097168,0,0,-16,2,0,0,0,0,0,D
31,1,1854.12866211,1576.12097168,0,0,-17,0,0,0,0,0,0,D
32,1,1854.12866211,1576.12097168,0,0,-5,5,0,0,0,0,0,D
33,1,1854.12866211,1576.12097168,0,0,6,6,0,0,0,0,0,D
34,1,1854.12866211,1576.12097168,0,0,6,7,0,0,0,0,0,D
35,1,1854.12866211,1576.12097168,0,0,7,7,0,0,0,0,0,D
36,1,1854.12866211,1576.12097168,0,0,-2,4,1,0,1,1,0,D
37,1,1854.12866211,1576.12097168,0,0,1,2,1,0,1,1,0,D
38,1,1854.12866211,1576.12097168,0,0,-2,-1,1,0,1,1,0,D
39,1,1854.12866211,1576.12097168,0,0,2,1,1,0,1,1,0,D
40,1,1854.12866211,1576.12097168,0,0,3,2,1,0,1,1,0,D
41,1,1854.12866211,1576.12097168,0,0,-3,-4,0,0,1,0,0,D
42,1,1854.12866211,1576.12097168,0,0,-3,-6,0,-1,1,0,0,D
43,1,1854.12866211,1576.12097168,0,0,1,-11,0,-1,1,0,0,D
44,1,1854.12866211,1576.12097168,0,0,-3,-10,0,-1,1,0,0,D
45,1,1854.12866211,1576.12097168,0,0,-11,-16,0,-1,1,0,0,D
46,1,1854.12866211,1576.12097168,0,0,-12,-17,0,-1,1,0,0,D
47,1,1854.12866211,1576.12097168,0,0,-15,-19,0,-1,1,0,0,D
48,1,1854.12866211,1576.12097168,0,0,-18,-22,0,-1,1,0,0,D
49,1,1854.12866211,1576.12097168,0,0,-22,-21,0,-1,1,0,0,D
