ht_goal,at_goal,ht_elo,at_elo,shot,big_chance,shot_penalty_box,key_pass,pass,short_pass,shot_open_play,final_3rd_pass,minute,shot_6_yard_box,dispossessed,clearance,long_pass,cross,shot_fast_break,tackle,result
0,0,1720.53259277,1658.2376709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
0,0,1720.53259277,1658.2376709,0,0,0,0,-7,-7,0,-2,1,0,0,0,-1,0,0,0,D
0,1,1720.53259277,1658.2376709,-2,0,-1,-1,-10,-10,-2,-2,2,0,0,0,-2,0,0,0,D
0,1,1720.53259277,1658.2376709,-2,0,-1,-1,-2,-3,-2,-2,3,0,0,0,-1,0,0,0,D
0,1,1720.53259277,1658.2376709,-2,0,-1,-1,6,4,-2,0,4,0,0,-1,0,1,0,0,D
0,1,1720.53259277,1658.2376709,-2,0,-1,-1,8,6,-2,3,5,0,0,-1,-1,1,0,0,D
0,1,1720.53259277,1658.2376709,-2,0,-1,-1,13,11,-2,7,6,0,0,-2,-1,1,0,0,D
0,1,1720.53259277,1658.2376709,-2,0,-1,-1,8,6,-2,6,7,0,0,-2,-1,1,0,0,D
0,1,1720.53259277,1658.2376709,-2,0,-1,-1,9,7,-2,9,8,0,0,-2,-1,1,0,0,D
0,1,1720.53259277,1658.2376709,-2,0,0,0,10,8,-2,9,9,0,0,-2,0,2,0,0,D
0,1,1720.53259277,1658.2376709,-2,0,0,0,12,10,-2,9,10,0,0,-2,-1,2,0,0,D
0,1,1720.53259277,1658.2376709,-2,0,0,0,17,14,-2,14,11,0,-1,-3,0,3,0,1,D
0,1,1720.53259277,1658.2376709,-2,0,0,0,13,10,-2,15,12,0,0,-3,0,3,0,0,D
0,1,1720.53259277,1658.2376709,-2,0,0,0,13,10,-2,15,13,0,0,-3,0,3,0,0,D
0,1,1720.53259277,1658.2376709,-2,0,0,0,15,12,-2,15,14,0,0,-3,-1,3,0,0,D
0,1,1720.53259277,1658.2376709,-3,0,-1,-1,11,8,-3,11,15,0,0,-3,0,3,0,0,D
0,1,1720.53259277,1658.2376709,-3,0,-1,-1,5,2,-3,10,16,0,0,-3,0,3,0,0,D
0,1,1720.53259277,1658.2376709,-3,0,-1,-1,8,4,-3,11,17,0,0,-3,2,3,0,0,D
0,1,1720.53259277,1658.2376709,-3,0,-1,-1,4,2,-3,13,18,0,0,-3,2,3,0,0,D
0,1,1720.53259277,1658.2376709,-3,0,-1,-1,0,-2,-3,13,19,0,0,-3,2,3,0,0,D
