minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,final_3rd_pass,key_pass,corner,big_chance,shot,red,result
0,1,1577.44348145,1733.80700684,0,0,0,0,0,0,0,0,0,L
1,1,1577.44348145,1733.80700684,0,0,1,0,-1,0,0,-1,0,L
2,1,1577.44348145,1733.80700684,0,0,5,-1,-1,0,0,-1,0,L
3,1,1577.44348145,1733.80700684,0,0,3,-4,-1,0,0,-1,0,L
4,1,1577.44348145,1733.80700684,0,0,1,-4,-1,0,0,-2,0,L
5,1,1577.44348145,1733.80700684,0,0,-5,-7,-2,0,-1,-4,0,L
6,1,1577.44348145,1733.80700684,0,0,-6,-7,-2,0,-1,-4,0,L
7,1,1577.44348145,1733.80700684,0,0,2,-5,-2,0,-1,-4,0,L
8,1,1577.44348145,1733.80700684,0,0,-2,-7,-2,0,-1,-4,0,L
9,1,1577.44348145,1733.80700684,0,0,-3,-7,-2,0,-1,-4,0,L
10,1,1577.44348145,1733.80700684,0,0,6,-4,-1,0,0,-3,0,L
11,1,1577.44348145,1733.80700684,0,0,3,-5,-1,0,0,-3,0,L
12,1,1577.44348145,1733.80700684,0,0,-11,-5,-1,0,0,-3,0,L
13,1,1577.44348145,1733.80700684,0,0,-24,-10,-2,0,0,-4,0,L
14,1,1577.44348145,1733.80700684,0,0,-24,-10,-2,0,0,-4,0,L
15,1,1577.44348145,1733.80700684,0,0,-24,-10,-2,0,0,-4,0,L
16,1,1577.44348145,1733.80700684,0,0,-27,-4,-1,0,0,-3,0,L
17,1,1577.44348145,1733.80700684,0,0,-21,-7,-1,0,0,-3,0,L
18,1,1577.44348145,1733.80700684,0,0,-13,1,0,0,1,-2,0,L
19,1,1577.44348145,1733.80700684,0,0,-13,4,0,0,1,-2,0,L
20,1,1577.44348145,1733.80700684,0,0,-16,4,0,0,1,-2,0,L
21,1,1577.44348145,1733.80700684,0,0,-11,6,0,0,1,-2,0,L
22,1,1577.44348145,1733.80700684,0,0,-3,10,1,0,1,-1,0,L
23,1,1577.44348145,1733.80700684,0,0,-6,10,0,0,1,-2,0,L
24,1,1577.44348145,1733.80700684,0,0,4,11,0,0,1,-2,0,L
25,1,1577.44348145,1733.80700684,0,0,6,15,1,0,1,-1,0,L
26,1,1577.44348145,1733.80700684,0,0,3,18,1,0,1,-1,0,L
27,1,1577.44348145,1733.80700684,0,0,-6,19,1,0,1,-1,0,L
28,1,1577.44348145,1733.80700684,0,0,-1,26,1,0,1,-1,0,L
29,1,1577.44348145,1733.80700684,0,0,-1,26,1,0,1,-1,0,L
30,1,1577.44348145,1733.80700684,0,0,-1,26,1,0,1,-1,0,L
31,1,1577.44348145,1733.80700684,0,0,-1,26,1,0,1,-1,0,L
32,1,1577.44348145,1733.80700684,0,0,-1,26,1,0,1,-1,0,L
33,1,1577.44348145,1733.80700684,0,0,-1,26,1,0,1,-1,0,L
34,1,1577.44348145,1733.80700684,0,0,-1,26,1,0,1,-1,0,L
35,1,1577.44348145,1733.80700684,0,0,-1,27,1,1,1,-1,0,L
36,1,1577.44348145,1733.80700684,0,0,-1,27,1,1,1,-1,0,L
37,1,1577.44348145,1733.80700684,0,0,-2,24,1,1,1,-1,0,L
38,1,1577.44348145,1733.80700684,0,0,-3,20,1,0,1,-1,0,L
39,1,1577.44348145,1733.80700684,0,0,-4,19,1,0,1,-1,0,L
40,1,1577.44348145,1733.80700684,0,0,-11,14,1,0,1,-1,0,L
41,1,1577.44348145,1733.80700684,0,0,-8,17,1,0,1,-1,0,L
42,1,1577.44348145,1733.80700684,0,0,-5,19,2,0,1,-1,0,L
43,1,1577.44348145,1733.80700684,0,0,-3,19,2,0,1,1,0,L
44,1,1577.44348145,1733.80700684,0,0,-8,19,1,0,1,0,0,L
45,1,1577.44348145,1733.80700684,0,0,0,19,1,0,1,0,0,L
46,1,1577.44348145,1733.80700684,0,0,1,21,2,0,1,1,0,L
47,1,1577.44348145,1733.80700684,0,0,-2,22,2,0,1,1,0,L
48,1,1577.44348145,1733.80700684,0,0,-2,20,1,0,1,0,0,L
49,1,1577.44348145,1733.80700684,0,0,0,24,3,1,1,2,0,L
50,1,1577.44348145,1733.80700684,0,0,-1,22,3,1,1,2,0,L
51,1,1577.44348145,1733.80700684,0,0,-18,17,3,1,1,2,0,L
52,1,1577.44348145,1733.80700684,0,0,-35,8,3,1,1,2,0,L
53,1,1577.44348145,1733.80700684,0,0,-28,16,3,1,1,2,0,L
54,1,1577.44348145,1733.80700684,0,0,-20,24,4,1,2,3,0,L
55,1,1577.44348145,1733.80700684,0,0,-25,22,4,1,2,3,0,L
45,2,1577.44348145,1733.80700684,0,0,-26,21,4,1,2,3,0,L
46,2,1577.44348145,1733.80700684,0,0,-16,27,4,1,2,3,0,L
47,2,1577.44348145,1733.80700684,0,0,-26,27,4,1,2,3,0,L
48,2,1577.44348145,1733.80700684,0,0,-18,27,4,1,2,3,0,L
49,2,1577.44348145,1733.80700684,0,0,-26,27,4,1,2,3,0,L
50,2,1577.44348145,1733.80700684,0,0,-29,25,4,1,2,3,0,L
51,2,1577.44348145,1733.80700684,0,0,-29,25,4,1,2,3,0,L
52,2,1577.44348145,1733.80700684,0,0,-28,27,4,1,2,3,0,L
53,2,1577.44348145,1733.80700684,0,0,-28,27,4,1,2,3,0,L
54,2,1577.44348145,1733.80700684,0,0,-28,28,4,1,2,3,0,L
55,2,1577.44348145,1733.80700684,0,0,-28,27,4,1,2,3,0,L
56,2,1577.44348145,1733.80700684,0,0,-24,27,4,1,2,3,0,L
57,2,1577.44348145,1733.80700684,0,0,-22,21,4,1,2,3,0,L
58,2,1577.44348145,1733.80700684,0,0,-24,21,4,1,2,3,0,L
59,2,1577.44348145,1733.80700684,0,0,-24,21,4,1,2,3,0,L
60,2,1577.44348145,1733.80700684,0,1,-28,14,2,0,1,1,0,L
61,2,1577.44348145,1733.80700684,0,1,-26,15,2,0,1,1,0,L
62,2,1577.44348145,1733.80700684,0,1,-10,18,2,0,1,1,0,L
63,2,1577.44348145,1733.80700684,0,1,0,25,2,0,1,1,0,L
64,2,1577.44348145,1733.80700684,0,1,5,26,2,0,1,1,0,L
65,2,1577.44348145,1733.80700684,0,1,5,28,3,0,1,2,0,L
66,2,1577.44348145,1733.80700684,0,1,5,31,3,0,1,2,0,L
67,2,1577.44348145,1733.80700684,0,1,4,30,1,0,1,-1,0,L
68,2,1577.44348145,1733.80700684,0,1,10,31,1,0,1,-1,0,L
69,2,1577.44348145,1733.80700684,0,1,6,34,2,0,1,0,0,L
70,2,1577.44348145,1733.80700684,0,1,7,32,1,0,1,-1,0,L
71,2,1577.44348145,1733.80700684,0,1,-1,31,1,0,1,-1,0,L
72,2,1577.44348145,1733.80700684,0,1,0,32,1,0,1,-1,0,L
73,2,1577.44348145,1733.80700684,0,1,-1,33,1,0,1,-1,0,L
74,2,1577.44348145,1733.80700684,0,1,-3,34,1,0,1,-1,0,L
75,2,1577.44348145,1733.80700684,0,1,-3,34,1,0,1,-1,0,L
76,2,1577.44348145,1733.80700684,0,1,-3,32,1,0,1,-2,0,L
77,2,1577.44348145,1733.80700684,0,1,-3,28,1,0,1,-2,0,L
78,2,1577.44348145,1733.80700684,0,1,-7,27,1,0,1,-2,0,L
79,2,1577.44348145,1733.80700684,0,1,-7,27,0,0,1,-3,0,L
80,2,1577.44348145,1733.80700684,0,1,1,27,0,0,1,-3,0,L
81,2,1577.44348145,1733.80700684,0,1,14,37,0,0,1,-3,0,L
82,2,1577.44348145,1733.80700684,0,1,25,39,0,0,1,-3,0,L
83,2,1577.44348145,1733.80700684,0,1,35,40,0,0,1,-3,0,L
84,2,1577.44348145,1733.80700684,0,1,32,37,0,0,1,-3,0,L
85,2,1577.44348145,1733.80700684,0,1,42,42,0,0,1,-3,0,L
86,2,1577.44348145,1733.80700684,0,1,50,46,0,0,1,-3,0,L
87,2,1577.44348145,1733.80700684,0,1,50,45,0,0,1,-3,0,L
88,2,1577.44348145,1733.80700684,0,1,51,46,0,0,1,-3,0,L
89,2,1577.44348145,1733.80700684,0,1,51,49,1,0,2,-2,0,L
90,2,1577.44348145,1733.80700684,0,1,51,51,2,0,2,-1,0,L
91,2,1577.44348145,1733.80700684,0,1,58,51,2,0,2,-1,0,L
92,2,1577.44348145,1733.80700684,0,1,63,55,2,0,2,-1,0,L
93,2,1577.44348145,1733.80700684,0,1,66,57,2,0,2,-1,0,L
94,2,1577.44348145,1733.80700684,0,1,68,60,3,0,2,-1,0,L
95,2,1577.44348145,1733.80700684,0,1,72,60,3,0,2,0,0,L
96,2,1577.44348145,1733.80700684,0,1,74,65,5,0,2,2,0,L
97,2,1577.44348145,1733.80700684,0,1,74,65,5,0,2,2,0,L
