ht_goal,ht_elo,at_goal,at_elo,big_chance,shot,pass,final_3rd_pass,key_pass,result
0,1647.71496582,0,1691.12365723,0,0,0,0,0,D
0,1647.71496582,0,1691.12365723,0,0,3,-4,0,D
0,1647.71496582,0,1691.12365723,0,0,14,-4,0,D
0,1647.71496582,0,1691.12365723,0,0,17,-2,0,D
0,1647.71496582,0,1691.12365723,0,0,15,-1,0,D
0,1647.71496582,0,1691.12365723,-1,-2,11,-5,-2,D
0,1647.71496582,0,1691.12365723,-1,-2,18,-1,-2,D
0,1647.71496582,0,1691.12365723,-1,-2,18,-1,-2,D
0,1647.71496582,0,1691.12365723,-1,-2,18,-1,-2,D
0,1647.71496582,0,1691.12365723,-1,-2,18,-1,-2,D
0,1647.71496582,0,1691.12365723,-1,-2,18,-1,-2,D
0,1647.71496582,0,1691.12365723,-1,-2,18,-1,-2,D
0,1647.71496582,0,1691.12365723,-1,-2,18,-1,-2,D
0,1647.71496582,0,1691.12365723,-1,-2,18,-1,-2,D
0,1647.71496582,0,1691.12365723,-1,-2,20,-1,-2,D
0,1647.71496582,0,1691.12365723,-1,-2,17,-2,-2,D
0,1647.71496582,0,1691.12365723,-1,-2,12,-5,-2,D
0,1647.71496582,0,1691.12365723,-1,-2,25,-6,-2,D
0,1647.71496582,0,1691.12365723,-1,-1,28,-6,-1,D
0,1647.71496582,0,1691.12365723,-1,-1,31,-8,-1,D
0,1647.71496582,0,1691.12365723,-1,-1,30,-10,-1,D
0,1647.71496582,0,1691.12365723,-1,-1,39,-6,-1,D
0,1647.71496582,0,1691.12365723,-1,-1,37,-4,-1,D
1,1647.71496582,0,1691.12365723,-1,1,40,-1,-1,D
1,1647.71496582,0,1691.12365723,-1,1,37,-2,-1,D
1,1647.71496582,0,1691.12365723,-1,1,38,2,-1,D
1,1647.71496582,0,1691.12365723,-1,1,45,9,-1,D
1,1647.71496582,0,1691.12365723,-1,2,52,9,0,D
1,1647.71496582,0,1691.12365723,-1,2,50,10,0,D
1,1647.71496582,0,1691.12365723,-1,2,45,9,0,D
1,1647.71496582,0,1691.12365723,-1,3,56,15,1,D
1,1647.71496582,0,1691.12365723,-1,3,53,15,0,D
1,1647.71496582,0,1691.12365723,-1,3,53,15,0,D
1,1647.71496582,0,1691.12365723,-1,3,53,15,0,D
1,1647.71496582,0,1691.12365723,-1,3,52,13,0,D
1,1647.71496582,0,1691.12365723,-1,3,52,14,0,D
1,1647.71496582,0,1691.12365723,-1,3,62,20,0,D
1,1647.71496582,0,1691.12365723,-1,3,66,21,0,D
1,1647.71496582,0,1691.12365723,-1,3,62,16,0,D
1,1647.71496582,0,1691.12365723,-1,3,80,21,0,D
1,1647.71496582,0,1691.12365723,-1,3,69,17,0,D
1,1647.71496582,0,1691.12365723,-1,5,68,20,2,D
1,1647.71496582,0,1691.12365723,-1,5,71,24,2,D
1,1647.71496582,0,1691.12365723,-1,5,85,25,2,D
1,1647.71496582,0,1691.12365723,-1,5,82,23,2,D
1,1647.71496582,0,1691.12365723,-1,5,90,21,2,D
1,1647.71496582,0,1691.12365723,-1,4,87,18,2,D
1,1647.71496582,0,1691.12365723,-1,4,81,12,2,D
1,1647.71496582,0,1691.12365723,-1,4,77,8,2,D
1,1647.71496582,0,1691.12365723,-1,4,75,8,2,D
1,1647.71496582,0,1691.12365723,-1,4,75,6,2,D
1,1647.71496582,0,1691.12365723,-1,4,72,6,2,D
1,1647.71496582,0,1691.12365723,-2,4,74,8,2,D
1,1647.71496582,0,1691.12365723,-2,4,74,7,2,D
1,1647.71496582,0,1691.12365723,-2,4,67,1,2,D
1,1647.71496582,0,1691.12365723,-2,3,64,-2,2,D
1,1647.71496582,0,1691.12365723,-2,2,69,-1,2,D
1,1647.71496582,0,1691.12365723,-2,2,69,0,2,D
1,1647.71496582,0,1691.12365723,-2,2,78,14,2,D
1,1647.71496582,0,1691.12365723,-2,2,78,22,2,D
1,1647.71496582,0,1691.12365723,-2,2,77,23,2,D
1,1647.71496582,0,1691.12365723,-2,2,69,20,2,D
1,1647.71496582,0,1691.12365723,-2,2,73,20,2,D
1,1647.71496582,0,1691.12365723,-2,2,67,15,2,D
1,1647.71496582,0,1691.12365723,-2,2,67,15,2,D
1,1647.71496582,0,1691.12365723,-2,2,67,14,2,D
1,1647.71496582,0,1691.12365723,-2,2,61,5,2,D
1,1647.71496582,0,1691.12365723,-2,2,57,-3,2,D
1,1647.71496582,0,1691.12365723,-2,2,54,-4,2,D
1,1647.71496582,0,1691.12365723,-2,2,60,0,2,D
1,1647.71496582,0,1691.12365723,-2,2,58,7,2,D
