minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,final_3rd_pass,key_pass,corner,big_chance,shot,red,result
0,1,1586.19128418,1883.69445801,0,0,0,0,0,0,0,0,0,W
1,1,1586.19128418,1883.69445801,0,0,-3,2,0,0,0,0,0,W
2,1,1586.19128418,1883.69445801,0,0,-18,-2,-1,0,0,-1,0,W
3,1,1586.19128418,1883.69445801,0,0,-20,-1,-1,0,0,-1,0,W
4,1,1586.19128418,1883.69445801,0,0,-14,2,0,0,1,0,0,W
5,1,1586.19128418,1883.69445801,0,0,-24,2,0,0,1,0,0,W
6,1,1586.19128418,1883.69445801,0,0,-24,-2,0,0,1,0,0,W
7,1,1586.19128418,1883.69445801,0,0,-36,-2,0,0,1,0,0,W
8,1,1586.19128418,1883.69445801,0,0,-43,-3,0,0,1,0,0,W
9,1,1586.19128418,1883.69445801,0,0,-44,-3,0,0,1,0,0,W
10,1,1586.19128418,1883.69445801,0,0,-44,-3,0,0,1,0,0,W
11,1,1586.19128418,1883.69445801,0,0,-37,-1,0,0,1,0,0,W
12,1,1586.19128418,1883.69445801,1,0,-37,-1,0,0,1,1,0,W
13,1,1586.19128418,1883.69445801,1,0,-42,0,1,0,1,2,0,W
14,1,1586.19128418,1883.69445801,1,0,-53,-1,1,0,1,2,0,W
15,1,1586.19128418,1883.69445801,1,0,-55,-2,1,0,1,2,0,W
16,1,1586.19128418,1883.69445801,1,0,-66,-1,1,0,1,2,0,W
17,1,1586.19128418,1883.69445801,1,0,-68,-3,1,0,1,2,0,W
18,1,1586.19128418,1883.69445801,1,0,-84,-10,1,0,1,2,0,W
19,1,1586.19128418,1883.69445801,1,0,-91,-12,1,0,1,2,0,W
20,1,1586.19128418,1883.69445801,1,0,-104,-14,1,0,1,2,0,W
21,1,1586.19128418,1883.69445801,1,0,-106,-16,0,0,1,0,0,W
22,1,1586.19128418,1883.69445801,1,0,-106,-15,0,0,1,0,0,W
23,1,1586.19128418,1883.69445801,1,0,-101,-15,0,0,1,0,0,W
24,1,1586.19128418,1883.69445801,1,0,-101,-15,0,0,1,0,0,W
25,1,1586.19128418,1883.69445801,1,0,-101,-15,0,0,1,0,0,W
26,1,1586.19128418,1883.69445801,1,0,-103,-15,0,0,1,0,0,W
27,1,1586.19128418,1883.69445801,1,0,-103,-14,0,0,1,0,0,W
28,1,1586.19128418,1883.69445801,1,0,-107,-17,0,0,1,0,0,W
29,1,1586.19128418,1883.69445801,1,0,-118,-19,0,0,1,0,0,W
30,1,1586.19128418,1883.69445801,1,0,-115,-20,-1,0,1,-2,0,W
31,1,1586.19128418,1883.69445801,1,0,-128,-23,-1,0,1,-2,0,W
32,1,1586.19128418,1883.69445801,1,0,-130,-24,-1,0,1,-2,0,W
33,1,1586.19128418,1883.69445801,1,0,-138,-28,-1,0,1,-2,0,W
34,1,1586.19128418,1883.69445801,1,0,-154,-39,-1,0,1,-2,0,W
35,1,1586.19128418,1883.69445801,1,0,-154,-40,-2,0,0,-3,0,W
36,1,1586.19128418,1883.69445801,1,0,-161,-43,-3,0,0,-4,0,W
37,1,1586.19128418,1883.69445801,1,0,-166,-43,-3,0,0,-4,0,W
38,1,1586.19128418,1883.69445801,1,0,-183,-57,-2,0,0,-4,0,W
39,1,1586.19128418,1883.69445801,1,0,-183,-55,-2,1,0,-2,0,W
40,1,1586.19128418,1883.69445801,1,0,-193,-55,-2,1,0,-2,0,W
41,1,1586.19128418,1883.69445801,1,0,-212,-67,-2,1,0,-2,0,W
42,1,1586.19128418,1883.69445801,1,0,-215,-70,-3,1,0,-3,0,W
43,1,1586.19128418,1883.69445801,1,0,-223,-69,-3,1,0,-3,0,W
44,1,1586.19128418,1883.69445801,1,0,-224,-70,-3,1,0,-3,0,W
45,1,1586.19128418,1883.69445801,1,0,-213,-69,-3,1,0,-3,0,W
46,1,1586.19128418,1883.69445801,1,0,-220,-71,-4,1,0,-4,0,W
47,1,1586.19128418,1883.69445801,1,0,-220,-72,-4,0,0,-4,0,W
48,1,1586.19128418,1883.69445801,1,0,-221,-71,-4,0,0,-4,0,W
49,1,1586.19128418,1883.69445801,1,0,-237,-75,-4,0,0,-4,0,W
50,1,1586.19128418,1883.69445801,1,0,-246,-77,-4,0,0,-4,0,W
45,2,1586.19128418,1883.69445801,1,0,-250,-80,-5,0,0,-5,0,W
46,2,1586.19128418,1883.69445801,1,0,-250,-80,-5,0,0,-5,0,W
47,2,1586.19128418,1883.69445801,1,0,-261,-84,-7,0,-1,-7,0,W
48,2,1586.19128418,1883.69445801,1,0,-277,-85,-7,0,-1,-7,0,W
49,2,1586.19128418,1883.69445801,1,0,-278,-82,-7,0,-1,-7,0,W
50,2,1586.19128418,1883.69445801,1,0,-282,-84,-9,-1,-2,-8,0,W
51,2,1586.19128418,1883.69445801,1,0,-284,-86,-9,-2,-2,-8,0,W
52,2,1586.19128418,1883.69445801,1,0,-304,-95,-9,-2,-2,-8,0,W
53,2,1586.19128418,1883.69445801,1,0,-304,-95,-9,-2,-2,-8,0,W
54,2,1586.19128418,1883.69445801,2,0,-313,-98,-8,-2,-2,-7,0,W
55,2,1586.19128418,1883.69445801,2,0,-323,-98,-8,-2,-2,-7,0,W
56,2,1586.19128418,1883.69445801,2,0,-339,-101,-9,-2,-2,-7,0,W
57,2,1586.19128418,1883.69445801,2,0,-343,-101,-9,-2,-2,-8,0,W
58,2,1586.19128418,1883.69445801,2,0,-359,-105,-9,-2,-2,-8,0,W
59,2,1586.19128418,1883.69445801,2,0,-372,-114,-9,-2,-2,-8,0,W
60,2,1586.19128418,1883.69445801,2,0,-387,-124,-9,-2,-2,-8,0,W
61,2,1586.19128418,1883.69445801,2,0,-396,-131,-9,-2,-2,-8,0,W
