ht_goal,at_goal,ht_elo,at_elo,shot,big_chance,shot_penalty_box,key_pass,pass,short_pass,shot_open_play,final_3rd_pass,minute,shot_6_yard_box,dispossessed,clearance,long_pass,cross,shot_fast_break,tackle,result
0,0,1742.86584473,1689.08081055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
0,0,1742.86584473,1689.08081055,0,0,0,0,22,21,0,6,1,0,0,-1,0,0,0,0,W
0,0,1742.86584473,1689.08081055,0,0,0,0,22,21,0,7,2,0,-1,-1,0,0,0,1,W
0,0,1742.86584473,1689.08081055,1,0,0,0,19,18,0,2,3,0,-1,-1,-1,0,0,1,W
0,0,1742.86584473,1689.08081055,1,0,0,0,9,9,0,1,4,0,0,0,-1,0,0,0,W
0,0,1742.86584473,1689.08081055,1,0,0,0,8,8,0,-4,5,0,0,0,-1,-1,0,0,W
0,0,1742.86584473,1689.08081055,1,0,0,0,-3,-3,0,-13,6,0,0,1,-2,-2,0,0,W
0,0,1742.86584473,1689.08081055,1,0,0,0,11,9,0,-10,7,0,0,1,0,-2,0,0,W
0,0,1742.86584473,1689.08081055,2,0,0,0,16,14,0,-4,8,0,0,0,0,0,0,0,W
0,0,1742.86584473,1689.08081055,2,0,0,0,11,9,0,-4,9,0,0,0,0,0,0,0,W
0,0,1742.86584473,1689.08081055,2,0,0,0,21,18,0,1,10,0,0,0,1,1,0,-1,W
0,0,1742.86584473,1689.08081055,2,0,0,0,21,18,0,3,11,0,2,-1,0,2,0,-2,W
0,0,1742.86584473,1689.08081055,2,0,0,0,23,20,0,1,12,0,2,-1,0,2,0,-2,W
0,0,1742.86584473,1689.08081055,2,0,0,0,21,18,0,1,13,0,2,-1,0,2,0,-2,W
0,0,1742.86584473,1689.08081055,2,0,0,0,15,14,0,1,14,0,3,-1,-2,2,0,-3,W
0,0,1742.86584473,1689.08081055,1,0,0,-1,14,13,-1,-2,15,0,3,1,-2,1,0,-2,W
0,0,1742.86584473,1689.08081055,1,0,0,-1,23,21,-1,1,16,0,4,0,-1,1,0,-3,W
0,0,1742.86584473,1689.08081055,1,0,0,-1,27,25,-1,4,17,0,6,0,-1,1,0,-4,W
0,0,1742.86584473,1689.08081055,1,0,0,-1,34,32,-1,5,18,0,7,0,-2,1,0,-5,W
0,0,1742.86584473,1689.08081055,1,0,0,-1,34,32,-1,5,19,0,7,0,-2,1,0,-5,W
0,0,1742.86584473,1689.08081055,1,0,0,-1,34,32,-1,5,20,0,7,0,-2,1,0,-5,W
0,0,1742.86584473,1689.08081055,2,0,1,0,37,35,0,9,21,0,7,-1,-2,2,0,-4,W
0,0,1742.86584473,1689.08081055,2,0,1,0,18,17,0,7,22,0,7,-1,-3,2,0,-4,W
0,0,1742.86584473,1689.08081055,1,0,0,0,18,17,0,6,23,0,7,2,-3,1,0,-4,W
0,0,1742.86584473,1689.08081055,1,0,0,0,10,9,0,6,24,0,7,2,-2,1,0,-4,W
0,0,1742.86584473,1689.08081055,1,0,0,0,8,7,0,6,25,0,8,2,-1,1,0,-5,W
0,0,1742.86584473,1689.08081055,1,0,0,0,8,7,0,6,26,0,8,2,-1,1,0,-5,W
0,0,1742.86584473,1689.08081055,1,0,0,0,7,6,0,6,27,0,8,2,0,1,0,-4,W
0,0,1742.86584473,1689.08081055,1,0,0,0,14,13,0,5,28,0,8,2,1,1,0,-4,W
0,0,1742.86584473,1689.08081055,1,0,0,0,18,15,0,8,29,0,9,2,2,1,0,-5,W
0,0,1742.86584473,1689.08081055,1,0,0,0,26,22,0,14,30,0,9,1,4,2,0,-5,W
0,0,1742.86584473,1689.08081055,1,0,0,0,22,18,0,13,31,0,9,1,5,1,0,-5,W
0,0,1742.86584473,1689.08081055,1,0,0,0,22,18,0,16,32,0,9,0,5,2,0,-5,W
0,0,1742.86584473,1689.08081055,1,0,0,0,22,18,0,21,33,0,9,-1,5,3,0,-5,W
0,0,1742.86584473,1689.08081055,1,0,0,0,9,7,0,13,34,0,9,0,3,2,0,-5,W
0,0,1742.86584473,1689.08081055,1,0,0,0,1,-1,0,8,35,0,9,0,3,2,0,-4,W
0,0,1742.86584473,1689.08081055,1,0,0,0,7,5,0,11,36,0,9,0,4,3,0,-4,W
0,0,1742.86584473,1689.08081055,1,0,0,0,5,3,0,13,37,0,9,-1,4,5,0,-4,W
0,0,1742.86584473,1689.08081055,1,0,0,0,-19,-21,0,2,38,0,9,-1,4,5,0,-4,W
0,0,1742.86584473,1689.08081055,0,0,-1,-1,-30,-32,-1,-5,39,0,9,0,4,4,0,-4,W
0,0,1742.86584473,1689.08081055,0,0,-1,-1,-47,-48,-1,-19,40,0,9,1,4,4,0,-4,W
0,0,1742.86584473,1689.08081055,0,0,-1,-1,-55,-56,-1,-24,41,0,9,1,4,4,0,-4,W
0,0,1742.86584473,1689.08081055,0,0,-1,-1,-54,-56,-1,-24,42,0,9,1,5,4,0,-4,W
0,0,1742.86584473,1689.08081055,0,0,-1,-1,-60,-62,-1,-23,43,0,8,0,3,5,0,-4,W
0,0,1742.86584473,1689.08081055,0,0,-1,-1,-61,-63,-1,-24,44,0,8,0,3,5,0,-4,W
0,0,1742.86584473,1689.08081055,0,0,-1,-1,-66,-68,-1,-25,45,0,8,0,2,5,0,-4,W
0,0,1742.86584473,1689.08081055,0,0,-1,-1,-64,-66,-1,-23,46,0,9,-1,3,5,0,-4,W
