minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,final_3rd_pass,key_pass,corner,big_chance,shot,red,result
0,1,1772.11401367,1805.86206055,0,0,0,0,0,0,0,0,0,W
1,1,1772.11401367,1805.86206055,0,0,-8,1,0,0,0,0,0,W
2,1,1772.11401367,1805.86206055,0,0,-13,1,0,0,0,0,0,W
3,1,1772.11401367,1805.86206055,0,0,-26,1,0,0,0,0,0,W
4,1,1772.11401367,1805.86206055,0,0,-39,-6,0,0,0,0,0,W
5,1,1772.11401367,1805.86206055,0,0,-47,-7,0,0,0,0,0,W
6,1,1772.11401367,1805.86206055,0,0,-41,-9,0,0,0,0,0,W
7,1,1772.11401367,1805.86206055,0,0,-30,-3,0,0,0,0,0,W
8,1,1772.11401367,1805.86206055,0,0,-24,3,0,0,0,0,0,W
9,1,1772.11401367,1805.86206055,0,0,-26,8,0,1,0,0,0,W
10,1,1772.11401367,1805.86206055,0,0,-25,7,0,1,0,0,0,W
11,1,1772.11401367,1805.86206055,0,0,-28,5,0,1,0,0,0,W
12,1,1772.11401367,1805.86206055,0,0,-20,4,0,1,0,0,0,W
13,1,1772.11401367,1805.86206055,0,0,-15,7,0,1,0,0,0,W
14,1,1772.11401367,1805.86206055,0,0,-17,5,0,1,0,0,0,W
15,1,1772.11401367,1805.86206055,0,0,-18,1,-1,-1,0,-1,0,W
16,1,1772.11401367,1805.86206055,0,0,-13,0,-1,-1,0,-1,0,W
17,1,1772.11401367,1805.86206055,0,0,-5,0,-1,-1,0,-1,0,W
18,1,1772.11401367,1805.86206055,0,0,-1,6,-1,-1,0,-1,0,W
19,1,1772.11401367,1805.86206055,0,0,3,7,-1,-1,0,-1,0,W
20,1,1772.11401367,1805.86206055,0,0,-4,13,-1,-1,0,-1,0,W
21,1,1772.11401367,1805.86206055,0,0,0,10,-1,-1,0,-1,0,W
22,1,1772.11401367,1805.86206055,0,0,-8,8,-1,-1,0,-1,0,W
23,1,1772.11401367,1805.86206055,0,0,-4,14,-1,-1,0,-1,0,W
24,1,1772.11401367,1805.86206055,0,0,2,18,-1,-1,0,-1,0,W
25,1,1772.11401367,1805.86206055,0,0,-2,15,-1,-1,0,-1,0,W
26,1,1772.11401367,1805.86206055,0,0,-1,15,-1,-1,0,-1,0,W
27,1,1772.11401367,1805.86206055,0,0,-1,15,-1,-1,0,-1,0,W
28,1,1772.11401367,1805.86206055,0,0,4,24,-1,-1,0,-1,0,W
29,1,1772.11401367,1805.86206055,0,0,15,34,-1,-1,0,-1,0,W
30,1,1772.11401367,1805.86206055,0,0,28,40,-1,-1,0,-1,0,W
31,1,1772.11401367,1805.86206055,0,0,30,43,0,0,0,1,0,W
32,1,1772.11401367,1805.86206055,0,0,39,47,0,0,0,1,0,W
33,1,1772.11401367,1805.86206055,0,0,42,50,0,0,0,1,0,W
34,1,1772.11401367,1805.86206055,0,0,45,55,0,0,0,2,0,W
35,1,1772.11401367,1805.86206055,0,0,44,56,0,0,0,2,0,W
36,1,1772.11401367,1805.86206055,0,0,56,63,0,0,0,2,0,W
37,1,1772.11401367,1805.86206055,0,0,51,63,0,0,0,2,0,W
38,1,1772.11401367,1805.86206055,0,0,58,66,0,0,0,2,0,W
39,1,1772.11401367,1805.86206055,0,0,66,69,0,0,0,2,0,W
40,1,1772.11401367,1805.86206055,0,0,73,73,0,0,0,3,0,W
41,1,1772.11401367,1805.86206055,0,0,77,79,0,0,0,3,0,W
42,1,1772.11401367,1805.86206055,0,0,84,87,1,1,0,4,0,W
43,1,1772.11401367,1805.86206055,0,0,91,93,1,2,0,4,0,W
44,1,1772.11401367,1805.86206055,0,0,97,99,2,2,0,5,0,W
45,1,1772.11401367,1805.86206055,0,0,86,99,2,2,0,5,0,W
46,1,1772.11401367,1805.86206055,0,0,86,97,2,2,0,5,0,W
45,2,1772.11401367,1805.86206055,0,0,87,97,2,2,0,5,0,W
46,2,1772.11401367,1805.86206055,0,0,86,94,2,1,0,4,0,W
47,2,1772.11401367,1805.86206055,0,0,75,89,1,0,0,3,0,W
48,2,1772.11401367,1805.86206055,0,0,71,82,1,0,0,3,0,W
49,2,1772.11401367,1805.86206055,0,0,82,91,1,0,0,3,0,W
50,2,1772.11401367,1805.86206055,0,0,77,88,2,0,0,3,0,W
51,2,1772.11401367,1805.86206055,0,0,75,89,2,1,0,5,0,W
52,2,1772.11401367,1805.86206055,0,0,70,90,2,1,0,5,0,W
53,2,1772.11401367,1805.86206055,0,0,64,89,1,1,0,4,0,W
54,2,1772.11401367,1805.86206055,0,0,66,88,0,1,0,3,0,W
55,2,1772.11401367,1805.86206055,0,0,59,82,0,1,0,3,0,W
56,2,1772.11401367,1805.86206055,0,0,49,77,0,1,0,3,0,W
57,2,1772.11401367,1805.86206055,0,0,43,75,0,1,0,3,0,W
58,2,1772.11401367,1805.86206055,0,0,57,74,0,1,0,3,0,W
59,2,1772.11401367,1805.86206055,0,0,61,77,0,1,0,3,0,W
60,2,1772.11401367,1805.86206055,0,0,63,82,0,1,0,3,0,W
61,2,1772.11401367,1805.86206055,0,0,62,79,-1,0,0,2,0,W
62,2,1772.11401367,1805.86206055,0,0,79,79,-1,0,0,2,0,W
63,2,1772.11401367,1805.86206055,0,0,80,80,-1,0,0,2,0,W
64,2,1772.11401367,1805.86206055,0,0,86,77,-1,0,0,2,0,W
65,2,1772.11401367,1805.86206055,0,0,84,73,-1,0,0,2,0,W
66,2,1772.11401367,1805.86206055,0,0,84,73,-1,0,0,2,0,W
67,2,1772.11401367,1805.86206055,0,0,86,71,-2,0,0,1,0,W
68,2,1772.11401367,1805.86206055,0,0,90,73,-2,0,0,1,0,W
69,2,1772.11401367,1805.86206055,0,0,86,68,-4,0,-1,-1,0,W
70,2,1772.11401367,1805.86206055,0,0,81,68,-4,0,-1,-1,0,W
71,2,1772.11401367,1805.86206055,0,0,86,72,-4,1,-1,-1,0,W
72,2,1772.11401367,1805.86206055,0,0,90,72,-4,1,-1,-1,0,W
