ht_goal,at_goal,ht_elo,at_elo,shot,big_chance,shot_penalty_box,key_pass,pass,short_pass,shot_open_play,final_3rd_pass,minute,shot_6_yard_box,dispossessed,clearance,long_pass,cross,shot_fast_break,tackle,result
0,0,1684.5802002,2044.16662598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
0,0,1684.5802002,2044.16662598,0,0,0,0,-11,-11,0,1,1,0,1,0,0,0,0,0,L
0,0,1684.5802002,2044.16662598,0,0,0,0,-16,-15,0,-2,2,0,0,2,-1,-1,0,0,L
0,0,1684.5802002,2044.16662598,0,0,0,0,-29,-27,0,-5,3,0,-1,2,-3,-1,0,1,L
0,0,1684.5802002,2044.16662598,0,0,0,0,-38,-36,0,-7,4,0,-1,2,-2,-1,0,1,L
0,0,1684.5802002,2044.16662598,0,0,0,0,-40,-39,0,-8,5,0,0,2,-2,-1,0,0,L
0,0,1684.5802002,2044.16662598,0,0,0,0,-34,-32,0,-3,6,0,0,2,-2,-1,0,0,L
0,0,1684.5802002,2044.16662598,0,0,0,0,-34,-32,0,-3,7,0,0,2,-2,-1,0,0,L
0,0,1684.5802002,2044.16662598,-1,0,0,-1,-36,-34,-1,-9,8,0,0,6,-2,-3,0,0,L
0,0,1684.5802002,2044.16662598,-1,0,0,-1,-29,-27,-1,-9,9,0,0,6,-2,-3,0,0,L
0,0,1684.5802002,2044.16662598,-1,0,0,-1,-21,-21,-1,-3,10,0,1,6,-1,-3,0,0,L
0,0,1684.5802002,2044.16662598,-1,0,0,-1,-37,-35,-1,-6,11,0,1,6,-3,-4,0,0,L
0,0,1684.5802002,2044.16662598,-1,0,0,-1,-46,-44,-1,-9,12,0,1,7,-3,-5,0,0,L
1,0,1684.5802002,2044.16662598,0,0,1,0,-43,-41,0,-10,13,0,1,7,-3,-5,0,0,L
1,0,1684.5802002,2044.16662598,0,0,1,0,-48,-46,0,-10,14,0,1,7,-3,-5,0,0,L
1,0,1684.5802002,2044.16662598,0,0,1,0,-60,-58,0,-13,15,0,0,7,-3,-5,0,1,L
1,0,1684.5802002,2044.16662598,0,0,1,0,-55,-54,0,-12,16,0,-1,7,-1,-5,0,2,L
1,0,1684.5802002,2044.16662598,0,0,1,0,-63,-62,0,-16,17,0,-1,9,-1,-6,0,2,L
1,0,1684.5802002,2044.16662598,-2,0,1,0,-62,-61,0,-17,18,0,-1,9,-1,-6,0,2,L
1,0,1684.5802002,2044.16662598,-2,0,1,0,-64,-63,0,-20,19,0,-1,9,-1,-6,0,1,L
1,0,1684.5802002,2044.16662598,-3,0,1,-1,-72,-72,-1,-30,20,0,-1,9,0,-6,0,1,L
1,0,1684.5802002,2044.16662598,-3,0,1,-1,-72,-73,-1,-27,21,0,-1,8,2,-6,0,1,L
1,0,1684.5802002,2044.16662598,-3,0,1,-1,-78,-77,-1,-32,22,0,-1,8,1,-6,0,1,L
1,0,1684.5802002,2044.16662598,-3,0,1,-1,-83,-82,-1,-35,23,0,0,8,2,-6,0,1,L
1,0,1684.5802002,2044.16662598,-4,0,1,-2,-92,-91,-2,-40,24,0,0,11,2,-7,0,1,L
1,0,1684.5802002,2044.16662598,-4,0,1,-2,-109,-108,-2,-51,25,0,0,11,2,-7,0,2,L
1,0,1684.5802002,2044.16662598,-4,0,1,-2,-113,-113,-2,-53,26,0,0,11,3,-8,0,1,L
1,1,1684.5802002,2044.16662598,-5,0,0,-3,-116,-116,-3,-55,27,0,0,11,3,-8,0,1,L
1,1,1684.5802002,2044.16662598,-5,0,0,-3,-118,-119,-3,-56,28,0,0,11,4,-8,0,1,L
1,1,1684.5802002,2044.16662598,-7,0,-1,-4,-127,-128,-5,-57,29,0,0,11,6,-9,0,1,L
1,1,1684.5802002,2044.16662598,-8,0,-2,-5,-136,-137,-6,-66,30,0,0,11,6,-10,0,1,L
1,1,1684.5802002,2044.16662598,-8,0,-2,-5,-141,-141,-6,-68,31,0,0,11,6,-11,0,1,L
1,1,1684.5802002,2044.16662598,-8,0,-2,-5,-144,-144,-6,-74,32,0,0,14,6,-14,0,1,L
1,1,1684.5802002,2044.16662598,-8,0,-2,-5,-154,-155,-6,-78,33,0,0,15,7,-15,0,1,L
1,1,1684.5802002,2044.16662598,-8,0,-2,-5,-159,-160,-6,-84,34,0,0,16,7,-16,0,1,L
1,1,1684.5802002,2044.16662598,-9,0,-3,-6,-167,-168,-7,-87,35,0,0,16,8,-17,0,1,L
1,1,1684.5802002,2044.16662598,-9,0,-3,-6,-175,-175,-7,-91,36,0,0,17,7,-18,0,1,L
1,1,1684.5802002,2044.16662598,-10,0,-3,-7,-169,-169,-8,-92,37,0,0,17,7,-18,0,1,L
1,1,1684.5802002,2044.16662598,-10,0,-3,-7,-168,-168,-8,-91,38,0,0,17,8,-18,0,1,L
1,1,1684.5802002,2044.16662598,-10,0,-3,-7,-173,-174,-8,-93,39,0,0,17,10,-18,0,1,L
1,1,1684.5802002,2044.16662598,-10,0,-3,-7,-182,-182,-8,-95,40,0,-1,17,9,-19,0,2,L
1,1,1684.5802002,2044.16662598,-10,0,-3,-7,-189,-189,-8,-99,41,0,-1,17,11,-19,0,2,L
1,1,1684.5802002,2044.16662598,-10,0,-3,-7,-196,-196,-8,-109,42,0,-1,20,11,-21,0,2,L
1,1,1684.5802002,2044.16662598,-10,0,-3,-7,-202,-202,-8,-108,43,0,-1,20,13,-21,0,2,L
1,1,1684.5802002,2044.16662598,-10,0,-3,-7,-216,-215,-8,-115,44,0,-1,20,12,-22,0,2,L
1,1,1684.5802002,2044.16662598,-10,0,-3,-7,-213,-213,-8,-118,45,0,-1,20,13,-22,0,2,L
1,1,1684.5802002,2044.16662598,-10,0,-3,-7,-213,-213,-8,-118,46,0,-1,20,13,-22,0,2,L
1,1,1684.5802002,2044.16662598,-11,0,-4,-8,-219,-219,-9,-125,47,0,0,21,13,-22,0,1,L
