minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,final_3rd_pass,key_pass,corner,big_chance,shot,red,result
0,1,1705.19946289,1816.62255859,0,0,0,0,0,0,0,0,0,L
1,1,1705.19946289,1816.62255859,0,0,-12,-1,0,0,0,0,0,L
2,1,1705.19946289,1816.62255859,0,0,-27,-6,0,0,0,0,0,L
3,1,1705.19946289,1816.62255859,0,1,-30,-9,-1,0,0,-1,0,L
4,1,1705.19946289,1816.62255859,0,1,-31,-6,-1,0,0,-1,0,L
5,1,1705.19946289,1816.62255859,0,1,-47,-8,-1,0,0,-1,0,L
6,1,1705.19946289,1816.62255859,0,1,-47,-9,-1,0,0,-1,0,L
7,1,1705.19946289,1816.62255859,0,1,-44,-6,-1,0,0,-1,0,L
8,1,1705.19946289,1816.62255859,0,1,-46,-4,-1,0,0,-1,0,L
9,1,1705.19946289,1816.62255859,0,1,-47,-5,-1,0,0,-1,0,L
10,1,1705.19946289,1816.62255859,0,1,-49,-4,0,0,0,0,0,L
11,1,1705.19946289,1816.62255859,0,1,-59,-11,0,0,0,0,0,L
12,1,1705.19946289,1816.62255859,0,1,-71,-11,0,0,0,0,0,L
13,1,1705.19946289,1816.62255859,0,1,-72,-13,-1,-1,0,-1,0,L
14,1,1705.19946289,1816.62255859,0,1,-61,-10,-1,-1,0,-1,0,L
15,1,1705.19946289,1816.62255859,0,1,-44,-9,-1,-1,0,-1,0,L
16,1,1705.19946289,1816.62255859,0,1,-55,-8,-1,-1,0,-1,0,L
17,1,1705.19946289,1816.62255859,0,1,-49,-8,-1,-1,0,-1,0,L
18,1,1705.19946289,1816.62255859,0,1,-60,-8,-1,-1,0,-1,0,L
19,1,1705.19946289,1816.62255859,0,1,-47,0,-1,-1,0,-1,0,L
20,1,1705.19946289,1816.62255859,0,1,-48,1,-1,-1,0,-1,0,L
21,1,1705.19946289,1816.62255859,0,1,-54,-6,-1,-1,0,-1,0,L
22,1,1705.19946289,1816.62255859,0,1,-54,-8,-1,-1,0,-1,0,L
23,1,1705.19946289,1816.62255859,0,1,-38,-7,-1,-1,0,-1,0,L
24,1,1705.19946289,1816.62255859,0,1,-40,-4,-1,-1,0,-1,0,L
25,1,1705.19946289,1816.62255859,0,1,-40,-3,-1,-1,0,0,0,L
26,1,1705.19946289,1816.62255859,0,1,-37,-1,-1,-1,0,0,0,L
