ht_goal,at_goal,ht_elo,at_elo,shot,big_chance,shot_penalty_box,key_pass,pass,short_pass,shot_open_play,final_3rd_pass,minute,shot_6_yard_box,dispossessed,clearance,long_pass,cross,shot_fast_break,tackle,result
0,0,1692.92578125,1877.94006348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
0,0,1692.92578125,1877.94006348,0,0,0,0,-5,-4,0,2,1,0,0,0,-2,0,0,0,L
0,0,1692.92578125,1877.94006348,0,0,0,0,-9,-8,0,3,2,0,0,0,-2,0,0,0,L
0,0,1692.92578125,1877.94006348,0,0,0,0,-10,-9,0,2,3,0,0,0,-2,0,0,0,L
0,0,1692.92578125,1877.94006348,-1,-1,0,-1,-20,-19,0,1,4,-1,0,1,-1,-1,0,0,L
0,0,1692.92578125,1877.94006348,0,-1,1,0,-17,-15,1,5,5,-1,0,1,-1,0,0,0,L
0,0,1692.92578125,1877.94006348,0,-1,1,0,-22,-19,1,-1,6,-1,0,2,-3,-1,0,1,L
0,0,1692.92578125,1877.94006348,-1,-1,0,-1,-23,-21,0,-2,7,-1,1,2,-2,-1,0,1,L
0,0,1692.92578125,1877.94006348,-1,-1,0,-1,-32,-29,0,-5,8,-1,1,3,-3,-1,0,1,L
0,0,1692.92578125,1877.94006348,1,0,2,0,-25,-22,2,-3,9,-1,1,3,-4,-1,0,1,L
0,0,1692.92578125,1877.94006348,0,0,1,-1,-31,-28,1,-5,10,-1,1,3,-3,-2,0,1,L
0,0,1692.92578125,1877.94006348,0,0,1,-1,-27,-25,1,-8,11,-1,2,4,-2,-3,0,0,L
0,0,1692.92578125,1877.94006348,0,0,1,-1,-30,-28,1,-8,12,-1,1,4,-2,-3,0,0,L
0,0,1692.92578125,1877.94006348,0,0,1,-1,-21,-21,1,-3,13,-1,1,4,-1,-2,0,0,L
0,0,1692.92578125,1877.94006348,0,0,1,-1,-28,-27,1,-5,14,-1,1,4,-1,-3,0,0,L
0,0,1692.92578125,1877.94006348,0,0,1,-1,-27,-27,1,-4,15,-1,1,3,0,-3,0,0,L
0,0,1692.92578125,1877.94006348,0,0,1,-1,-16,-16,1,-3,16,-1,1,3,1,-3,0,0,L
0,0,1692.92578125,1877.94006348,0,0,1,-1,-26,-26,1,-2,17,-1,1,3,1,-3,0,0,L
0,0,1692.92578125,1877.94006348,0,0,1,-1,-32,-31,1,-8,18,-1,1,3,1,-4,0,0,L
0,0,1692.92578125,1877.94006348,0,0,1,-1,-30,-29,1,-3,19,-1,1,3,1,-3,0,0,L
0,0,1692.92578125,1877.94006348,0,0,1,-1,-26,-25,1,2,20,-1,1,1,1,-2,0,0,L
0,0,1692.92578125,1877.94006348,2,0,1,1,-26,-25,1,4,21,1,1,1,1,0,0,0,L
0,0,1692.92578125,1877.94006348,2,0,1,1,-26,-25,1,4,22,1,1,1,1,0,0,0,L
0,0,1692.92578125,1877.94006348,2,0,1,1,-38,-36,1,5,23,1,1,1,0,1,0,0,L
