ht_goal,at_goal,ht_elo,at_elo,shot,big_chance,shot_penalty_box,key_pass,pass,short_pass,shot_open_play,final_3rd_pass,minute,shot_6_yard_box,dispossessed,clearance,long_pass,cross,shot_fast_break,tackle,result
0,0,1728.63049316,1917.16149902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
0,0,1728.63049316,1917.16149902,0,0,0,0,-17,-16,0,-1,1,0,0,0,-2,0,0,0,L
0,0,1728.63049316,1917.16149902,0,0,0,0,-22,-20,0,-1,2,0,0,0,-3,0,0,0,L
0,0,1728.63049316,1917.16149902,-1,-1,-1,-1,-32,-29,0,-9,3,0,0,0,-4,-1,0,0,L
0,0,1728.63049316,1917.16149902,-1,-1,-1,-1,-35,-32,0,-9,4,0,0,0,-4,-1,0,0,L
0,0,1728.63049316,1917.16149902,-1,-1,-1,-1,-48,-45,0,-8,5,0,1,0,-3,-1,0,0,L
0,0,1728.63049316,1917.16149902,-1,-1,-1,-1,-58,-54,0,-11,6,0,0,0,-5,-1,0,0,L
0,0,1728.63049316,1917.16149902,-1,-1,-1,-1,-77,-73,0,-11,7,0,0,0,-5,-1,0,0,L
0,0,1728.63049316,1917.16149902,-1,-1,-1,-1,-83,-78,0,-16,8,0,-1,2,-6,-3,0,0,L
0,0,1728.63049316,1917.16149902,-1,-1,-1,-1,-80,-75,0,-16,9,0,-1,2,-6,-4,0,0,L
0,0,1728.63049316,1917.16149902,-1,-1,-1,-1,-82,-78,0,-15,10,0,-1,2,-5,-4,0,0,L
0,0,1728.63049316,1917.16149902,-1,-1,-1,-1,-87,-82,0,-15,11,0,-1,2,-7,-4,0,0,L
0,0,1728.63049316,1917.16149902,0,-1,-1,-1,-87,-83,0,-12,12,0,-1,0,-6,-2,0,0,L
0,0,1728.63049316,1917.16149902,0,-1,-1,-1,-87,-83,0,-10,13,0,-1,-1,-6,-1,0,0,L
0,0,1728.63049316,1917.16149902,0,-1,-1,-1,-98,-94,0,-9,14,0,-1,-1,-5,-1,0,0,L
0,0,1728.63049316,1917.16149902,0,-1,-1,-1,-102,-98,0,-11,15,0,-1,-1,-7,-1,0,0,L
