minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,final_3rd_pass,key_pass,corner,big_chance,shot,red,result
0,1,1790.0411377,1549.78735352,0,0,0,0,0,0,0,0,0,W
1,1,1790.0411377,1549.78735352,0,0,10,2,0,0,0,0,0,W
2,1,1790.0411377,1549.78735352,0,0,18,10,0,0,0,0,0,W
3,1,1790.0411377,1549.78735352,0,0,34,21,1,0,0,1,0,W
4,1,1790.0411377,1549.78735352,0,0,36,20,1,0,0,1,0,W
5,1,1790.0411377,1549.78735352,0,0,35,21,1,0,0,1,0,W
6,1,1790.0411377,1549.78735352,0,0,44,23,1,0,0,1,0,W
7,1,1790.0411377,1549.78735352,0,0,47,25,1,0,0,1,0,W
8,1,1790.0411377,1549.78735352,0,0,44,29,2,0,0,2,0,W
9,1,1790.0411377,1549.78735352,0,0,49,34,2,0,0,2,0,W
10,1,1790.0411377,1549.78735352,0,0,62,43,3,1,1,3,0,W
11,1,1790.0411377,1549.78735352,0,0,66,47,4,2,1,4,0,W
12,1,1790.0411377,1549.78735352,0,0,54,40,2,2,0,2,0,W
13,1,1790.0411377,1549.78735352,1,0,52,36,3,2,0,3,0,W
14,1,1790.0411377,1549.78735352,1,0,51,35,3,2,0,3,0,W
15,1,1790.0411377,1549.78735352,1,0,48,32,2,2,0,3,0,W
16,1,1790.0411377,1549.78735352,1,0,39,32,1,2,-1,0,0,W
17,1,1790.0411377,1549.78735352,1,0,44,36,1,2,-1,0,0,W
18,1,1790.0411377,1549.78735352,1,0,51,37,1,2,-1,0,0,W
19,1,1790.0411377,1549.78735352,1,0,52,39,1,2,-1,0,0,W
20,1,1790.0411377,1549.78735352,1,0,58,46,1,3,-1,0,0,W
21,1,1790.0411377,1549.78735352,1,0,63,53,1,4,-1,0,0,W
22,1,1790.0411377,1549.78735352,1,0,73,52,1,4,-1,0,0,W
23,1,1790.0411377,1549.78735352,1,0,68,51,1,4,-1,0,0,W
24,1,1790.0411377,1549.78735352,1,0,73,54,1,4,-1,0,0,W
25,1,1790.0411377,1549.78735352,1,0,74,56,1,4,-1,0,0,W
26,1,1790.0411377,1549.78735352,1,0,77,60,2,4,0,1,0,W
27,1,1790.0411377,1549.78735352,1,0,77,60,2,4,0,1,0,W
28,1,1790.0411377,1549.78735352,1,0,75,60,2,4,0,1,0,W
29,1,1790.0411377,1549.78735352,1,0,82,63,2,4,0,1,0,W
30,1,1790.0411377,1549.78735352,1,0,77,63,2,4,0,1,0,W
31,1,1790.0411377,1549.78735352,1,0,84,65,2,4,0,1,0,W
32,1,1790.0411377,1549.78735352,1,0,80,66,2,4,0,1,0,W
33,1,1790.0411377,1549.78735352,1,0,80,66,2,4,0,1,0,W
34,1,1790.0411377,1549.78735352,1,0,80,66,2,4,0,1,0,W
35,1,1790.0411377,1549.78735352,1,0,80,66,2,4,0,1,0,W
36,1,1790.0411377,1549.78735352,1,0,80,66,2,4,0,1,0,W
37,1,1790.0411377,1549.78735352,1,0,80,66,2,4,0,1,0,W
38,1,1790.0411377,1549.78735352,1,0,80,67,2,4,0,1,0,W
39,1,1790.0411377,1549.78735352,1,0,79,67,2,4,0,1,0,W
40,1,1790.0411377,1549.78735352,1,0,79,67,2,4,0,1,0,W
41,1,1790.0411377,1549.78735352,1,0,97,75,2,4,0,1,0,W
42,1,1790.0411377,1549.78735352,2,0,98,76,3,4,1,2,0,W
43,1,1790.0411377,1549.78735352,2,0,95,76,3,4,1,2,0,W
44,1,1790.0411377,1549.78735352,2,0,94,78,3,4,1,2,0,W
45,1,1790.0411377,1549.78735352,2,0,87,74,3,4,1,2,0,W
46,1,1790.0411377,1549.78735352,2,0,77,70,3,4,1,2,0,W
47,1,1790.0411377,1549.78735352,2,0,63,57,3,4,1,2,0,W
48,1,1790.0411377,1549.78735352,2,0,65,61,3,4,1,2,0,W
49,1,1790.0411377,1549.78735352,2,0,53,60,3,4,1,2,0,W
50,1,1790.0411377,1549.78735352,2,0,47,55,2,4,1,1,0,W
51,1,1790.0411377,1549.78735352,2,0,60,55,2,4,1,1,0,W
52,1,1790.0411377,1549.78735352,2,0,62,57,3,4,1,2,0,W
45,2,1790.0411377,1549.78735352,2,0,62,57,3,4,1,2,0,W
46,2,1790.0411377,1549.78735352,2,0,68,57,3,4,1,2,0,W
47,2,1790.0411377,1549.78735352,2,0,61,57,3,4,1,2,0,W
48,2,1790.0411377,1549.78735352,2,0,56,49,3,4,1,2,0,W
49,2,1790.0411377,1549.78735352,2,0,46,44,3,4,1,2,0,W
50,2,1790.0411377,1549.78735352,2,0,45,43,2,3,1,1,0,W
51,2,1790.0411377,1549.78735352,2,0,41,41,2,3,1,1,0,W
52,2,1790.0411377,1549.78735352,2,0,27,36,2,3,1,1,0,W
53,2,1790.0411377,1549.78735352,2,0,25,32,3,3,1,2,0,W
54,2,1790.0411377,1549.78735352,2,0,18,22,3,3,1,2,0,W
55,2,1790.0411377,1549.78735352,2,0,8,16,3,3,1,2,0,W
56,2,1790.0411377,1549.78735352,2,0,5,13,3,3,1,2,0,W
57,2,1790.0411377,1549.78735352,2,0,5,13,3,3,1,2,0,W
58,2,1790.0411377,1549.78735352,2,0,-13,13,3,3,1,2,0,W
59,2,1790.0411377,1549.78735352,2,0,-16,12,3,3,1,2,0,W
60,2,1790.0411377,1549.78735352,2,0,-22,14,3,3,1,2,0,W
61,2,1790.0411377,1549.78735352,2,0,-28,11,2,3,1,1,0,W
62,2,1790.0411377,1549.78735352,2,0,-27,11,2,3,1,1,0,W
63,2,1790.0411377,1549.78735352,2,0,-29,10,2,3,1,1,0,W
64,2,1790.0411377,1549.78735352,2,0,-31,9,2,3,1,1,0,W
65,2,1790.0411377,1549.78735352,2,0,-29,10,3,3,1,2,0,W
66,2,1790.0411377,1549.78735352,2,0,-25,12,3,3,1,2,0,W
67,2,1790.0411377,1549.78735352,2,0,-18,6,3,3,1,2,0,W
68,2,1790.0411377,1549.78735352,2,0,-21,5,3,3,1,2,0,W
69,2,1790.0411377,1549.78735352,2,0,-16,4,3,3,1,2,0,W
70,2,1790.0411377,1549.78735352,2,0,0,4,3,3,1,2,0,W
71,2,1790.0411377,1549.78735352,2,0,9,11,3,3,1,2,0,W
72,2,1790.0411377,1549.78735352,2,0,4,6,3,3,1,2,0,W
73,2,1790.0411377,1549.78735352,2,0,4,5,3,3,1,2,0,W
74,2,1790.0411377,1549.78735352,2,0,11,5,3,3,1,2,0,W
75,2,1790.0411377,1549.78735352,2,0,12,5,3,3,1,2,0,W
76,2,1790.0411377,1549.78735352,2,0,12,3,3,3,1,2,0,W
77,2,1790.0411377,1549.78735352,2,0,10,-5,3,3,1,1,0,W
78,2,1790.0411377,1549.78735352,2,0,29,-5,3,3,1,0,0,W
79,2,1790.0411377,1549.78735352,2,0,37,-3,4,3,1,1,0,W
80,2,1790.0411377,1549.78735352,2,0,32,-3,4,3,1,1,0,W
81,2,1790.0411377,1549.78735352,2,0,24,-6,4,3,1,1,0,W
82,2,1790.0411377,1549.78735352,2,0,19,-9,4,3,1,1,0,W
83,2,1790.0411377,1549.78735352,2,0,11,-16,4,3,1,1,0,W
84,2,1790.0411377,1549.78735352,2,0,9,-15,5,3,1,2,0,W
85,2,1790.0411377,1549.78735352,2,0,15,-16,5,3,1,2,0,W
86,2,1790.0411377,1549.78735352,2,0,33,-13,5,3,1,2,0,W
87,2,1790.0411377,1549.78735352,2,0,27,-13,5,3,1,2,0,W
88,2,1790.0411377,1549.78735352,2,0,33,-14,4,3,1,1,0,W
89,2,1790.0411377,1549.78735352,2,0,26,-13,4,3,1,1,0,W
90,2,1790.0411377,1549.78735352,2,1,27,-15,3,3,0,0,0,W
91,2,1790.0411377,1549.78735352,2,1,20,-19,3,3,0,0,0,W
92,2,1790.0411377,1549.78735352,2,1,18,-17,3,3,0,0,0,W
93,2,1790.0411377,1549.78735352,2,1,9,-19,3,3,0,0,0,W
94,2,1790.0411377,1549.78735352,2,1,9,-19,3,3,0,0,0,W
95,2,1790.0411377,1549.78735352,2,1,9,-18,3,3,0,0,0,W
96,2,1790.0411377,1549.78735352,3,1,9,-18,3,3,0,1,0,W
