minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,final_3rd_pass,key_pass,corner,big_chance,shot,red,result
0,1,2015.69006348,1787.42565918,0,0,0,0,0,0,0,0,0,W
1,1,2015.69006348,1787.42565918,0,0,13,1,0,0,0,0,0,W
2,1,2015.69006348,1787.42565918,0,0,22,6,0,0,0,0,0,W
3,1,2015.69006348,1787.42565918,0,0,23,9,1,0,0,1,0,W
4,1,2015.69006348,1787.42565918,0,0,11,6,1,0,0,1,0,W
5,1,2015.69006348,1787.42565918,0,0,15,4,1,0,0,1,0,W
6,1,2015.69006348,1787.42565918,0,0,17,5,1,0,0,1,0,W
7,1,2015.69006348,1787.42565918,0,0,12,6,1,0,0,1,0,W
8,1,2015.69006348,1787.42565918,0,0,21,9,1,0,0,1,0,W
9,1,2015.69006348,1787.42565918,0,0,21,11,2,0,0,2,0,W
10,1,2015.69006348,1787.42565918,0,0,18,12,3,1,0,4,0,W
11,1,2015.69006348,1787.42565918,0,0,17,11,3,1,0,4,0,W
12,1,2015.69006348,1787.42565918,0,1,17,10,2,0,0,3,0,W
13,1,2015.69006348,1787.42565918,0,1,14,12,2,0,0,3,0,W
14,1,2015.69006348,1787.42565918,0,1,25,15,2,0,0,3,0,W
15,1,2015.69006348,1787.42565918,0,1,18,14,2,0,0,3,0,W
16,1,2015.69006348,1787.42565918,0,1,18,14,2,0,0,3,0,W
17,1,2015.69006348,1787.42565918,0,1,18,14,2,0,0,3,0,W
18,1,2015.69006348,1787.42565918,1,1,30,19,3,0,1,4,0,W
19,1,2015.69006348,1787.42565918,1,1,30,13,3,0,1,4,0,W
20,1,2015.69006348,1787.42565918,1,1,39,18,3,0,1,4,0,W
21,1,2015.69006348,1787.42565918,1,1,40,18,3,0,1,4,0,W
22,1,2015.69006348,1787.42565918,1,1,42,19,3,0,1,4,0,W
23,1,2015.69006348,1787.42565918,1,1,39,19,3,0,1,4,0,W
24,1,2015.69006348,1787.42565918,2,1,42,24,4,0,1,5,0,W
25,1,2015.69006348,1787.42565918,2,1,42,23,4,0,1,5,0,W
26,1,2015.69006348,1787.42565918,2,1,41,22,4,0,1,5,0,W
27,1,2015.69006348,1787.42565918,2,1,45,20,4,0,1,5,0,W
28,1,2015.69006348,1787.42565918,2,1,45,18,3,-1,1,4,0,W
29,1,2015.69006348,1787.42565918,2,1,45,18,3,-1,1,4,0,W
30,1,2015.69006348,1787.42565918,2,1,43,15,3,-1,1,4,0,W
31,1,2015.69006348,1787.42565918,2,1,55,16,4,-1,1,5,0,W
32,1,2015.69006348,1787.42565918,2,1,55,16,4,-1,1,5,0,W
33,1,2015.69006348,1787.42565918,2,1,59,17,4,-1,1,5,0,W
34,1,2015.69006348,1787.42565918,3,1,59,18,4,0,1,6,0,W
35,1,2015.69006348,1787.42565918,3,1,58,15,4,0,1,6,0,W
36,1,2015.69006348,1787.42565918,3,1,63,13,4,0,1,6,0,W
37,1,2015.69006348,1787.42565918,3,1,60,10,4,0,1,6,0,W
38,1,2015.69006348,1787.42565918,3,1,53,10,4,0,1,6,0,W
39,1,2015.69006348,1787.42565918,3,1,65,13,5,0,1,7,0,W
40,1,2015.69006348,1787.42565918,3,1,56,13,5,0,1,7,0,W
41,1,2015.69006348,1787.42565918,3,1,60,11,5,0,1,7,0,W
42,1,2015.69006348,1787.42565918,3,1,49,10,5,0,1,7,0,W
43,1,2015.69006348,1787.42565918,3,1,49,9,5,0,1,6,0,W
44,1,2015.69006348,1787.42565918,3,1,54,10,5,0,1,6,0,W
45,1,2015.69006348,1787.42565918,3,1,45,10,5,0,1,6,0,W
46,1,2015.69006348,1787.42565918,3,1,49,9,5,0,1,6,0,W
47,1,2015.69006348,1787.42565918,3,1,47,10,5,0,1,6,0,W
48,1,2015.69006348,1787.42565918,3,1,43,5,4,0,1,5,0,W
49,1,2015.69006348,1787.42565918,3,1,48,4,4,0,1,5,0,W
45,2,2015.69006348,1787.42565918,3,1,47,3,4,0,1,5,0,W
46,2,2015.69006348,1787.42565918,3,1,40,1,4,0,1,5,0,W
47,2,2015.69006348,1787.42565918,3,1,46,2,4,0,1,5,0,W
48,2,2015.69006348,1787.42565918,3,1,51,3,4,0,1,5,0,W
49,2,2015.69006348,1787.42565918,3,1,62,12,4,0,1,5,0,W
50,2,2015.69006348,1787.42565918,3,1,58,11,4,0,1,5,0,W
51,2,2015.69006348,1787.42565918,3,1,71,13,5,0,1,6,0,W
52,2,2015.69006348,1787.42565918,3,1,77,17,5,0,1,6,0,W
53,2,2015.69006348,1787.42565918,3,1,78,20,6,2,1,6,0,W
54,2,2015.69006348,1787.42565918,3,1,79,21,7,2,1,8,0,W
55,2,2015.69006348,1787.42565918,3,1,75,26,7,3,1,8,0,W
56,2,2015.69006348,1787.42565918,3,1,79,31,7,3,1,8,0,W
57,2,2015.69006348,1787.42565918,3,1,93,32,8,3,1,9,0,W
58,2,2015.69006348,1787.42565918,3,1,95,35,10,4,1,12,0,W
59,2,2015.69006348,1787.42565918,3,1,94,34,10,4,1,12,0,W
60,2,2015.69006348,1787.42565918,3,1,94,34,10,4,1,11,0,W
61,2,2015.69006348,1787.42565918,3,1,107,40,11,4,1,12,0,W
62,2,2015.69006348,1787.42565918,3,1,109,42,11,4,1,12,0,W
63,2,2015.69006348,1787.42565918,4,1,111,43,12,4,1,12,0,W
64,2,2015.69006348,1787.42565918,4,1,111,42,12,4,1,12,0,W
65,2,2015.69006348,1787.42565918,4,1,122,41,12,4,1,11,0,W
66,2,2015.69006348,1787.42565918,4,1,122,42,13,4,2,12,0,W
67,2,2015.69006348,1787.42565918,4,1,133,52,14,4,2,13,0,W
68,2,2015.69006348,1787.42565918,4,1,133,52,14,4,2,13,0,W
69,2,2015.69006348,1787.42565918,4,1,133,52,14,4,2,13,0,W
70,2,2015.69006348,1787.42565918,5,1,131,55,14,4,2,14,0,W
71,2,2015.69006348,1787.42565918,5,1,123,56,14,4,2,14,0,W
72,2,2015.69006348,1787.42565918,5,1,121,51,14,4,2,14,0,W
73,2,2015.69006348,1787.42565918,5,1,119,46,13,4,2,13,0,W
74,2,2015.69006348,1787.42565918,5,1,135,46,13,4,2,13,0,W
75,2,2015.69006348,1787.42565918,5,1,142,48,13,4,2,13,0,W
76,2,2015.69006348,1787.42565918,5,1,140,48,13,4,2,13,0,W
77,2,2015.69006348,1787.42565918,5,1,139,47,13,4,2,13,0,W
78,2,2015.69006348,1787.42565918,5,1,139,47,13,4,2,13,0,W
79,2,2015.69006348,1787.42565918,5,1,142,46,13,4,2,13,0,W
80,2,2015.69006348,1787.42565918,5,1,137,41,13,4,2,13,0,W
81,2,2015.69006348,1787.42565918,5,1,139,42,13,4,2,13,0,W
82,2,2015.69006348,1787.42565918,5,1,140,45,13,4,2,13,0,W
83,2,2015.69006348,1787.42565918,5,1,149,47,13,4,2,13,0,W
84,2,2015.69006348,1787.42565918,5,1,169,48,13,4,2,13,0,W
85,2,2015.69006348,1787.42565918,5,1,184,51,13,4,2,13,0,W
