ht_goal,at_goal,ht_elo,at_elo,shot,big_chance,shot_penalty_box,key_pass,pass,short_pass,shot_open_play,final_3rd_pass,minute,shot_6_yard_box,dispossessed,clearance,long_pass,cross,shot_fast_break,tackle,result
0,0,1701.29504395,1742.67553711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
0,0,1701.29504395,1742.67553711,0,0,0,0,-20,-21,0,-2,1,0,0,1,0,-1,0,0,D
0,0,1701.29504395,1742.67553711,0,0,0,0,-25,-26,0,-3,2,0,-1,1,1,-1,0,1,D
0,0,1701.29504395,1742.67553711,0,0,0,0,-32,-32,0,-7,3,0,-1,1,0,-1,0,1,D
0,0,1701.29504395,1742.67553711,0,0,0,0,-41,-41,0,-8,4,0,-1,1,0,-2,0,1,D
0,0,1701.29504395,1742.67553711,0,0,0,0,-37,-39,0,-7,5,0,0,1,3,-2,0,0,D
0,0,1701.29504395,1742.67553711,0,0,0,0,-52,-54,0,-13,6,0,0,1,3,-2,0,0,D
0,0,1701.29504395,1742.67553711,0,0,0,0,-62,-64,0,-18,7,0,0,2,4,-2,0,0,D
0,1,1701.29504395,1742.67553711,-1,0,-1,-1,-66,-68,-1,-23,8,0,0,3,4,-3,0,0,D
0,1,1701.29504395,1742.67553711,-2,0,-2,-2,-65,-67,-2,-25,9,0,0,3,4,-3,0,0,D
0,1,1701.29504395,1742.67553711,-2,0,-2,-2,-62,-66,-2,-23,10,0,0,3,6,-3,0,0,D
0,1,1701.29504395,1742.67553711,-1,0,-2,-2,-64,-68,-2,-23,11,0,0,3,6,-3,0,1,D
0,1,1701.29504395,1742.67553711,-1,0,-2,-2,-67,-71,-2,-26,12,0,0,3,7,-3,0,1,D
0,1,1701.29504395,1742.67553711,-1,0,-2,-2,-87,-91,-2,-26,13,0,0,3,6,-3,0,1,D
0,1,1701.29504395,1742.67553711,-1,0,-2,-2,-85,-90,-2,-26,14,0,0,3,7,-3,0,2,D
0,1,1701.29504395,1742.67553711,-1,0,-2,-2,-80,-85,-2,-26,15,0,0,3,7,-3,0,2,D
0,1,1701.29504395,1742.67553711,-1,0,-2,-2,-80,-85,-2,-26,16,0,0,3,7,-3,0,2,D
0,1,1701.29504395,1742.67553711,-1,0,-2,-2,-77,-82,-2,-24,17,0,-2,3,7,-2,0,2,D
0,1,1701.29504395,1742.67553711,-1,0,-2,-2,-75,-80,-2,-21,18,0,-2,3,7,-1,0,2,D
1,1,1701.29504395,1742.67553711,0,0,-2,-1,-75,-80,-2,-20,19,1,-2,3,7,0,0,2,D
1,1,1701.29504395,1742.67553711,-1,0,-2,-2,-76,-81,-1,-19,20,0,-2,2,7,0,-2,2,D
1,1,1701.29504395,1742.67553711,-1,0,-2,-2,-78,-83,-1,-18,21,0,-2,2,7,0,-2,2,D
1,1,1701.29504395,1742.67553711,-1,0,-2,-2,-78,-83,-1,-18,22,0,-2,2,7,0,-2,2,D
