ht_goal,ht_elo,at_goal,at_elo,big_chance,shot,pass,final_3rd_pass,key_pass,result
0,1624.74621582,0,1884.15283203,0,0,0,0,0,D
0,1624.74621582,0,1884.15283203,0,0,0,2,0,D
0,1624.74621582,0,1884.15283203,0,-1,-13,1,-1,D
0,1624.74621582,0,1884.15283203,0,-1,-13,2,-1,D
0,1624.74621582,0,1884.15283203,0,-1,-22,4,-1,D
0,1624.74621582,0,1884.15283203,0,-1,-39,2,-1,D
0,1624.74621582,0,1884.15283203,0,-1,-54,-1,-1,D
0,1624.74621582,0,1884.15283203,0,-2,-65,-3,-2,D
0,1624.74621582,0,1884.15283203,0,-2,-64,0,-2,D
0,1624.74621582,0,1884.15283203,0,-2,-73,-1,-2,D
0,1624.74621582,0,1884.15283203,0,0,-82,-1,-1,D
0,1624.74621582,0,1884.15283203,0,0,-86,-2,-1,D
0,1624.74621582,0,1884.15283203,0,0,-84,-2,-1,D
0,1624.74621582,0,1884.15283203,0,0,-93,-3,-1,D
0,1624.74621582,0,1884.15283203,0,0,-107,-3,-1,D
0,1624.74621582,0,1884.15283203,0,1,-118,-3,0,D
0,1624.74621582,1,1884.15283203,0,0,-122,-5,0,D
0,1624.74621582,1,1884.15283203,0,0,-112,-5,0,D
0,1624.74621582,1,1884.15283203,0,0,-123,-5,0,D
0,1624.74621582,1,1884.15283203,0,0,-127,-6,0,D
0,1624.74621582,1,1884.15283203,0,0,-129,-4,0,D
0,1624.74621582,1,1884.15283203,0,0,-135,-4,0,D
0,1624.74621582,1,1884.15283203,0,-1,-139,-7,0,D
0,1624.74621582,1,1884.15283203,0,-1,-139,-8,0,D
0,1624.74621582,1,1884.15283203,0,-1,-148,-18,0,D
0,1624.74621582,1,1884.15283203,0,-1,-160,-23,0,D
0,1624.74621582,1,1884.15283203,0,-1,-160,-21,0,D
0,1624.74621582,1,1884.15283203,0,-1,-161,-21,0,D
0,1624.74621582,1,1884.15283203,0,-1,-162,-20,0,D
0,1624.74621582,1,1884.15283203,0,-1,-167,-19,0,D
0,1624.74621582,1,1884.15283203,0,-1,-183,-22,0,D
0,1624.74621582,1,1884.15283203,0,-1,-186,-22,0,D
0,1624.74621582,1,1884.15283203,0,-1,-190,-23,0,D
0,1624.74621582,1,1884.15283203,0,-1,-205,-24,0,D
0,1624.74621582,1,1884.15283203,0,-1,-222,-30,0,D
