ht_goal,ht_elo,at_goal,at_elo,big_chance,shot,pass,final_3rd_pass,key_pass,result
0,1804.70678711,0,1758.22399902,0,0,0,0,0,L
0,1804.70678711,0,1758.22399902,0,0,7,3,0,L
0,1804.70678711,0,1758.22399902,0,1,11,8,1,L
0,1804.70678711,0,1758.22399902,0,1,9,4,1,L
0,1804.70678711,0,1758.22399902,0,1,11,5,1,L
0,1804.70678711,0,1758.22399902,0,2,12,9,2,L
0,1804.70678711,0,1758.22399902,0,3,13,13,2,L
0,1804.70678711,0,1758.22399902,0,3,14,12,2,L
0,1804.70678711,0,1758.22399902,0,3,16,12,2,L
0,1804.70678711,0,1758.22399902,0,4,18,17,3,L
0,1804.70678711,0,1758.22399902,0,4,18,17,3,L
0,1804.70678711,0,1758.22399902,0,4,19,16,3,L
0,1804.70678711,0,1758.22399902,0,4,25,19,3,L
0,1804.70678711,0,1758.22399902,0,4,19,7,3,L
0,1804.70678711,0,1758.22399902,0,4,13,8,3,L
0,1804.70678711,0,1758.22399902,0,4,13,7,3,L
0,1804.70678711,0,1758.22399902,0,4,11,4,3,L
0,1804.70678711,0,1758.22399902,0,4,11,4,3,L
1,1804.70678711,0,1758.22399902,0,4,21,10,3,L
1,1804.70678711,0,1758.22399902,0,4,28,10,3,L
1,1804.70678711,0,1758.22399902,0,3,22,8,2,L
1,1804.70678711,0,1758.22399902,0,3,38,16,2,L
1,1804.70678711,0,1758.22399902,0,3,28,10,2,L
1,1804.70678711,0,1758.22399902,0,3,24,11,2,L
1,1804.70678711,0,1758.22399902,0,3,26,11,2,L
1,1804.70678711,0,1758.22399902,0,3,26,11,2,L
1,1804.70678711,0,1758.22399902,0,3,21,9,2,L
1,1804.70678711,0,1758.22399902,0,3,19,8,2,L
1,1804.70678711,0,1758.22399902,0,3,23,15,2,L
1,1804.70678711,0,1758.22399902,0,3,16,9,2,L
1,1804.70678711,1,1758.22399902,-1,2,16,8,1,L
1,1804.70678711,1,1758.22399902,-1,1,14,9,0,L
