minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,final_3rd_pass,key_pass,corner,big_chance,shot,red,result
0,1,1771.72058105,1707.73999023,0,0,0,0,0,0,0,0,0,W
1,1,1771.72058105,1707.73999023,0,0,-5,-6,0,0,0,0,0,W
2,1,1771.72058105,1707.73999023,0,0,-5,-5,0,0,0,0,0,W
3,1,1771.72058105,1707.73999023,0,0,-3,1,0,0,0,0,0,W
4,1,1771.72058105,1707.73999023,0,0,17,8,0,0,0,0,0,W
5,1,1771.72058105,1707.73999023,0,0,21,11,0,0,0,0,0,W
6,1,1771.72058105,1707.73999023,0,0,25,19,1,1,0,1,0,W
7,1,1771.72058105,1707.73999023,0,0,29,23,1,2,0,1,0,W
8,1,1771.72058105,1707.73999023,0,0,32,26,2,3,0,2,0,W
9,1,1771.72058105,1707.73999023,0,0,36,26,2,3,0,2,0,W
10,1,1771.72058105,1707.73999023,0,0,43,24,2,3,0,2,0,W
11,1,1771.72058105,1707.73999023,0,0,27,23,2,3,0,2,0,W
12,1,1771.72058105,1707.73999023,0,0,32,22,1,3,0,1,0,W
13,1,1771.72058105,1707.73999023,0,0,41,22,1,3,0,1,0,W
14,1,1771.72058105,1707.73999023,0,0,43,24,1,3,0,1,0,W
15,1,1771.72058105,1707.73999023,0,0,48,27,2,3,0,1,0,W
16,1,1771.72058105,1707.73999023,0,0,45,29,2,3,0,2,0,W
17,1,1771.72058105,1707.73999023,0,0,45,29,2,3,0,2,0,W
18,1,1771.72058105,1707.73999023,0,0,41,27,2,4,0,2,0,W
19,1,1771.72058105,1707.73999023,0,0,34,22,2,4,0,3,0,W
20,1,1771.72058105,1707.73999023,0,0,29,21,2,4,0,3,0,W
21,1,1771.72058105,1707.73999023,0,0,21,19,2,4,0,3,0,W
22,1,1771.72058105,1707.73999023,0,0,19,19,2,3,0,2,0,W
23,1,1771.72058105,1707.73999023,1,0,19,19,2,3,0,3,0,W
24,1,1771.72058105,1707.73999023,1,0,19,19,2,3,0,3,0,W
25,1,1771.72058105,1707.73999023,1,0,22,23,2,3,0,3,0,W
26,1,1771.72058105,1707.73999023,1,0,32,30,2,3,0,3,0,W
27,1,1771.72058105,1707.73999023,1,0,40,32,2,3,0,3,0,W
28,1,1771.72058105,1707.73999023,1,0,45,32,1,3,0,2,0,W
