ht_goal,at_goal,ht_elo,at_elo,shot,big_chance,shot_penalty_box,key_pass,pass,short_pass,shot_open_play,final_3rd_pass,minute,shot_6_yard_box,dispossessed,clearance,long_pass,cross,shot_fast_break,tackle,result
0,0,1712.35192871,1893.81140137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
0,0,1712.35192871,1893.81140137,0,0,0,0,-5,-5,0,2,1,0,0,0,0,0,0,0,L
0,0,1712.35192871,1893.81140137,0,0,0,0,-6,-6,0,5,2,0,0,-1,0,0,0,0,L
0,0,1712.35192871,1893.81140137,0,0,0,0,0,0,0,7,3,0,-1,-1,0,0,0,1,L
0,0,1712.35192871,1893.81140137,1,0,1,1,8,8,0,16,4,0,-1,-4,0,2,0,1,L
0,0,1712.35192871,1893.81140137,2,0,2,1,0,-1,0,17,5,0,-2,-4,0,2,0,1,L
0,0,1712.35192871,1893.81140137,2,0,2,1,11,9,0,19,6,0,-3,-4,2,2,0,2,L
0,0,1712.35192871,1893.81140137,2,0,2,1,19,17,0,26,7,0,-3,-4,2,3,0,2,L
0,0,1712.35192871,1893.81140137,2,0,2,1,21,20,0,26,8,0,-3,-4,2,3,0,2,L
0,0,1712.35192871,1893.81140137,2,0,2,1,14,14,0,21,9,0,-3,-3,0,3,0,2,L
0,1,1712.35192871,1893.81140137,1,0,2,1,15,15,-1,21,10,-1,-3,-3,1,3,0,2,L
0,1,1712.35192871,1893.81140137,1,0,2,1,17,16,-1,22,11,-1,-3,-3,2,3,0,2,L
0,1,1712.35192871,1893.81140137,1,0,2,1,17,16,-1,22,12,-1,-3,-3,2,3,0,2,L
0,1,1712.35192871,1893.81140137,1,0,2,1,6,7,-1,20,13,-1,-3,-3,0,3,0,2,L
0,1,1712.35192871,1893.81140137,1,0,2,1,-3,-1,-1,20,14,-1,-3,-3,-3,3,0,2,L
0,1,1712.35192871,1893.81140137,1,0,2,1,-8,-6,-1,20,15,-1,-3,-3,-1,3,0,2,L
0,1,1712.35192871,1893.81140137,1,0,2,1,-26,-23,-1,18,16,-1,-3,-3,-2,3,0,2,L
0,1,1712.35192871,1893.81140137,0,0,1,0,-29,-26,-2,17,17,-1,-3,-2,-2,1,0,2,L
0,1,1712.35192871,1893.81140137,0,0,1,0,-50,-45,-2,10,18,-1,-3,-2,-4,1,0,2,L
0,1,1712.35192871,1893.81140137,0,0,1,0,-47,-43,-2,10,19,-1,-2,-2,-3,1,0,1,L
0,1,1712.35192871,1893.81140137,1,0,2,1,-48,-44,-2,14,20,-1,-2,-4,-2,2,0,1,L
0,1,1712.35192871,1893.81140137,1,0,2,1,-52,-48,-2,12,21,-1,-2,-4,-2,2,0,1,L
0,1,1712.35192871,1893.81140137,1,0,2,1,-65,-60,-2,10,22,-1,-2,-4,-3,2,0,1,L
0,1,1712.35192871,1893.81140137,1,0,2,1,-65,-60,-2,8,23,-1,-1,-4,-3,2,0,1,L
0,1,1712.35192871,1893.81140137,1,0,2,1,-62,-58,-2,13,24,-1,-1,-6,-2,4,0,1,L
0,1,1712.35192871,1893.81140137,3,0,3,1,-58,-55,0,19,25,-1,-1,-7,-1,5,0,1,L
0,1,1712.35192871,1893.81140137,1,0,1,0,-60,-57,0,20,26,-1,-1,-8,-1,6,-2,1,L
0,1,1712.35192871,1893.81140137,-1,0,0,-1,-57,-55,0,20,27,-1,-1,-7,0,6,-2,1,L
0,1,1712.35192871,1893.81140137,-1,0,0,-1,-61,-57,0,20,28,-1,-1,-7,-2,6,-2,1,L
0,1,1712.35192871,1893.81140137,-1,0,0,-1,-74,-69,0,13,29,-1,-1,-4,-3,5,-2,1,L
0,1,1712.35192871,1893.81140137,-1,0,0,-1,-74,-69,0,13,30,-1,-1,-4,-3,5,-2,1,L
0,1,1712.35192871,1893.81140137,-1,0,0,-1,-91,-86,0,11,31,-1,-1,-4,-3,5,-2,1,L
0,1,1712.35192871,1893.81140137,0,0,0,-1,-90,-85,0,14,32,-1,-1,-5,-3,6,-2,1,L
0,1,1712.35192871,1893.81140137,0,0,0,-1,-111,-105,0,14,33,-1,-1,-5,-4,6,-2,1,L
0,1,1712.35192871,1893.81140137,0,0,0,-1,-129,-123,0,11,34,-1,-1,-5,-4,6,-2,1,L
0,1,1712.35192871,1893.81140137,0,0,0,-1,-130,-124,0,12,35,-1,-2,-5,-3,6,-2,2,L
0,1,1712.35192871,1893.81140137,0,0,0,-1,-129,-123,0,12,36,-1,-1,-5,-3,6,-2,2,L
0,1,1712.35192871,1893.81140137,-1,0,-1,-2,-127,-120,-1,9,37,-1,-1,-3,-4,6,-2,2,L
0,1,1712.35192871,1893.81140137,-2,0,-1,-3,-138,-131,-2,6,38,-1,-1,-3,-4,6,-2,2,L
0,1,1712.35192871,1893.81140137,-2,0,-1,-3,-138,-131,-2,8,39,-1,-1,-4,-3,7,-2,2,L
