minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,final_3rd_pass,key_pass,corner,big_chance,shot,red,result
0,1,1872.55065918,1831.30249023,0,0,0,0,0,0,0,0,0,W
1,1,1872.55065918,1831.30249023,0,0,17,0,0,0,0,0,0,W
2,1,1872.55065918,1831.30249023,0,0,28,1,0,0,0,0,0,W
3,1,1872.55065918,1831.30249023,0,0,33,4,0,0,0,0,0,W
4,1,1872.55065918,1831.30249023,0,0,50,13,0,0,0,0,0,W
5,1,1872.55065918,1831.30249023,0,0,53,18,0,0,0,0,0,W
6,1,1872.55065918,1831.30249023,0,0,66,29,0,0,0,0,0,W
7,1,1872.55065918,1831.30249023,0,0,66,30,0,1,0,0,0,W
8,1,1872.55065918,1831.30249023,0,0,71,36,1,1,0,1,0,W
9,1,1872.55065918,1831.30249023,0,0,70,36,1,1,0,1,0,W
10,1,1872.55065918,1831.30249023,0,0,74,41,1,1,0,1,0,W
11,1,1872.55065918,1831.30249023,0,0,65,38,0,1,0,0,0,W
12,1,1872.55065918,1831.30249023,0,0,60,29,0,1,0,0,0,W
13,1,1872.55065918,1831.30249023,0,0,52,21,-1,1,0,-1,0,W
14,1,1872.55065918,1831.30249023,0,0,48,21,-1,1,0,-1,0,W
15,1,1872.55065918,1831.30249023,0,0,59,29,0,1,0,0,0,W
16,1,1872.55065918,1831.30249023,0,0,52,30,1,1,0,2,0,W
17,1,1872.55065918,1831.30249023,0,0,66,41,2,1,0,3,0,W
18,1,1872.55065918,1831.30249023,0,0,78,44,3,1,0,4,0,W
19,1,1872.55065918,1831.30249023,0,0,86,47,3,1,0,4,0,W
20,1,1872.55065918,1831.30249023,0,0,90,53,5,2,1,7,0,W
21,1,1872.55065918,1831.30249023,0,0,90,53,5,2,1,7,0,W
22,1,1872.55065918,1831.30249023,0,0,96,53,5,2,1,7,0,W
23,1,1872.55065918,1831.30249023,0,0,85,52,5,2,1,7,0,W
24,1,1872.55065918,1831.30249023,0,0,76,46,5,2,1,7,0,W
25,1,1872.55065918,1831.30249023,0,0,79,45,5,2,1,7,0,W
26,1,1872.55065918,1831.30249023,0,0,82,54,5,2,1,7,0,W
27,1,1872.55065918,1831.30249023,0,0,89,57,5,2,1,7,0,W
28,1,1872.55065918,1831.30249023,0,0,102,63,5,2,1,7,0,W
29,1,1872.55065918,1831.30249023,0,0,103,66,5,3,1,7,0,W
30,1,1872.55065918,1831.30249023,0,0,103,65,5,3,1,7,0,W
31,1,1872.55065918,1831.30249023,0,0,86,54,5,3,1,7,0,W
32,1,1872.55065918,1831.30249023,0,0,89,50,5,3,1,7,0,W
33,1,1872.55065918,1831.30249023,0,0,90,51,5,3,1,8,0,W
34,1,1872.55065918,1831.30249023,0,0,78,38,5,3,1,8,0,W
35,1,1872.55065918,1831.30249023,0,0,76,39,6,3,1,9,0,W
36,1,1872.55065918,1831.30249023,0,0,86,51,6,3,1,9,0,W
37,1,1872.55065918,1831.30249023,0,0,86,51,6,3,1,9,0,W
38,1,1872.55065918,1831.30249023,0,0,90,51,6,3,1,9,0,W
39,1,1872.55065918,1831.30249023,0,0,89,53,6,3,1,10,0,W
40,1,1872.55065918,1831.30249023,0,0,88,58,6,3,1,10,0,W
41,1,1872.55065918,1831.30249023,0,0,101,62,6,3,1,10,0,W
42,1,1872.55065918,1831.30249023,0,0,105,65,6,3,1,10,0,W
43,1,1872.55065918,1831.30249023,0,0,105,65,6,3,1,10,0,W
44,1,1872.55065918,1831.30249023,0,0,107,65,6,3,1,10,0,W
45,1,1872.55065918,1831.30249023,0,0,111,70,7,4,1,12,0,W
46,1,1872.55065918,1831.30249023,0,0,111,70,7,4,1,12,0,W
45,2,1872.55065918,1831.30249023,0,0,106,62,7,4,1,12,0,W
46,2,1872.55065918,1831.30249023,0,0,119,72,7,4,1,12,0,W
47,2,1872.55065918,1831.30249023,0,0,121,75,8,4,1,13,0,W
48,2,1872.55065918,1831.30249023,0,0,122,78,8,5,1,13,0,W
49,2,1872.55065918,1831.30249023,0,0,126,87,8,6,1,13,0,W
50,2,1872.55065918,1831.30249023,0,0,126,88,8,6,1,13,0,W
51,2,1872.55065918,1831.30249023,0,0,132,98,8,6,1,13,0,W
52,2,1872.55065918,1831.30249023,0,0,128,97,8,6,1,13,0,W
53,2,1872.55065918,1831.30249023,0,0,135,100,8,6,1,13,0,W
54,2,1872.55065918,1831.30249023,0,0,147,101,8,6,1,13,0,W
55,2,1872.55065918,1831.30249023,1,0,154,108,10,6,2,15,0,W
56,2,1872.55065918,1831.30249023,1,0,152,108,10,6,2,15,0,W
57,2,1872.55065918,1831.30249023,1,0,158,111,10,6,2,15,0,W
58,2,1872.55065918,1831.30249023,1,0,162,117,11,6,2,16,0,W
59,2,1872.55065918,1831.30249023,1,0,167,118,11,6,2,16,0,W
60,2,1872.55065918,1831.30249023,1,0,169,122,12,6,2,17,0,W
61,2,1872.55065918,1831.30249023,1,0,164,122,12,6,2,17,0,W
62,2,1872.55065918,1831.30249023,1,0,164,122,12,6,2,17,0,W
63,2,1872.55065918,1831.30249023,1,0,165,121,11,6,2,16,0,W
64,2,1872.55065918,1831.30249023,1,0,172,121,11,6,2,16,0,W
65,2,1872.55065918,1831.30249023,1,0,178,131,11,6,2,16,0,W
66,2,1872.55065918,1831.30249023,1,0,175,132,11,6,2,16,0,W
67,2,1872.55065918,1831.30249023,1,0,175,132,11,6,2,16,0,W
68,2,1872.55065918,1831.30249023,1,0,180,135,11,6,2,16,0,W
69,2,1872.55065918,1831.30249023,1,0,180,136,11,6,2,16,0,W
70,2,1872.55065918,1831.30249023,1,0,190,138,11,6,2,16,0,W
71,2,1872.55065918,1831.30249023,1,0,189,139,12,6,2,17,0,W
72,2,1872.55065918,1831.30249023,1,0,188,140,12,6,2,17,0,W
73,2,1872.55065918,1831.30249023,1,0,193,140,12,6,2,17,0,W
74,2,1872.55065918,1831.30249023,1,0,190,142,12,6,2,17,0,W
75,2,1872.55065918,1831.30249023,1,0,180,139,12,6,2,17,0,W
76,2,1872.55065918,1831.30249023,1,0,187,138,12,6,2,17,0,W
77,2,1872.55065918,1831.30249023,1,0,183,139,12,6,2,17,0,W
78,2,1872.55065918,1831.30249023,1,0,190,141,14,6,3,19,0,W
79,2,1872.55065918,1831.30249023,1,0,190,142,14,7,3,19,0,W
80,2,1872.55065918,1831.30249023,1,0,191,143,14,7,3,19,0,W
81,2,1872.55065918,1831.30249023,1,0,199,146,14,7,3,19,0,W
82,2,1872.55065918,1831.30249023,1,0,196,143,14,6,3,17,0,W
83,2,1872.55065918,1831.30249023,1,0,196,143,14,6,3,17,0,W
84,2,1872.55065918,1831.30249023,1,0,196,143,14,6,3,17,0,W
85,2,1872.55065918,1831.30249023,1,0,194,143,14,6,3,17,0,W
86,2,1872.55065918,1831.30249023,1,0,194,143,14,6,3,17,0,W
87,2,1872.55065918,1831.30249023,1,0,188,141,14,6,3,17,0,W
88,2,1872.55065918,1831.30249023,1,0,177,134,14,5,3,16,0,W
89,2,1872.55065918,1831.30249023,1,0,177,130,14,5,3,15,0,W
90,2,1872.55065918,1831.30249023,1,0,175,131,14,5,3,15,0,W
91,2,1872.55065918,1831.30249023,1,0,171,131,14,5,3,15,0,W
92,2,1872.55065918,1831.30249023,1,0,172,131,14,5,3,15,0,W
93,2,1872.55065918,1831.30249023,1,0,169,132,14,5,3,15,0,W
94,2,1872.55065918,1831.30249023,1,0,163,127,14,5,3,15,0,W
95,2,1872.55065918,1831.30249023,1,0,159,125,14,4,3,15,0,W
96,2,1872.55065918,1831.30249023,1,0,156,125,14,4,3,15,0,W
97,2,1872.55065918,1831.30249023,1,0,156,125,14,4,3,15,0,W
98,2,1872.55065918,1831.30249023,1,0,155,120,13,4,3,14,0,W
99,2,1872.55065918,1831.30249023,1,0,156,120,13,4,3,14,0,W
