ht_goal,at_goal,ht_elo,at_elo,shot,big_chance,shot_penalty_box,key_pass,pass,short_pass,shot_open_play,final_3rd_pass,minute,shot_6_yard_box,dispossessed,clearance,long_pass,cross,shot_fast_break,tackle,result
0,0,1649.88464355,1660.82727051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
0,0,1649.88464355,1660.82727051,0,0,0,0,-10,-10,0,0,1,0,0,0,-1,0,0,0,D
0,0,1649.88464355,1660.82727051,0,0,0,0,-15,-15,0,-5,2,0,-1,1,-2,0,0,0,D
0,0,1649.88464355,1660.82727051,0,0,0,0,-16,-16,0,-8,3,0,-1,3,-2,-2,0,0,D
0,0,1649.88464355,1660.82727051,-1,0,0,0,-16,-16,0,-10,4,-1,-1,4,-2,-4,0,0,D
0,0,1649.88464355,1660.82727051,-1,0,0,0,-21,-20,0,-9,5,-1,-1,3,-2,-3,0,0,D
0,0,1649.88464355,1660.82727051,-1,0,0,0,-25,-24,0,-11,6,-1,-1,3,-2,-4,0,-1,D
0,0,1649.88464355,1660.82727051,-1,0,0,0,-23,-22,0,-11,7,-1,-1,3,-3,-4,0,-1,D
0,0,1649.88464355,1660.82727051,-1,0,0,0,-20,-19,0,-7,8,-1,-1,3,-3,-3,0,-1,D
0,0,1649.88464355,1660.82727051,-1,0,0,0,-24,-22,0,-7,9,-1,-1,2,-5,-2,0,0,D
0,0,1649.88464355,1660.82727051,-1,0,0,0,-29,-27,0,-15,10,-1,-1,2,-5,-2,0,0,D
0,0,1649.88464355,1660.82727051,-1,0,0,0,-38,-36,0,-16,11,-1,-2,4,-4,-2,0,1,D
0,0,1649.88464355,1660.82727051,-1,0,0,0,-36,-34,0,-15,12,-1,-2,4,-4,-2,0,1,D
0,0,1649.88464355,1660.82727051,-2,0,0,-1,-42,-39,-1,-18,13,-1,-2,4,-6,-2,0,1,D
0,0,1649.88464355,1660.82727051,-2,0,0,-1,-35,-32,-1,-13,14,-1,-1,4,-7,-1,0,1,D
0,0,1649.88464355,1660.82727051,-2,0,0,-1,-31,-28,-1,-10,15,-1,-1,4,-6,-1,0,1,D
0,0,1649.88464355,1660.82727051,-2,0,0,-1,-23,-20,-1,-8,16,-1,-1,4,-8,0,0,1,D
0,0,1649.88464355,1660.82727051,-2,0,0,-1,-33,-29,-1,-8,17,-1,-2,4,-8,0,0,1,D
0,0,1649.88464355,1660.82727051,-2,0,0,-1,-29,-24,-1,-7,18,-1,-3,4,-9,0,0,1,D
0,0,1649.88464355,1660.82727051,-3,0,0,-2,-21,-16,-2,-7,19,-1,-3,4,-9,0,0,1,D
0,0,1649.88464355,1660.82727051,-3,0,0,-2,-24,-19,-2,-10,20,-1,-2,5,-8,0,0,0,D
0,0,1649.88464355,1660.82727051,-3,0,0,-2,-14,-9,-2,-5,21,-1,-1,5,-8,1,0,-1,D
0,0,1649.88464355,1660.82727051,-4,0,-1,-3,-4,1,-2,-1,22,-1,0,5,-8,2,-1,-2,D
0,0,1649.88464355,1660.82727051,-3,0,0,-3,-9,-4,-1,-1,23,-1,0,5,-9,2,-1,-2,D
0,0,1649.88464355,1660.82727051,-2,1,0,-2,-15,-10,0,2,24,-1,0,5,-9,2,-1,-1,D
0,0,1649.88464355,1660.82727051,-2,1,0,-2,-10,-6,0,3,25,-1,0,5,-9,2,-1,-1,D
0,0,1649.88464355,1660.82727051,-2,1,0,-2,1,3,0,8,26,-1,0,5,-7,2,-1,-2,D
0,0,1649.88464355,1660.82727051,-2,1,0,-2,4,5,0,12,27,-1,0,4,-6,2,-1,-2,D
0,0,1649.88464355,1660.82727051,-2,1,0,-2,12,13,0,11,28,-1,0,4,-8,2,-1,-2,D
0,0,1649.88464355,1660.82727051,-2,1,0,-2,24,25,0,14,29,-1,0,3,-8,2,-1,-1,D
0,0,1649.88464355,1660.82727051,-2,1,0,-2,24,25,0,15,30,-1,0,3,-8,3,-1,-1,D
0,0,1649.88464355,1660.82727051,-2,1,0,-2,23,24,0,15,31,-1,1,3,-10,3,-1,-2,D
0,0,1649.88464355,1660.82727051,-1,1,0,-1,40,39,1,22,32,-1,1,3,-8,3,-1,-2,D
0,0,1649.88464355,1660.82727051,-1,1,0,-1,32,32,1,26,33,-1,1,2,-10,4,-1,-2,D
0,0,1649.88464355,1660.82727051,-1,1,0,-1,29,29,1,30,34,-1,2,1,-10,4,-1,-2,D
0,0,1649.88464355,1660.82727051,-1,1,0,-1,27,27,1,30,35,-1,1,1,-10,4,-1,-1,D
0,0,1649.88464355,1660.82727051,-1,1,0,-1,39,38,1,37,36,-1,1,1,-10,4,-1,-1,D
0,0,1649.88464355,1660.82727051,-1,1,0,-1,39,38,1,36,37,-1,1,1,-11,5,-1,-1,D
0,0,1649.88464355,1660.82727051,-1,1,0,-1,30,30,1,30,38,-1,1,1,-13,5,-1,-1,D
0,0,1649.88464355,1660.82727051,-1,1,0,-1,23,23,1,21,39,-1,1,4,-13,4,-1,-1,D
0,0,1649.88464355,1660.82727051,-2,1,0,-1,17,18,0,13,40,-1,1,5,-14,3,-1,-1,D
