ht_goal,ht_elo,at_goal,at_elo,big_chance,shot,pass,final_3rd_pass,key_pass,result
0,1713.24707031,0,2020.84411621,0,0,0,0,0,L
0,1713.24707031,0,2020.84411621,0,0,-9,-6,0,L
0,1713.24707031,0,2020.84411621,0,0,-2,0,0,L
0,1713.24707031,0,2020.84411621,0,0,-4,2,0,L
0,1713.24707031,0,2020.84411621,0,1,3,8,1,L
0,1713.24707031,0,2020.84411621,0,2,-1,9,2,L
0,1713.24707031,0,2020.84411621,0,2,-2,14,2,L
0,1713.24707031,0,2020.84411621,0,2,5,12,2,L
0,1713.24707031,0,2020.84411621,0,2,5,14,2,L
0,1713.24707031,0,2020.84411621,0,2,2,12,2,L
0,1713.24707031,0,2020.84411621,0,2,-5,9,2,L
0,1713.24707031,0,2020.84411621,0,2,-6,6,2,L
0,1713.24707031,0,2020.84411621,0,2,2,4,2,L
0,1713.24707031,0,2020.84411621,0,2,10,5,2,L
0,1713.24707031,0,2020.84411621,0,2,3,3,2,L
0,1713.24707031,0,2020.84411621,0,2,-2,5,2,L
0,1713.24707031,0,2020.84411621,0,2,3,1,2,L
0,1713.24707031,0,2020.84411621,0,2,-5,2,2,L
0,1713.24707031,0,2020.84411621,0,2,-15,0,2,L
0,1713.24707031,0,2020.84411621,0,2,-15,0,2,L
0,1713.24707031,0,2020.84411621,0,2,-15,0,2,L
0,1713.24707031,1,2020.84411621,-1,1,-19,-3,1,L
0,1713.24707031,1,2020.84411621,-1,1,-20,-6,1,L
0,1713.24707031,1,2020.84411621,-1,1,-28,-7,1,L
0,1713.24707031,1,2020.84411621,-1,1,-30,-9,1,L
0,1713.24707031,1,2020.84411621,-1,1,-29,-13,1,L
0,1713.24707031,1,2020.84411621,-1,1,-37,-12,1,L
0,1713.24707031,1,2020.84411621,-1,0,-45,-15,0,L
0,1713.24707031,1,2020.84411621,-1,0,-40,-14,0,L
0,1713.24707031,1,2020.84411621,-1,0,-47,-21,0,L
0,1713.24707031,1,2020.84411621,-1,-1,-48,-21,0,L
0,1713.24707031,1,2020.84411621,-1,-1,-58,-23,0,L
0,1713.24707031,1,2020.84411621,-1,-2,-59,-25,-1,L
0,1713.24707031,1,2020.84411621,-1,-3,-56,-26,-1,L
0,1713.24707031,1,2020.84411621,-1,-3,-54,-22,-1,L
0,1713.24707031,1,2020.84411621,-1,-3,-50,-22,-1,L
0,1713.24707031,1,2020.84411621,-1,-3,-48,-15,-1,L
0,1713.24707031,1,2020.84411621,-1,-3,-52,-19,-1,L
0,1713.24707031,1,2020.84411621,-1,-3,-60,-28,-1,L
0,1713.24707031,1,2020.84411621,-1,-4,-61,-30,-1,L
0,1713.24707031,1,2020.84411621,-1,-4,-65,-29,-1,L
0,1713.24707031,1,2020.84411621,-1,-5,-54,-30,-2,L
0,1713.24707031,1,2020.84411621,-1,-5,-49,-24,-2,L
0,1713.24707031,1,2020.84411621,-1,-6,-46,-20,-3,L
0,1713.24707031,1,2020.84411621,-1,-6,-41,-22,-3,L
0,1713.24707031,1,2020.84411621,-1,-6,-36,-21,-3,L
0,1713.24707031,1,2020.84411621,-1,-6,-32,-22,-3,L
0,1713.24707031,1,2020.84411621,-1,-6,-31,-25,-3,L
0,1713.24707031,1,2020.84411621,-1,-6,-31,-26,-3,L
0,1713.24707031,1,2020.84411621,0,-5,-20,-22,-2,L
0,1713.24707031,1,2020.84411621,0,-5,-29,-26,-2,L
0,1713.24707031,1,2020.84411621,0,-5,-20,-27,-2,L
0,1713.24707031,1,2020.84411621,0,-5,-23,-31,-2,L
0,1713.24707031,1,2020.84411621,0,-5,-23,-31,-2,L
0,1713.24707031,1,2020.84411621,0,-5,-23,-31,-2,L
0,1713.24707031,1,2020.84411621,0,-5,-21,-28,-2,L
0,1713.24707031,1,2020.84411621,0,-5,-21,-28,-2,L
0,1713.24707031,1,2020.84411621,0,-5,-19,-27,-2,L
0,1713.24707031,1,2020.84411621,0,-5,-24,-27,-2,L
0,1713.24707031,1,2020.84411621,0,-5,-30,-30,-2,L
0,1713.24707031,1,2020.84411621,0,-8,-30,-32,-2,L
0,1713.24707031,1,2020.84411621,0,-9,-29,-31,-3,L
0,1713.24707031,1,2020.84411621,0,-9,-29,-31,-3,L
0,1713.24707031,1,2020.84411621,0,-10,-32,-31,-3,L
0,1713.24707031,2,2020.84411621,0,-11,-32,-31,-3,L
0,1713.24707031,2,2020.84411621,0,-11,-29,-30,-3,L
0,1713.24707031,2,2020.84411621,0,-11,-29,-30,-3,L
0,1713.24707031,2,2020.84411621,0,-11,-28,-29,-3,L
0,1713.24707031,2,2020.84411621,0,-11,-30,-31,-3,L
0,1713.24707031,2,2020.84411621,0,-11,-32,-30,-3,L
0,1713.24707031,2,2020.84411621,0,-11,-46,-38,-3,L
0,1713.24707031,2,2020.84411621,0,-11,-33,-38,-3,L
0,1713.24707031,2,2020.84411621,0,-11,-38,-41,-3,L
0,1713.24707031,2,2020.84411621,0,-11,-49,-50,-3,L
0,1713.24707031,2,2020.84411621,0,-11,-45,-49,-3,L
0,1713.24707031,2,2020.84411621,0,-12,-42,-43,-4,L
0,1713.24707031,2,2020.84411621,0,-12,-32,-42,-4,L
0,1713.24707031,2,2020.84411621,0,-12,-28,-39,-4,L
0,1713.24707031,2,2020.84411621,0,-12,-36,-41,-4,L
0,1713.24707031,2,2020.84411621,0,-12,-38,-42,-4,L
0,1713.24707031,2,2020.84411621,0,-12,-37,-42,-4,L
0,1713.24707031,2,2020.84411621,0,-12,-32,-40,-4,L
0,1713.24707031,2,2020.84411621,0,-12,-28,-38,-4,L
0,1713.24707031,2,2020.84411621,0,-12,-23,-37,-4,L
0,1713.24707031,2,2020.84411621,0,-12,-27,-37,-4,L
0,1713.24707031,2,2020.84411621,0,-12,-20,-37,-4,L
0,1713.24707031,2,2020.84411621,0,-12,-21,-38,-4,L
0,1713.24707031,2,2020.84411621,0,-12,-16,-39,-4,L
0,1713.24707031,2,2020.84411621,0,-12,-10,-28,-4,L
0,1713.24707031,2,2020.84411621,0,-12,-11,-28,-4,L
0,1713.24707031,2,2020.84411621,0,-12,-10,-25,-4,L
0,1713.24707031,2,2020.84411621,0,-12,0,-15,-4,L
0,1713.24707031,2,2020.84411621,-1,-12,2,-10,-4,L
0,1713.24707031,2,2020.84411621,-1,-12,14,-10,-4,L
0,1713.24707031,2,2020.84411621,-1,-12,16,-10,-4,L
0,1713.24707031,2,2020.84411621,-1,-12,20,-7,-3,L
0,1713.24707031,2,2020.84411621,-1,-11,19,-7,-3,L
0,1713.24707031,2,2020.84411621,-1,-12,15,-7,-4,L
0,1713.24707031,2,2020.84411621,-1,-10,23,0,-2,L
