minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1696.18835449,1751.82580566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
1,1,1696.18835449,1751.82580566,0,0,12,12,0,2,0,1,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,D
2,1,1696.18835449,1751.82580566,0,0,13,13,0,5,1,4,1,0,2,1,1,0,0,1,-1,1,0,0,-2,0,0,0,D
3,1,1696.18835449,1751.82580566,0,0,15,16,0,3,1,4,1,0,2,1,1,0,0,1,-2,0,0,1,-2,0,0,0,D
4,1,1696.18835449,1751.82580566,0,0,24,25,1,3,1,4,1,0,2,1,1,0,0,1,-3,0,0,1,-2,0,0,0,D
5,1,1696.18835449,1751.82580566,0,0,28,30,3,5,1,4,1,0,2,1,1,0,0,1,-3,-2,0,1,-2,0,0,0,D
6,1,1696.18835449,1751.82580566,0,0,25,27,5,7,1,4,1,0,2,1,1,0,0,0,-4,-2,0,-1,-2,0,0,0,D
7,1,1696.18835449,1751.82580566,0,0,18,20,5,-1,0,3,1,0,1,1,0,-1,0,0,-4,-1,0,-1,-2,0,0,0,D
8,1,1696.18835449,1751.82580566,0,0,18,20,4,-2,0,3,1,0,1,1,0,-1,0,0,-4,-1,0,-1,-2,0,0,0,D
9,1,1696.18835449,1751.82580566,0,0,16,19,4,-2,0,3,1,0,1,1,0,-1,0,0,-5,-1,0,-1,-2,0,0,0,D
10,1,1696.18835449,1751.82580566,0,0,18,21,4,-6,-1,3,1,0,-1,1,-2,-3,0,0,-5,-1,0,-1,-2,0,0,0,D
11,1,1696.18835449,1751.82580566,0,0,20,23,6,-4,-1,3,1,0,-1,1,-2,-3,0,-1,-5,-1,1,-1,-2,0,0,0,D
12,1,1696.18835449,1751.82580566,0,0,2,5,6,-10,-1,3,1,0,-1,1,-2,-3,0,-1,-5,-1,2,-1,-2,0,0,0,D
