minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1921.5402832,2076.63427734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
1,1,1921.5402832,2076.63427734,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,W
2,1,1921.5402832,2076.63427734,0,0,-14,-15,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,W
3,1,1921.5402832,2076.63427734,0,0,-30,-31,-1,-1,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,W
4,1,1921.5402832,2076.63427734,0,0,-32,-33,0,-6,-2,-1,-1,-2,-1,-1,0,0,0,-1,1,0,0,0,1,0,0,0,W
5,1,1921.5402832,2076.63427734,0,0,-28,-30,1,-3,-2,-1,-1,-2,-2,-1,-1,0,0,-1,1,0,0,0,1,0,0,0,W
6,1,1921.5402832,2076.63427734,0,0,-34,-35,0,-2,-2,-1,-1,-2,-2,-1,-1,0,0,-2,1,0,0,0,1,0,0,0,W
7,1,1921.5402832,2076.63427734,0,0,-39,-40,-1,-2,-2,-1,-1,-2,-2,-1,-1,0,0,-2,1,0,0,1,1,0,0,0,W
8,1,1921.5402832,2076.63427734,0,0,-36,-38,-1,-2,-2,-1,-1,-2,-2,-1,-1,0,0,-3,1,0,-1,1,1,0,0,0,W
9,1,1921.5402832,2076.63427734,0,0,-33,-36,0,0,0,0,0,-2,0,-1,1,1,0,-3,1,1,-1,1,1,0,0,0,W
10,1,1921.5402832,2076.63427734,0,0,-29,-32,0,6,0,0,0,-2,0,-1,1,1,0,-3,1,0,-1,2,-1,1,0,0,W
11,1,1921.5402832,2076.63427734,0,0,-38,-41,0,6,0,0,0,-2,0,-1,1,1,0,-3,1,0,-1,3,-1,1,1,0,W
12,1,1921.5402832,2076.63427734,0,0,-30,-33,1,9,0,0,0,-2,0,-1,1,1,0,-3,1,0,-1,3,-1,1,1,0,W
13,1,1921.5402832,2076.63427734,0,0,-34,-36,0,6,0,0,0,-2,0,-1,1,1,0,-3,1,0,-1,3,-1,1,1,0,W
14,1,1921.5402832,2076.63427734,0,0,-45,-47,1,5,0,0,0,-2,0,-1,1,1,0,-3,1,0,-1,3,-1,1,1,0,W
15,1,1921.5402832,2076.63427734,0,0,-31,-34,2,5,0,0,0,-2,0,-1,1,1,0,-3,1,0,-1,2,-1,1,1,0,W
16,1,1921.5402832,2076.63427734,0,0,-44,-47,2,1,0,-1,0,-2,0,-1,1,1,0,-3,1,0,-1,2,-1,1,1,0,W
17,1,1921.5402832,2076.63427734,0,0,-38,-41,3,1,0,-1,0,-2,0,-1,1,1,0,-3,1,0,-1,2,-1,1,1,0,W
18,1,1921.5402832,2076.63427734,0,0,-34,-37,3,1,0,-1,0,-2,0,-1,1,1,0,-3,1,0,-1,2,-1,1,1,0,W
19,1,1921.5402832,2076.63427734,0,0,-19,-23,3,3,0,-1,0,-2,0,-1,1,1,0,-3,1,0,-1,2,-1,1,1,0,W
20,1,1921.5402832,2076.63427734,0,0,-18,-22,3,0,0,-1,0,-2,0,-1,1,1,0,-1,1,0,-2,2,-1,1,1,0,W
21,1,1921.5402832,2076.63427734,0,0,-30,-34,3,-1,0,-1,0,-2,0,-1,1,1,0,-2,1,-1,-3,3,-1,1,1,0,W
22,1,1921.5402832,2076.63427734,0,0,-47,-50,2,-4,0,-2,0,-2,0,-1,1,1,0,-2,1,-1,-3,3,0,1,1,0,W
