minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1567.10131836,1837.00427246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
1,1,1567.10131836,1837.00427246,0,0,-7,-6,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,L
2,1,1567.10131836,1837.00427246,0,0,-10,-9,1,-2,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,0,0,0,L
3,1,1567.10131836,1837.00427246,0,0,-10,-9,3,-6,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,L
4,1,1567.10131836,1837.00427246,0,0,-13,-13,4,-8,0,0,0,0,0,0,0,0,0,0,-2,0,1,-1,1,-1,0,0,L
5,1,1567.10131836,1837.00427246,0,0,-10,-11,4,-3,0,0,0,0,0,0,0,0,0,0,-2,1,1,-1,1,-1,0,0,L
6,1,1567.10131836,1837.00427246,0,0,-16,-19,5,-2,0,0,0,0,0,0,0,0,0,0,-2,1,1,-1,1,-1,0,0,L
7,1,1567.10131836,1837.00427246,0,0,-11,-14,5,7,0,2,0,0,0,0,0,0,0,0,-3,2,1,0,-1,-1,0,0,L
8,1,1567.10131836,1837.00427246,0,0,-13,-17,6,9,0,2,0,0,0,0,0,0,0,0,-3,2,1,0,-2,-1,0,0,L
9,1,1567.10131836,1837.00427246,0,0,-34,-38,7,9,0,2,0,0,0,0,0,0,0,0,-3,2,1,0,-2,-1,0,0,L
10,1,1567.10131836,1837.00427246,0,0,-54,-58,7,-2,0,1,0,0,0,0,0,0,0,0,-3,2,1,0,-2,-1,0,0,L
11,1,1567.10131836,1837.00427246,0,0,-60,-64,7,-2,0,1,0,0,0,0,0,0,0,0,-3,2,1,1,-2,0,0,0,L
12,1,1567.10131836,1837.00427246,0,0,-66,-71,9,-1,0,1,0,0,0,0,0,0,0,0,-4,2,1,1,-2,0,0,0,L
13,1,1567.10131836,1837.00427246,0,0,-74,-79,10,-3,0,1,0,0,0,0,0,0,0,0,-4,2,1,1,-3,0,0,0,L
14,1,1567.10131836,1837.00427246,0,0,-86,-92,11,-8,0,1,0,0,0,0,0,0,0,-1,-4,2,3,1,-2,0,0,0,L
15,1,1567.10131836,1837.00427246,0,0,-106,-111,11,-19,0,1,0,0,0,0,0,0,0,-2,-4,2,4,1,-2,0,0,0,L
16,1,1567.10131836,1837.00427246,0,0,-116,-120,10,-28,0,1,0,0,0,0,0,0,0,-4,-3,2,6,1,0,0,0,0,L
17,1,1567.10131836,1837.00427246,0,0,-134,-137,9,-35,0,1,0,0,0,0,0,0,0,-5,-3,2,7,0,0,0,0,0,L
18,1,1567.10131836,1837.00427246,0,0,-129,-133,11,-34,0,1,0,0,0,0,0,0,0,-5,-3,2,7,0,0,0,0,0,L
19,1,1567.10131836,1837.00427246,0,0,-131,-136,12,-29,1,2,0,0,0,0,0,0,0,-5,-3,2,6,0,0,0,0,0,L
