minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1604.00646973,1704.90222168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
1,1,1604.00646973,1704.90222168,0,0,-5,-3,-4,-3,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,L
2,1,1604.00646973,1704.90222168,0,0,6,8,-4,-5,-1,0,0,0,-1,0,0,-1,0,0,1,0,0,1,0,0,0,0,L
3,1,1604.00646973,1704.90222168,0,0,16,17,-3,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,-1,0,0,0,L
4,1,1604.00646973,1704.90222168,0,0,7,9,-4,1,1,1,0,0,1,0,1,1,0,-1,1,1,2,1,-1,0,0,0,L
5,1,1604.00646973,1704.90222168,0,0,17,19,-5,4,1,3,0,0,1,0,1,1,0,-1,1,1,2,1,-2,0,0,0,L
6,1,1604.00646973,1704.90222168,0,0,25,26,-5,5,1,4,0,0,1,0,1,1,0,-1,1,0,2,1,-2,0,0,0,L
7,1,1604.00646973,1704.90222168,0,0,24,27,-7,6,1,5,0,0,1,0,1,1,0,-1,1,0,2,1,-2,0,0,0,L
8,1,1604.00646973,1704.90222168,0,0,17,22,-8,3,1,4,0,0,1,0,1,1,0,-1,0,0,2,1,-1,0,0,0,L
9,1,1604.00646973,1704.90222168,0,1,17,22,-8,2,0,3,-1,0,0,0,0,1,0,-1,0,0,2,1,-1,0,0,0,L
10,1,1604.00646973,1704.90222168,0,1,13,18,-8,2,0,3,-1,0,0,0,0,1,0,0,-1,1,1,1,-1,0,0,0,L
11,1,1604.00646973,1704.90222168,0,2,11,16,-9,0,0,3,-1,0,-2,-1,-1,-1,0,0,-1,1,1,1,-1,0,0,0,L
12,1,1604.00646973,1704.90222168,0,2,16,21,-9,1,0,3,-1,0,-2,-1,-1,-1,0,0,-1,1,1,0,-1,0,0,0,L
13,1,1604.00646973,1704.90222168,0,2,27,32,-9,2,0,4,0,0,-2,-1,-1,-1,0,0,-1,1,1,0,-2,0,0,0,L
14,1,1604.00646973,1704.90222168,0,2,21,26,-12,1,0,4,0,0,-2,-1,-1,-1,0,0,0,2,1,0,-2,0,0,0,L
15,1,1604.00646973,1704.90222168,0,2,33,37,-10,1,0,4,0,0,-2,-1,-1,-1,0,0,0,1,1,0,-3,0,0,0,L
16,1,1604.00646973,1704.90222168,0,2,51,53,-8,6,0,4,0,0,-2,-1,-1,-1,0,0,1,1,1,0,-4,0,0,0,L
17,1,1604.00646973,1704.90222168,0,2,53,55,-9,8,0,5,0,0,-1,-1,-1,0,0,0,1,1,1,0,-5,0,0,0,L
18,1,1604.00646973,1704.90222168,0,2,72,74,-9,6,0,5,0,0,-1,-1,-1,0,0,0,1,1,1,0,-5,0,0,0,L
19,1,1604.00646973,1704.90222168,0,2,79,80,-9,10,0,5,0,0,-1,-1,-1,0,0,0,1,1,1,0,-6,0,0,0,L
20,1,1604.00646973,1704.90222168,0,2,81,82,-9,12,1,6,0,0,0,-1,-1,1,0,0,1,1,1,0,-7,0,0,0,L
21,1,1604.00646973,1704.90222168,0,2,97,97,-9,15,1,6,0,0,0,-1,-1,1,0,0,2,1,1,0,-8,0,0,0,L
22,1,1604.00646973,1704.90222168,0,2,97,97,-9,16,2,7,1,0,1,-1,0,1,0,0,2,2,1,0,-8,0,0,0,L
23,1,1604.00646973,1704.90222168,0,2,86,87,-11,15,2,7,1,0,1,-1,0,1,0,0,2,3,1,1,-8,0,0,0,L
24,1,1604.00646973,1704.90222168,0,2,106,105,-9,20,2,7,1,0,4,-1,1,4,0,0,3,3,1,1,-10,0,0,0,L
25,1,1604.00646973,1704.90222168,0,2,103,102,-9,20,2,7,1,0,4,-1,1,4,0,0,3,3,1,1,-10,0,0,0,L
26,1,1604.00646973,1704.90222168,0,2,103,103,-10,21,2,7,1,0,4,-1,1,4,0,0,2,3,1,0,-10,0,0,0,L
27,1,1604.00646973,1704.90222168,0,2,100,99,-8,17,2,7,1,0,4,-1,1,4,0,0,2,4,1,0,-10,0,0,0,L
28,1,1604.00646973,1704.90222168,0,2,97,95,-8,17,1,7,1,0,3,-1,1,3,0,-1,2,6,2,0,-10,0,0,0,L
29,1,1604.00646973,1704.90222168,0,2,100,98,-7,22,2,8,2,0,4,-1,2,3,0,-1,2,7,2,0,-11,0,0,0,L
30,1,1604.00646973,1704.90222168,0,2,99,98,-8,23,2,8,2,0,4,-1,2,3,0,-1,3,7,2,1,-11,0,0,0,L
31,1,1604.00646973,1704.90222168,0,2,105,104,-7,24,2,8,2,0,4,-1,2,3,0,-1,3,6,2,1,-12,0,0,0,L
32,1,1604.00646973,1704.90222168,0,2,99,99,-9,22,2,8,2,0,4,-1,2,3,0,-1,3,6,2,1,-12,0,0,0,L
33,1,1604.00646973,1704.90222168,0,2,96,97,-9,20,2,8,2,0,4,-1,2,3,0,-2,3,6,3,1,-12,0,0,0,L
34,1,1604.00646973,1704.90222168,0,2,103,104,-8,18,1,7,1,0,3,-1,2,3,0,-2,3,7,3,1,-11,0,0,0,L
35,1,1604.00646973,1704.90222168,0,2,112,113,-8,19,1,7,1,0,3,-1,2,3,0,-2,3,6,3,2,-11,0,0,0,L
36,1,1604.00646973,1704.90222168,0,2,117,117,-7,25,1,8,1,0,3,-1,2,3,0,-2,2,6,3,2,-12,0,0,0,L
37,1,1604.00646973,1704.90222168,0,2,131,131,-7,24,1,8,1,0,3,-1,2,3,0,-2,2,7,3,2,-12,0,0,0,L
38,1,1604.00646973,1704.90222168,0,2,148,149,-8,28,2,9,1,0,4,-1,2,4,0,-2,1,7,3,2,-12,0,0,0,L
39,1,1604.00646973,1704.90222168,0,2,159,160,-8,40,2,11,1,0,4,-1,2,4,0,-1,2,6,3,2,-15,0,0,0,L
40,1,1604.00646973,1704.90222168,0,2,158,160,-8,41,1,11,1,0,3,-1,2,3,0,-1,2,6,3,2,-15,0,0,0,L
41,1,1604.00646973,1704.90222168,0,2,173,175,-8,44,1,12,1,0,3,-1,2,3,0,-1,2,6,3,2,-16,0,0,0,L
42,1,1604.00646973,1704.90222168,0,2,184,186,-8,55,1,13,1,0,3,-1,2,3,0,-1,2,6,3,2,-17,0,0,0,L
43,1,1604.00646973,1704.90222168,0,2,182,186,-9,52,1,12,1,0,3,-1,2,3,0,-1,0,6,3,2,-16,0,0,0,L
44,1,1604.00646973,1704.90222168,0,2,181,185,-9,49,1,11,0,0,3,-1,2,3,0,-1,0,6,3,3,-15,0,0,0,L
45,1,1604.00646973,1704.90222168,0,2,186,192,-11,49,1,11,0,0,3,-1,2,3,0,-1,0,6,3,3,-15,0,0,0,L
46,1,1604.00646973,1704.90222168,0,2,189,196,-11,51,1,11,0,0,3,-1,2,3,0,-1,0,6,3,3,-15,0,0,0,L
45,2,1604.00646973,1704.90222168,0,2,187,194,-11,51,1,11,0,0,3,-1,2,3,0,-1,0,6,3,3,-15,0,0,0,L
46,2,1604.00646973,1704.90222168,0,2,201,206,-9,52,1,11,0,0,3,-1,2,3,0,-1,0,6,3,3,-15,0,0,0,L
47,2,1604.00646973,1704.90222168,0,2,219,224,-10,55,2,11,0,0,4,-1,3,4,0,-1,0,7,3,3,-17,0,0,0,L
48,2,1604.00646973,1704.90222168,0,2,222,226,-8,60,2,11,0,0,4,-1,3,4,0,-1,-1,7,2,3,-18,0,0,0,L
49,2,1604.00646973,1704.90222168,0,2,237,241,-8,64,2,12,0,0,5,-1,3,5,0,-1,-1,7,2,3,-20,0,0,0,L
50,2,1604.00646973,1704.90222168,0,2,244,248,-7,69,2,13,0,0,5,-1,3,5,0,-1,-1,7,2,1,-20,0,0,0,L
51,2,1604.00646973,1704.90222168,0,2,258,260,-5,77,2,13,0,0,5,-1,3,5,0,-1,-1,7,2,1,-21,0,0,0,L
52,2,1604.00646973,1704.90222168,0,2,261,263,-5,80,2,14,0,0,5,-1,3,5,0,-1,-2,7,2,0,-22,0,0,0,L
53,2,1604.00646973,1704.90222168,0,2,273,275,-5,78,2,14,0,0,5,-1,3,5,0,0,-1,7,2,1,-22,0,0,0,L
54,2,1604.00646973,1704.90222168,0,2,281,284,-6,80,2,14,0,0,5,-1,3,5,0,-1,0,7,2,1,-23,0,0,0,L
55,2,1604.00646973,1704.90222168,0,2,284,288,-6,82,2,15,0,0,5,-1,3,5,0,-1,0,5,2,1,-23,0,0,0,L
56,2,1604.00646973,1704.90222168,0,2,289,293,-6,88,2,17,0,0,5,-1,3,5,0,-1,0,5,2,1,-23,0,0,0,L
57,2,1604.00646973,1704.90222168,0,2,292,296,-6,96,3,19,1,0,6,-1,4,5,0,-2,0,6,3,1,-25,0,0,0,L
58,2,1604.00646973,1704.90222168,0,2,298,302,-7,97,3,19,1,0,6,-1,4,5,0,-2,0,7,3,0,-25,0,0,0,L
59,2,1604.00646973,1704.90222168,0,2,299,303,-7,103,3,20,1,0,6,-1,4,5,0,-2,0,6,3,0,-27,0,1,0,L
60,2,1604.00646973,1704.90222168,0,2,294,299,-8,99,3,20,1,0,6,-1,4,5,0,-2,0,6,3,1,-26,0,1,0,L
61,2,1604.00646973,1704.90222168,0,3,294,299,-8,98,2,19,0,-1,5,-1,3,5,0,-2,0,5,3,2,-26,0,1,0,L
62,2,1604.00646973,1704.90222168,0,3,304,309,-8,98,2,19,0,-1,5,-1,3,5,0,-2,0,5,3,2,-26,0,1,0,L
63,2,1604.00646973,1704.90222168,0,3,318,323,-8,103,2,19,0,-1,5,-1,3,5,0,-2,-1,5,3,2,-26,0,1,0,L
64,2,1604.00646973,1704.90222168,0,3,326,331,-8,109,3,19,0,-1,6,-1,3,6,0,-2,-1,5,3,3,-26,1,1,0,L
65,2,1604.00646973,1704.90222168,0,3,326,331,-8,109,3,19,0,-1,6,-1,3,6,0,-2,-1,5,3,3,-26,1,1,0,L
66,2,1604.00646973,1704.90222168,0,3,324,330,-9,106,3,19,0,-1,6,-1,3,6,0,-2,-1,5,3,4,-26,1,1,0,L
67,2,1604.00646973,1704.90222168,0,3,329,335,-10,109,3,19,0,-1,6,-1,3,6,0,-1,-2,5,3,4,-27,1,1,0,L
68,2,1604.00646973,1704.90222168,0,3,344,350,-9,111,3,19,0,-1,6,-1,3,6,0,-1,-2,5,3,4,-27,1,1,0,L
69,2,1604.00646973,1704.90222168,0,3,343,350,-10,110,3,19,0,-1,6,-1,3,6,0,-1,-2,5,3,4,-27,1,1,0,L
70,2,1604.00646973,1704.90222168,0,3,338,344,-9,104,3,18,0,-1,6,-1,3,6,0,-1,-1,5,3,4,-27,1,1,0,L
71,2,1604.00646973,1704.90222168,0,3,334,341,-10,99,2,17,-1,-2,5,-1,2,5,0,-1,-1,4,3,4,-27,1,1,0,L
72,2,1604.00646973,1704.90222168,0,3,341,347,-9,101,2,17,-1,-2,5,-1,2,5,0,-1,0,4,2,4,-29,1,1,0,L
73,2,1604.00646973,1704.90222168,0,3,360,365,-9,105,2,17,-1,-2,5,-1,2,5,0,-1,0,4,2,3,-29,1,1,0,L
