minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1809.38085938,1725.49914551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
1,1,1809.38085938,1725.49914551,0,0,-2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W
2,1,1809.38085938,1725.49914551,0,0,2,2,-1,3,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,1,0,W
3,1,1809.38085938,1725.49914551,0,0,9,8,0,3,0,-1,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,0,1,0,W
4,1,1809.38085938,1725.49914551,0,0,16,15,-1,10,0,-1,0,0,0,0,0,0,0,1,3,1,-2,-1,-3,0,1,0,W
5,1,1809.38085938,1725.49914551,0,0,19,18,0,8,0,-1,0,0,0,0,0,0,0,1,3,1,-1,-1,-3,0,1,0,W
6,1,1809.38085938,1725.49914551,0,0,18,18,-2,5,0,-1,0,0,0,0,0,0,0,2,3,1,-2,0,-3,0,1,0,W
7,1,1809.38085938,1725.49914551,0,0,33,31,-1,9,0,-1,0,0,0,0,0,0,0,2,3,1,-2,0,-3,0,1,0,W
8,1,1809.38085938,1725.49914551,0,0,37,35,0,15,0,-1,0,0,0,0,0,0,0,3,3,1,-3,-1,-3,0,1,0,W
9,1,1809.38085938,1725.49914551,0,0,42,40,0,14,0,-1,0,0,0,0,0,0,0,3,2,1,-3,-1,-3,0,1,0,W
10,1,1809.38085938,1725.49914551,0,0,46,45,-1,12,0,-1,0,0,0,0,0,0,0,3,2,-1,-3,-1,-3,0,1,0,W
11,1,1809.38085938,1725.49914551,0,0,54,53,-1,13,0,-1,0,0,0,0,0,0,0,3,2,-1,-3,-1,-3,0,1,0,W
12,1,1809.38085938,1725.49914551,0,0,54,53,-1,14,1,0,1,0,2,0,1,0,0,3,2,0,-3,-1,-3,0,1,0,W
13,1,1809.38085938,1725.49914551,0,0,57,56,-1,20,1,1,3,0,2,0,1,0,0,3,2,0,-4,-1,-4,0,1,0,W
14,1,1809.38085938,1725.49914551,0,0,67,66,-1,18,0,1,3,0,1,0,0,-1,0,3,2,0,-4,0,-4,0,1,0,W
15,1,1809.38085938,1725.49914551,0,0,70,68,0,19,-1,1,3,-1,0,0,-1,-2,0,3,3,0,-6,0,-5,0,1,0,W
16,1,1809.38085938,1725.49914551,0,0,71,70,-1,18,-1,1,3,-1,0,0,-1,-2,0,3,3,0,-6,-1,-5,0,1,0,W
17,1,1809.38085938,1725.49914551,0,1,69,68,-1,16,-2,1,3,-1,-1,0,-2,-2,-1,3,3,0,-6,-1,-5,0,1,0,W
18,1,1809.38085938,1725.49914551,0,1,79,77,0,16,-2,1,3,-1,-1,0,-2,-2,-1,3,3,0,-6,-1,-5,0,1,0,W
19,1,1809.38085938,1725.49914551,0,1,85,84,-2,23,-2,1,3,-1,-1,0,-2,-2,-1,3,4,0,-6,-1,-6,0,1,0,W
20,1,1809.38085938,1725.49914551,0,1,102,100,-1,32,-2,2,3,-1,-1,0,-2,-2,-1,3,4,0,-6,-1,-7,0,1,0,W
21,1,1809.38085938,1725.49914551,0,1,103,101,-1,36,-1,3,4,-1,1,0,-1,-2,-1,3,3,0,-6,-1,-9,0,1,0,W
22,1,1809.38085938,1725.49914551,0,1,106,104,-1,39,0,3,4,-1,2,0,-1,-1,-1,3,3,0,-6,-1,-10,0,1,0,W
23,1,1809.38085938,1725.49914551,0,1,114,112,-2,39,0,3,4,-1,2,0,-1,-1,-1,3,3,0,-6,-1,-10,0,1,0,W
24,1,1809.38085938,1725.49914551,1,1,111,110,-3,40,1,3,4,-1,3,0,0,0,-1,3,3,0,-6,-1,-10,0,1,0,W
25,1,1809.38085938,1725.49914551,1,1,116,115,-3,42,2,3,4,-1,4,0,0,1,-1,3,3,0,-6,-1,-10,0,1,0,W
26,1,1809.38085938,1725.49914551,1,1,115,114,-3,43,2,4,4,-1,4,0,0,1,-1,2,3,-2,-5,-1,-12,0,1,0,W
27,1,1809.38085938,1725.49914551,1,1,121,120,-4,43,2,4,4,-1,4,0,0,1,-1,2,3,-1,-5,-1,-12,0,1,0,W
28,1,1809.38085938,1725.49914551,1,1,113,112,-4,39,3,4,4,-1,5,0,0,1,0,2,3,-1,-5,-1,-12,0,1,0,W
29,1,1809.38085938,1725.49914551,1,1,112,111,-4,39,3,4,4,-1,5,0,0,1,0,2,3,-2,-5,-1,-12,0,1,0,W
30,1,1809.38085938,1725.49914551,1,1,128,127,-4,40,3,4,4,-1,5,0,0,1,0,2,4,-1,-5,-1,-12,0,1,0,W
31,1,1809.38085938,1725.49914551,1,1,136,134,-3,42,4,5,4,-1,6,0,0,2,0,2,4,-1,-5,-1,-13,0,1,0,W
