minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1696.46069336,1804.58984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
1,1,1696.46069336,1804.58984375,0,0,-18,-16,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,D
2,1,1696.46069336,1804.58984375,0,0,-20,-18,-3,-5,-1,-1,0,0,-1,0,-1,-1,0,0,0,0,0,1,1,0,0,0,D
3,1,1696.46069336,1804.58984375,0,0,-26,-23,-4,-8,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,D
4,1,1696.46069336,1804.58984375,0,0,-33,-30,-4,-16,0,-2,-1,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,D
5,1,1696.46069336,1804.58984375,0,0,-33,-30,-4,-18,0,-3,-1,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,D
6,1,1696.46069336,1804.58984375,0,0,-29,-26,-4,-16,0,-3,-1,0,0,0,0,0,0,0,0,2,0,1,4,1,0,0,D
7,1,1696.46069336,1804.58984375,0,0,-29,-27,-3,-20,0,-4,-1,0,0,0,0,0,0,1,1,2,-1,0,5,1,0,0,D
8,1,1696.46069336,1804.58984375,0,0,-24,-22,-3,-20,0,-4,-1,0,0,0,0,0,0,1,1,2,-1,-1,5,1,0,0,D
9,1,1696.46069336,1804.58984375,0,0,-31,-29,-3,-22,0,-4,-1,0,0,0,0,0,0,1,2,2,-1,-1,5,1,0,0,D
10,1,1696.46069336,1804.58984375,0,0,-36,-32,-5,-23,0,-4,-1,0,0,0,0,0,0,1,2,2,-1,-1,5,1,0,0,D
11,1,1696.46069336,1804.58984375,0,0,-38,-34,-6,-22,0,-4,-1,0,0,0,0,0,0,1,2,2,-2,-1,5,1,0,0,D
12,1,1696.46069336,1804.58984375,0,0,-41,-36,-7,-23,0,-4,-1,0,0,0,0,0,0,1,2,3,-2,-1,5,1,0,0,D
13,1,1696.46069336,1804.58984375,0,0,-48,-42,-7,-25,0,-4,-1,0,0,0,0,0,0,0,2,3,-2,-1,5,1,0,0,D
14,1,1696.46069336,1804.58984375,0,0,-54,-47,-8,-26,-1,-4,-1,-1,-1,0,-1,-1,0,0,2,3,-2,-1,5,1,0,0,D
15,1,1696.46069336,1804.58984375,0,0,-49,-43,-6,-21,-1,-3,-1,-1,-1,0,-1,-1,0,0,2,4,-2,-1,5,1,0,0,D
16,1,1696.46069336,1804.58984375,0,0,-59,-52,-7,-26,-1,-4,-1,-1,-1,0,-1,-1,0,0,2,4,-2,-1,6,1,0,0,D
17,1,1696.46069336,1804.58984375,0,0,-63,-56,-6,-25,-1,-4,-1,-1,-1,0,-1,-1,0,0,2,4,-2,-1,6,1,0,0,D
18,1,1696.46069336,1804.58984375,0,0,-68,-61,-6,-25,-1,-4,-1,-1,-1,0,-1,-1,0,0,1,4,-2,-1,6,1,0,0,D
19,1,1696.46069336,1804.58984375,0,0,-64,-58,-5,-23,0,-4,-1,-1,0,0,-1,0,0,0,1,4,-2,-1,6,1,0,0,D
20,1,1696.46069336,1804.58984375,0,0,-64,-58,-6,-20,0,-2,1,-1,0,0,-1,0,0,0,1,3,-2,-1,4,1,0,0,D
21,1,1696.46069336,1804.58984375,0,0,-69,-63,-7,-18,0,-1,1,-1,0,0,-1,0,0,0,1,3,-2,-1,4,1,0,0,D
22,1,1696.46069336,1804.58984375,0,0,-70,-64,-7,-20,-1,-1,1,-1,-1,0,-1,-1,0,0,1,3,-2,-1,7,1,0,0,D
23,1,1696.46069336,1804.58984375,0,0,-70,-64,-7,-23,-2,-4,-1,-1,-3,0,-2,-1,0,0,1,3,-2,-1,9,1,0,0,D
24,1,1696.46069336,1804.58984375,0,0,-75,-69,-5,-20,-2,-3,-1,-1,-3,0,-2,-1,0,0,0,3,-2,-1,8,1,0,0,D
25,1,1696.46069336,1804.58984375,0,0,-78,-71,-6,-20,-2,-3,-1,-1,-3,0,-2,-1,0,0,0,3,-2,-1,8,1,0,0,D
26,1,1696.46069336,1804.58984375,0,0,-76,-68,-6,-19,-2,-3,-1,-1,-3,0,-2,-1,0,-1,0,4,-1,-1,8,1,0,0,D
27,1,1696.46069336,1804.58984375,0,0,-69,-61,-6,-15,-2,-1,-1,-1,-3,0,-2,-1,0,-1,0,4,-1,-1,7,1,0,0,D
28,1,1696.46069336,1804.58984375,0,0,-66,-58,-5,-7,-2,0,-1,-1,-3,0,-2,-1,0,-2,0,3,0,-1,6,1,0,0,D
29,1,1696.46069336,1804.58984375,0,0,-76,-68,-4,-6,-2,0,-1,-1,-3,0,-2,-1,0,-2,0,3,0,-1,6,1,0,0,D
30,1,1696.46069336,1804.58984375,0,0,-73,-65,-5,-4,-1,0,-1,-1,-2,0,-2,0,0,-3,1,4,1,-1,6,1,0,0,D
31,1,1696.46069336,1804.58984375,0,0,-81,-71,-7,-5,-1,0,-1,-1,-2,0,-2,0,0,-2,0,4,0,0,6,0,0,0,D
32,1,1696.46069336,1804.58984375,0,0,-77,-67,-6,2,-1,0,-1,-1,-2,0,-2,0,0,-1,-1,4,-1,0,6,1,0,0,D
