minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1763.5567627,1810.02111816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
1,1,1763.5567627,1810.02111816,0,0,-14,-14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
2,1,1763.5567627,1810.02111816,0,0,-14,-14,-1,2,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,D
3,1,1763.5567627,1810.02111816,0,0,-14,-14,1,2,-1,-1,-1,0,-2,0,-1,-1,0,0,-1,1,0,0,1,-1,0,0,D
4,1,1763.5567627,1810.02111816,0,0,-18,-18,1,4,0,-1,-1,0,-1,0,0,0,0,-1,-1,1,0,1,1,-1,0,0,D
5,1,1763.5567627,1810.02111816,0,0,-23,-21,-1,4,0,-1,-1,0,-1,0,0,0,0,-1,-1,0,0,1,1,-1,0,0,D
6,1,1763.5567627,1810.02111816,0,0,-23,-21,-2,2,0,-2,-1,0,-1,0,0,0,0,-1,-1,0,0,2,2,-1,0,0,D
7,1,1763.5567627,1810.02111816,0,0,-29,-27,-2,-5,0,-3,-2,0,-1,0,0,0,0,-1,-2,1,0,2,3,-1,0,0,D
8,1,1763.5567627,1810.02111816,0,0,-22,-20,-1,1,0,-3,-2,0,-1,0,0,0,0,-1,-3,1,0,2,3,-1,0,0,D
9,1,1763.5567627,1810.02111816,0,0,-19,-17,0,4,0,-3,-2,0,-1,0,0,0,0,-1,-3,1,0,2,3,-1,0,0,D
10,1,1763.5567627,1810.02111816,0,0,-14,-13,1,9,1,-3,-2,0,0,0,1,1,0,-1,-3,1,0,2,3,-1,0,0,D
11,1,1763.5567627,1810.02111816,0,0,-17,-15,0,10,1,-2,-1,0,0,0,1,1,0,-1,-4,1,-1,2,3,-1,0,0,D
12,1,1763.5567627,1810.02111816,0,0,-21,-18,-2,11,1,-1,-1,0,0,0,1,1,0,-1,-4,1,-1,3,3,-1,0,0,D
13,1,1763.5567627,1810.02111816,0,0,-21,-18,-1,8,1,-3,-2,0,0,0,1,1,0,-1,-4,1,-1,3,4,-1,0,0,D
14,1,1763.5567627,1810.02111816,0,0,-22,-18,-3,10,1,-3,-2,0,0,0,1,1,0,-1,-4,0,-1,3,2,-1,0,0,D
15,1,1763.5567627,1810.02111816,0,0,-20,-18,-2,13,1,-3,-2,0,0,0,1,1,0,-1,-4,0,-1,3,1,0,0,0,D
16,1,1763.5567627,1810.02111816,0,0,-18,-16,-4,12,1,-3,-2,0,0,0,1,1,0,-1,-4,1,-1,3,1,0,0,0,D
17,1,1763.5567627,1810.02111816,0,0,-22,-21,-4,14,1,-3,-2,0,0,0,1,1,0,-1,-4,1,-1,2,1,0,0,0,D
18,1,1763.5567627,1810.02111816,0,0,-21,-21,-2,17,1,-2,-1,0,0,0,1,1,0,-1,-4,1,-1,2,0,0,0,0,D
19,1,1763.5567627,1810.02111816,0,0,-24,-24,-2,17,1,-2,-1,0,1,0,1,2,0,-1,-4,1,-1,2,0,0,0,0,D
20,1,1763.5567627,1810.02111816,0,0,-29,-28,-3,17,0,-2,-1,0,0,0,1,1,0,-1,-5,1,-1,2,-1,0,0,0,D
21,1,1763.5567627,1810.02111816,0,0,-34,-32,-2,15,0,-2,-1,0,0,0,1,1,0,-2,-6,1,0,2,-1,0,0,0,D
22,1,1763.5567627,1810.02111816,0,0,-32,-30,-2,19,0,0,0,0,0,0,1,1,0,-2,-6,1,0,2,-1,0,0,0,D
23,1,1763.5567627,1810.02111816,0,0,-31,-29,-2,20,1,0,0,0,1,0,1,1,0,-2,-6,1,0,2,-1,0,1,0,D
24,1,1763.5567627,1810.02111816,0,0,-30,-28,-2,17,1,0,0,0,1,0,1,1,0,-4,-6,2,1,2,-1,0,1,0,D
25,1,1763.5567627,1810.02111816,0,0,-27,-25,-2,17,1,0,0,0,1,0,1,1,0,-4,-6,2,1,2,-1,1,1,0,D
26,1,1763.5567627,1810.02111816,0,0,-36,-34,-2,16,1,0,0,0,1,0,1,1,0,-4,-6,2,1,2,-1,1,1,0,D
27,1,1763.5567627,1810.02111816,0,0,-39,-37,-2,19,1,0,0,0,1,0,1,1,0,-5,-6,2,1,2,-1,1,1,0,D
28,1,1763.5567627,1810.02111816,0,0,-43,-42,-1,19,1,0,0,0,0,0,1,0,0,-5,-5,3,1,2,-1,1,1,0,D
30,1,1763.5567627,1810.02111816,0,0,-42,-42,0,22,1,0,0,0,0,0,1,0,0,-6,-5,4,1,2,-1,1,0,0,D
32,1,1763.5567627,1810.02111816,0,0,-48,-48,0,22,1,0,0,0,1,0,1,0,0,-6,-5,4,2,2,-1,1,0,0,D
33,1,1763.5567627,1810.02111816,0,0,-50,-50,-1,18,1,1,0,0,1,0,1,0,0,-6,-6,4,2,3,-1,1,0,0,D
34,1,1763.5567627,1810.02111816,0,0,-36,-36,-1,19,1,1,0,0,1,0,1,0,0,-6,-6,4,2,3,-1,2,0,0,D
35,1,1763.5567627,1810.02111816,0,0,-36,-36,-2,19,1,1,0,0,1,0,1,0,0,-5,-7,4,2,2,-1,3,0,0,D
36,1,1763.5567627,1810.02111816,0,0,-38,-38,-2,18,1,1,0,0,1,0,1,0,0,-5,-7,3,2,2,-1,3,0,0,D
37,1,1763.5567627,1810.02111816,0,0,-43,-43,-1,15,0,1,0,0,0,0,0,-1,0,-4,-7,3,1,2,-1,3,0,0,D
38,1,1763.5567627,1810.02111816,0,0,-55,-55,-1,13,-1,1,0,0,-1,0,0,-2,0,-4,-7,3,1,2,-1,3,0,0,D
39,1,1763.5567627,1810.02111816,0,0,-49,-49,-1,19,-1,1,0,0,-1,0,0,-2,0,-4,-7,3,1,2,-1,3,0,0,D
42,1,1763.5567627,1810.02111816,0,0,-52,-51,-2,20,-1,2,0,0,-1,0,0,-2,0,-4,-7,3,1,2,-2,4,0,0,D
43,1,1763.5567627,1810.02111816,0,0,-61,-60,-3,18,-1,2,0,0,-1,0,0,-2,0,-4,-7,4,1,2,-2,4,0,0,D
44,1,1763.5567627,1810.02111816,0,0,-63,-63,-2,19,-1,2,0,0,-1,0,0,-2,0,-5,-5,5,2,2,-2,4,0,0,D
45,1,1763.5567627,1810.02111816,0,0,-59,-59,-2,19,-1,2,0,0,-1,0,0,-2,0,-5,-6,5,2,1,-2,4,0,0,D
46,1,1763.5567627,1810.02111816,0,0,-53,-53,-1,22,-1,3,0,0,-1,0,0,-2,0,-5,-6,5,2,1,-3,4,0,0,D
47,1,1763.5567627,1810.02111816,0,0,-45,-46,0,26,-1,4,1,0,-1,0,0,-2,0,-5,-6,5,2,1,-4,4,0,0,D
48,1,1763.5567627,1810.02111816,0,0,-33,-34,0,32,-1,5,1,0,-1,0,0,-2,0,-5,-6,5,2,1,-4,4,0,0,D
45,2,1763.5567627,1810.02111816,0,0,-33,-34,0,32,-1,5,1,0,-1,0,0,-2,0,-5,-6,5,2,1,-4,4,0,0,D
46,2,1763.5567627,1810.02111816,0,0,-27,-29,2,37,-1,5,1,0,-1,0,0,-2,0,-5,-7,3,2,1,-5,4,0,0,D
47,2,1763.5567627,1810.02111816,0,0,-25,-27,1,40,-1,5,1,0,-1,0,0,-2,0,-5,-7,3,1,1,-7,4,0,0,D
48,2,1763.5567627,1810.02111816,0,0,-23,-26,2,40,-1,5,1,0,-1,0,0,-2,0,-5,-7,3,1,1,-7,4,0,0,D
49,2,1763.5567627,1810.02111816,0,0,-15,-18,1,45,0,6,1,0,0,0,1,-1,0,-5,-7,3,1,1,-9,4,0,0,D
50,2,1763.5567627,1810.02111816,0,0,-20,-23,1,48,0,7,1,0,0,0,1,-1,0,-5,-6,3,1,1,-9,4,0,0,D
51,2,1763.5567627,1810.02111816,0,0,-16,-19,0,48,0,7,1,0,0,0,1,-1,0,-5,-7,3,1,1,-9,4,0,0,D
52,2,1763.5567627,1810.02111816,0,0,-20,-23,1,48,0,7,1,0,0,0,1,-1,0,-5,-7,3,1,1,-9,4,0,0,D
53,2,1763.5567627,1810.02111816,0,0,-24,-28,2,49,1,7,1,0,2,0,2,1,0,-5,-7,3,2,1,-9,4,0,0,D
54,2,1763.5567627,1810.02111816,0,0,-26,-29,1,46,1,5,0,0,2,0,2,1,0,-5,-6,3,2,1,-8,4,0,0,D
55,2,1763.5567627,1810.02111816,0,0,-37,-40,1,42,1,4,0,0,2,0,2,1,0,-5,-6,3,2,1,-8,4,1,0,D
