minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1601.21459961,1817.98852539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
1,1,1601.21459961,1817.98852539,0,0,-13,-12,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
2,1,1601.21459961,1817.98852539,0,0,-12,-11,-3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,W
3,1,1601.21459961,1817.98852539,0,0,-2,-3,-2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,W
4,1,1601.21459961,1817.98852539,0,0,2,1,-3,12,0,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,W
5,1,1601.21459961,1817.98852539,0,0,-10,-10,-4,10,-1,2,0,0,-1,0,0,-1,0,0,1,0,0,-1,-1,0,0,0,W
6,1,1601.21459961,1817.98852539,0,0,-12,-12,-4,6,-1,1,0,0,-1,0,0,-1,0,0,1,0,0,-1,0,0,0,0,W
7,1,1601.21459961,1817.98852539,0,0,-8,-8,-4,3,-2,0,-1,0,-2,0,-1,-1,0,0,1,0,0,-1,0,0,0,0,W
8,1,1601.21459961,1817.98852539,0,0,-6,-7,-2,4,-2,1,-1,0,-2,0,-1,-1,0,0,1,0,1,0,0,0,0,0,W
9,1,1601.21459961,1817.98852539,0,0,-11,-12,-3,6,-1,3,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,W
10,1,1601.21459961,1817.98852539,0,0,-19,-20,-3,0,-1,2,0,0,-1,0,0,-1,0,0,1,0,1,0,0,0,0,0,W
11,1,1601.21459961,1817.98852539,0,0,-18,-18,-4,-4,-1,1,-1,0,-1,0,0,-1,0,0,0,0,1,0,1,0,0,0,W
12,1,1601.21459961,1817.98852539,0,0,-18,-18,-4,-4,-1,1,-1,0,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,W
13,1,1601.21459961,1817.98852539,0,0,-18,-18,-4,-3,-1,1,-1,0,0,0,0,-1,0,0,0,0,1,-1,1,0,0,0,W
14,1,1601.21459961,1817.98852539,0,0,-18,-18,-3,-3,-1,0,-1,0,0,0,0,-1,0,0,0,0,1,-1,2,0,0,0,W
15,1,1601.21459961,1817.98852539,0,0,-12,-14,-1,-1,-1,0,-1,0,0,0,0,-1,0,0,0,0,1,-1,2,0,0,0,W
16,1,1601.21459961,1817.98852539,0,0,-1,-5,1,4,-1,1,-1,0,0,0,0,-1,0,0,0,0,1,-1,2,0,0,0,W
17,1,1601.21459961,1817.98852539,0,0,7,2,3,6,-1,2,0,0,0,0,0,-1,0,0,0,-1,1,-2,1,0,0,0,W
18,1,1601.21459961,1817.98852539,0,0,16,10,4,8,-1,2,0,0,0,0,0,-1,0,0,0,-1,1,-2,1,0,0,0,W
19,1,1601.21459961,1817.98852539,0,0,11,5,4,6,-2,2,0,0,-1,0,0,-2,0,0,-1,-1,1,-2,1,0,0,0,W
20,1,1601.21459961,1817.98852539,0,0,14,8,4,2,-2,1,0,0,-1,0,0,-2,0,0,-1,-1,2,-1,3,0,0,0,W
21,1,1601.21459961,1817.98852539,0,0,27,21,4,4,-1,1,0,0,0,0,1,-1,0,0,-1,-1,2,-2,3,0,0,0,W
