minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1872.11791992,1713.96020508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
1,1,1872.11791992,1713.96020508,0,0,4,3,3,2,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,W
2,1,1872.11791992,1713.96020508,0,0,4,2,4,4,0,1,0,0,0,0,0,0,0,0,1,-1,1,1,0,0,0,0,W
3,1,1872.11791992,1713.96020508,0,0,7,4,6,5,0,2,1,0,0,0,0,0,0,0,1,0,1,1,-1,0,0,0,W
4,1,1872.11791992,1713.96020508,0,0,-12,-15,6,-1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,W
5,1,1872.11791992,1713.96020508,0,0,-21,-23,5,-2,0,2,1,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,W
6,1,1872.11791992,1713.96020508,0,0,-32,-33,2,-2,0,2,1,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,W
7,1,1872.11791992,1713.96020508,0,0,-37,-37,1,-9,0,2,1,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,W
8,1,1872.11791992,1713.96020508,0,0,-24,-25,1,-3,0,2,1,0,0,0,0,0,0,1,0,0,0,1,-3,0,0,0,W
9,1,1872.11791992,1713.96020508,0,0,-14,-16,2,1,0,3,1,0,0,0,0,0,0,1,0,1,0,1,-3,0,0,0,W
10,1,1872.11791992,1713.96020508,0,1,-17,-18,1,0,-1,3,1,-1,-1,0,-1,-1,0,1,0,1,0,1,-3,0,0,0,W
11,1,1872.11791992,1713.96020508,0,1,-17,-18,2,2,-1,3,1,-1,-1,0,-1,-1,0,1,0,1,0,1,-3,0,0,0,W
12,1,1872.11791992,1713.96020508,0,1,-11,-12,1,0,-1,3,1,-1,-1,0,-1,-1,0,1,0,1,0,1,-3,0,0,0,W
13,1,1872.11791992,1713.96020508,0,1,-6,-8,2,2,0,3,1,-1,0,0,0,0,0,1,0,1,0,1,-3,0,0,0,W
14,1,1872.11791992,1713.96020508,0,1,4,0,3,6,1,3,2,-1,1,0,1,0,0,1,0,1,0,1,-3,0,0,0,W
15,1,1872.11791992,1713.96020508,0,1,5,0,3,6,1,3,2,-1,1,0,1,0,0,1,-1,1,0,1,-3,0,0,0,W
16,1,1872.11791992,1713.96020508,0,1,9,4,3,11,1,4,2,-1,1,0,1,0,0,1,-1,2,0,1,-3,0,0,0,W
17,1,1872.11791992,1713.96020508,0,1,7,3,2,10,1,4,2,-1,1,0,1,0,0,1,-1,2,0,1,-3,0,0,0,W
18,1,1872.11791992,1713.96020508,0,1,19,14,3,21,2,4,2,0,2,0,2,1,0,1,-1,2,-1,1,-4,0,0,0,W
19,1,1872.11791992,1713.96020508,0,1,31,27,2,21,2,4,2,0,2,0,2,1,0,2,-1,2,-1,1,-4,0,0,0,W
20,1,1872.11791992,1713.96020508,0,1,38,34,2,25,1,5,3,-1,1,0,1,1,-1,3,-1,2,-1,1,-3,0,0,0,W
21,1,1872.11791992,1713.96020508,0,1,40,36,3,27,1,6,3,-1,1,0,1,1,-1,3,-1,1,-1,1,-3,0,0,0,W
22,1,1872.11791992,1713.96020508,0,1,32,27,5,31,1,6,3,-1,1,0,1,1,-1,4,-2,2,-1,2,-4,0,0,0,W
23,1,1872.11791992,1713.96020508,0,1,33,28,5,31,1,6,3,-1,1,0,1,1,-1,4,-2,2,-1,2,-4,-1,0,0,W
24,1,1872.11791992,1713.96020508,0,1,41,34,7,38,1,7,3,-1,1,0,1,1,-1,4,-2,2,-1,2,-4,-1,0,0,W
26,1,1872.11791992,1713.96020508,1,1,41,34,7,41,1,10,6,-1,2,0,2,1,-1,4,-2,0,-1,2,-7,-1,0,0,W
27,1,1872.11791992,1713.96020508,1,1,37,30,7,42,2,10,6,0,3,0,3,1,-1,4,-2,0,-1,2,-8,-1,0,0,W
28,1,1872.11791992,1713.96020508,1,1,39,32,7,41,2,10,6,0,3,0,3,1,-1,4,-2,0,-1,2,-8,-1,0,0,W
29,1,1872.11791992,1713.96020508,1,1,42,35,8,35,2,10,6,0,3,0,3,1,-1,3,-2,1,0,2,-8,-1,0,0,W
