minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1633.25549316,1643.91918945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
1,1,1633.25549316,1643.91918945,0,0,-4,-5,0,-2,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,W
2,1,1633.25549316,1643.91918945,0,0,-6,-7,0,-5,-1,-2,-1,0,-1,0,-1,-1,0,0,1,1,0,0,0,0,0,0,W
3,1,1633.25549316,1643.91918945,0,0,-12,-13,1,-4,-1,-2,-1,0,-1,0,-1,-1,0,0,1,1,0,0,0,0,0,0,W
4,1,1633.25549316,1643.91918945,0,0,-9,-10,1,-2,-1,0,0,0,-1,0,-1,-1,0,0,1,1,0,0,-1,0,0,0,W
5,1,1633.25549316,1643.91918945,0,0,-13,-14,1,-6,-1,1,0,0,-1,0,-1,-1,0,0,1,1,0,0,-2,0,0,0,W
6,1,1633.25549316,1643.91918945,0,0,-9,-9,1,-6,0,2,1,0,0,0,0,-1,0,0,1,1,0,1,-2,0,0,0,W
7,1,1633.25549316,1643.91918945,0,0,-11,-12,3,-7,0,0,1,0,0,0,0,-1,0,2,1,1,-1,1,-2,0,0,0,W
8,1,1633.25549316,1643.91918945,0,0,-22,-23,3,-9,0,0,1,0,0,0,0,-1,0,2,1,1,-1,1,-2,0,0,0,W
9,1,1633.25549316,1643.91918945,0,0,-39,-40,3,-24,0,-1,1,0,0,0,0,-1,0,3,1,1,-2,1,0,0,0,0,W
10,1,1633.25549316,1643.91918945,0,0,-56,-56,2,-36,-1,-2,1,0,-1,0,0,-2,0,3,1,1,-2,2,0,0,0,0,W
11,1,1633.25549316,1643.91918945,0,0,-67,-67,3,-37,-1,-2,1,0,-1,0,0,-2,0,3,1,1,-2,2,0,0,0,0,W
12,1,1633.25549316,1643.91918945,0,0,-73,-73,4,-40,-1,-3,1,0,-2,0,-1,-3,0,3,1,0,-2,1,1,0,0,0,W
13,1,1633.25549316,1643.91918945,0,0,-73,-72,3,-37,-1,-3,1,0,-2,0,-1,-3,0,3,0,0,-3,1,1,0,0,0,W
14,1,1633.25549316,1643.91918945,0,0,-76,-75,3,-38,-1,-2,1,0,-2,0,-1,-3,0,3,0,-1,-3,1,0,0,0,0,W
15,1,1633.25549316,1643.91918945,0,0,-76,-75,3,-39,-2,-3,0,0,-3,0,-2,-3,0,3,0,0,-3,1,1,0,0,0,W
16,1,1633.25549316,1643.91918945,0,0,-84,-83,4,-37,-2,-3,0,0,-3,0,-2,-3,0,3,0,0,-3,1,1,0,0,0,W
17,1,1633.25549316,1643.91918945,0,0,-87,-85,4,-40,-2,-4,0,0,-3,0,-2,-3,0,3,0,0,-3,1,1,0,0,0,W
18,1,1633.25549316,1643.91918945,0,0,-76,-74,5,-39,-2,-4,0,0,-3,0,-2,-3,0,3,0,0,-3,1,1,0,0,0,W
20,1,1633.25549316,1643.91918945,0,0,-75,-73,4,-41,-2,-4,0,0,-3,0,-2,-3,0,3,-1,0,-4,1,1,0,1,0,W
21,1,1633.25549316,1643.91918945,0,1,-75,-73,4,-42,-3,-5,0,0,-4,-1,-2,-3,0,3,-1,0,-4,1,1,0,1,0,W
22,1,1633.25549316,1643.91918945,0,1,-70,-69,5,-41,-3,-5,0,0,-4,-1,-2,-3,0,3,0,0,-4,1,1,0,1,0,W
23,1,1633.25549316,1643.91918945,0,1,-68,-67,5,-35,-2,-4,0,0,-2,-1,-1,-2,0,3,0,0,-5,2,-1,0,1,0,W
24,1,1633.25549316,1643.91918945,0,1,-69,-68,5,-32,-2,-3,1,0,-2,-1,-1,-2,0,3,0,0,-5,2,-2,0,1,0,W
25,1,1633.25549316,1643.91918945,0,1,-69,-68,4,-32,-2,-2,1,0,-2,-1,-1,-2,0,3,1,-1,-5,2,-3,0,1,0,W
26,1,1633.25549316,1643.91918945,0,1,-78,-76,3,-40,-3,-2,1,0,-3,-1,-1,-3,0,3,1,-1,-5,2,-2,0,1,0,W
27,1,1633.25549316,1643.91918945,0,1,-78,-76,4,-42,-3,-2,1,0,-3,-1,-1,-3,0,3,1,-3,-5,2,-2,0,1,0,W
28,1,1633.25549316,1643.91918945,0,1,-77,-75,4,-44,-3,-3,0,0,-3,-1,-1,-3,0,3,1,-3,-5,2,-1,0,1,0,W
29,1,1633.25549316,1643.91918945,0,1,-70,-68,4,-40,-2,-4,-1,0,-2,-1,0,-3,1,3,1,-2,-5,2,0,0,1,0,W
30,1,1633.25549316,1643.91918945,0,1,-68,-66,3,-39,-2,-3,-1,0,-2,-1,0,-3,1,3,1,-2,-4,2,0,0,1,0,W
31,1,1633.25549316,1643.91918945,0,1,-77,-76,4,-40,-4,-3,-1,0,-3,-1,-1,-4,1,3,1,-2,-4,3,1,0,1,0,W
32,1,1633.25549316,1643.91918945,0,1,-77,-76,5,-40,-4,-3,-1,0,-4,-1,-1,-5,1,3,1,-2,-4,3,1,0,1,0,W
33,1,1633.25549316,1643.91918945,0,1,-93,-92,5,-44,-5,-5,-1,0,-5,-1,-2,-6,1,3,2,-2,-4,3,2,0,1,0,W
34,1,1633.25549316,1643.91918945,0,1,-97,-97,4,-42,-5,-5,-1,0,-5,-1,-2,-6,1,3,2,-1,-4,4,2,0,1,0,W
36,1,1633.25549316,1643.91918945,0,1,-92,-92,5,-37,-5,-5,-1,0,-5,-1,-2,-6,1,3,2,0,-4,4,2,0,1,-1,W
37,1,1633.25549316,1643.91918945,0,1,-92,-92,5,-37,-5,-5,-1,0,-3,-1,-1,-6,1,3,2,0,-4,4,2,0,1,-1,W
38,1,1633.25549316,1643.91918945,0,1,-89,-88,5,-32,-5,-3,0,0,-3,-1,-1,-6,1,3,2,-1,-4,3,1,0,1,-1,W
39,1,1633.25549316,1643.91918945,0,1,-87,-86,6,-30,-5,-2,0,0,-3,-1,-1,-6,1,3,2,-2,-4,3,-1,0,1,-1,W
40,1,1633.25549316,1643.91918945,0,1,-73,-73,7,-22,-5,-2,0,0,-2,-1,0,-5,1,3,1,-2,-4,4,-1,0,1,-1,W
41,1,1633.25549316,1643.91918945,0,1,-67,-68,8,-19,-5,-1,1,0,-2,-1,0,-5,1,3,1,-3,-4,4,-3,0,1,-1,W
43,1,1633.25549316,1643.91918945,0,1,-63,-64,8,-10,-5,2,1,0,-2,-1,0,-5,1,3,1,-4,-4,4,-4,0,1,-1,W
44,1,1633.25549316,1643.91918945,0,1,-61,-62,8,-9,-4,2,1,0,-2,-1,0,-5,1,3,1,-5,-4,4,-4,0,1,-1,W
45,1,1633.25549316,1643.91918945,0,1,-63,-63,6,-11,-5,2,1,0,-3,-1,0,-6,1,3,1,-6,-4,4,-3,0,1,-1,W
46,1,1633.25549316,1643.91918945,0,1,-64,-63,5,-16,-5,0,0,0,-3,-1,0,-6,1,3,2,-6,-4,4,-2,0,1,-1,W
47,1,1633.25549316,1643.91918945,1,1,-62,-61,6,-13,-4,1,0,1,-2,0,0,-5,1,3,1,-6,-4,4,-2,0,1,-1,W
48,1,1633.25549316,1643.91918945,1,1,-65,-64,6,-13,-4,1,0,1,-2,0,0,-5,1,3,1,-5,-4,4,-2,0,1,-1,W
45,2,1633.25549316,1643.91918945,1,1,-65,-64,5,-13,-4,1,0,1,-2,0,0,-5,1,3,1,-5,-4,4,-2,0,1,-1,W
46,2,1633.25549316,1643.91918945,1,1,-71,-70,4,-7,-4,1,0,1,-2,0,0,-5,1,2,1,-5,-5,4,-2,0,1,-1,W
47,2,1633.25549316,1643.91918945,1,1,-71,-70,5,-1,-4,3,0,1,-2,0,0,-5,1,2,0,-5,-5,3,-3,0,1,-1,W
48,2,1633.25549316,1643.91918945,1,1,-80,-78,5,-2,-4,3,0,1,-2,0,0,-5,1,2,1,-5,-5,4,-3,0,1,-1,W
49,2,1633.25549316,1643.91918945,1,1,-73,-71,5,-1,-4,3,0,1,-2,0,0,-5,1,2,1,-5,-5,4,-3,0,1,-1,W
50,2,1633.25549316,1643.91918945,1,1,-82,-80,5,2,-4,4,0,1,-2,0,0,-5,1,2,1,-5,-5,4,-3,0,1,-1,W
51,2,1633.25549316,1643.91918945,1,1,-80,-79,6,2,-4,5,0,2,-1,0,2,-4,1,2,1,-5,-5,4,-3,0,1,-1,W
52,2,1633.25549316,1643.91918945,1,1,-79,-76,4,0,-5,5,0,2,-2,0,1,-5,1,2,1,-5,-5,4,-3,0,1,-1,W
53,2,1633.25549316,1643.91918945,1,1,-76,-72,3,2,-4,6,0,2,-1,0,2,-4,1,3,1,-5,-6,4,-3,0,0,-1,W
54,2,1633.25549316,1643.91918945,1,1,-76,-72,3,2,-4,5,0,2,-1,0,2,-4,1,3,1,-5,-6,5,-3,1,0,-1,W
55,2,1633.25549316,1643.91918945,1,1,-72,-68,3,5,-4,5,0,2,-1,0,2,-4,1,3,0,-5,-6,5,-3,1,0,-1,W
56,2,1633.25549316,1643.91918945,1,1,-75,-71,4,3,-5,5,0,2,-2,0,1,-5,1,3,0,-5,-6,5,-3,1,0,-1,W
57,2,1633.25549316,1643.91918945,1,1,-70,-66,3,4,-5,5,0,2,-2,0,1,-5,1,3,0,-5,-6,5,-3,1,0,-1,W
58,2,1633.25549316,1643.91918945,1,1,-61,-57,3,9,-4,5,0,2,-1,0,2,-4,1,3,1,-5,-6,5,-4,1,0,-1,W
59,2,1633.25549316,1643.91918945,1,1,-55,-52,4,15,-4,5,0,2,-1,0,2,-4,1,3,1,-5,-6,5,-4,1,0,-1,W
60,2,1633.25549316,1643.91918945,1,1,-52,-49,4,17,-4,5,0,2,-1,0,2,-4,1,3,2,-5,-6,5,-4,1,0,-1,W
61,2,1633.25549316,1643.91918945,1,1,-58,-55,4,11,-5,5,0,2,-2,0,1,-5,1,3,2,-5,-6,5,-2,1,0,-1,W
62,2,1633.25549316,1643.91918945,1,1,-53,-50,4,14,-5,5,0,2,-2,0,1,-5,1,3,2,-5,-6,5,-2,1,0,-1,W
63,2,1633.25549316,1643.91918945,1,1,-54,-50,3,13,-6,5,0,2,-3,0,1,-6,1,3,2,-5,-6,5,-2,1,0,-1,W
64,2,1633.25549316,1643.91918945,1,1,-62,-58,4,10,-6,5,0,2,-3,0,1,-6,1,3,2,-5,-6,5,-2,1,0,-1,W
