minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1637.36486816,1573.8828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
1,1,1637.36486816,1573.8828125,0,0,-4,-2,-1,-4,-1,0,0,0,-1,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,L
2,1,1637.36486816,1573.8828125,0,0,-5,-2,-2,-6,-1,0,0,0,-1,0,-1,-1,0,0,-1,-1,0,0,1,1,0,0,L
3,1,1637.36486816,1573.8828125,0,0,-7,-4,-3,-8,-1,0,0,0,-1,0,-1,-1,0,0,-2,-1,0,0,1,1,0,0,L
4,1,1637.36486816,1573.8828125,0,0,-7,-4,-2,-7,-1,0,0,0,-1,0,-1,-1,0,0,-2,-1,0,0,1,1,0,0,L
5,1,1637.36486816,1573.8828125,0,0,-8,-6,-1,-12,-1,-1,0,0,-1,0,-1,-1,0,0,-2,-1,0,0,1,1,0,0,L
6,1,1637.36486816,1573.8828125,0,0,2,4,-1,-8,-1,-1,0,0,-1,0,-1,-1,0,0,-2,-1,0,0,-1,1,0,0,L
7,1,1637.36486816,1573.8828125,0,0,3,5,-1,-6,-1,-1,0,0,-1,0,-1,-1,0,0,-2,-1,0,0,-1,1,0,0,L
8,1,1637.36486816,1573.8828125,0,0,4,6,-2,-4,0,0,0,0,0,0,0,-1,0,0,-2,-1,0,0,-1,1,0,0,L
9,1,1637.36486816,1573.8828125,0,0,-3,-1,-2,-14,0,0,0,0,0,0,0,-1,0,1,-2,-1,0,2,1,1,0,0,L
10,1,1637.36486816,1573.8828125,0,0,2,4,-1,-12,0,1,0,0,0,0,0,-1,0,1,-2,-1,0,1,1,1,-1,0,L
11,1,1637.36486816,1573.8828125,0,0,9,11,-1,-9,0,2,1,0,0,0,0,-1,0,1,-2,-1,0,1,-1,1,-1,0,L
12,1,1637.36486816,1573.8828125,0,0,16,18,-2,-11,0,1,1,0,0,0,0,-1,0,1,-2,-1,0,1,0,1,-1,0,L
13,1,1637.36486816,1573.8828125,0,0,19,21,-2,-7,0,2,1,0,0,0,0,-1,0,1,-2,-1,0,1,-1,1,-1,0,L
14,1,1637.36486816,1573.8828125,0,0,23,23,-2,-8,0,2,1,0,0,0,0,-1,0,1,0,-1,0,1,-1,1,-1,0,L
15,1,1637.36486816,1573.8828125,0,0,29,29,-2,-3,0,3,1,0,0,0,0,-1,0,1,0,-1,0,1,-2,1,-1,0,L
16,1,1637.36486816,1573.8828125,0,0,33,33,-4,4,0,4,2,0,0,0,0,-1,0,1,0,-1,0,2,-3,1,-1,0,L
17,1,1637.36486816,1573.8828125,0,0,35,35,-4,2,0,4,2,0,0,0,0,-1,0,0,0,-2,1,2,-3,2,-1,0,L
18,1,1637.36486816,1573.8828125,0,0,40,38,-2,1,0,4,2,0,0,0,0,-1,0,0,0,-1,1,2,-3,2,-1,0,L
19,1,1637.36486816,1573.8828125,0,0,45,42,-2,1,0,4,2,0,0,0,0,-1,0,0,0,-1,1,2,-3,2,-1,0,L
20,1,1637.36486816,1573.8828125,0,0,42,38,-2,2,0,4,2,0,0,0,0,-1,0,0,0,0,1,2,-3,2,-1,0,L
21,1,1637.36486816,1573.8828125,0,0,45,40,-1,6,1,4,2,0,1,0,0,-1,0,0,0,0,1,2,-4,2,-1,0,L
22,1,1637.36486816,1573.8828125,0,0,54,49,-1,10,1,5,3,0,1,0,0,-1,0,0,0,-1,1,2,-5,2,-1,0,L
23,1,1637.36486816,1573.8828125,0,0,58,52,0,14,1,5,3,0,1,0,0,-1,0,0,1,-1,1,2,-5,2,-1,0,L
24,1,1637.36486816,1573.8828125,0,0,63,57,0,15,1,5,3,0,1,0,0,-1,0,0,1,-1,1,2,-5,2,-1,0,L
25,1,1637.36486816,1573.8828125,0,0,67,61,0,19,1,5,3,0,1,0,0,-1,0,0,1,-1,1,2,-6,2,-1,0,L
26,1,1637.36486816,1573.8828125,0,0,61,56,-1,11,1,4,3,0,1,0,0,-1,0,0,0,-1,1,3,-5,2,-2,0,L
27,1,1637.36486816,1573.8828125,0,0,62,57,0,11,1,4,3,0,1,0,0,-1,0,0,-1,-1,1,3,-4,2,-2,0,L
28,1,1637.36486816,1573.8828125,0,0,62,57,0,9,1,4,3,0,1,0,0,-1,0,1,-1,0,1,3,0,2,-2,0,L
29,1,1637.36486816,1573.8828125,0,0,65,60,0,4,1,3,3,0,0,0,-1,-2,0,1,-1,1,1,3,3,2,-2,0,L
30,1,1637.36486816,1573.8828125,0,1,66,61,0,5,0,3,3,-1,-1,0,-2,-2,-1,1,0,1,1,3,3,2,-2,0,L
31,1,1637.36486816,1573.8828125,0,1,76,71,0,6,0,3,3,-1,-1,0,-2,-2,-1,2,0,1,0,3,3,2,-2,0,L
32,1,1637.36486816,1573.8828125,0,1,80,75,-1,10,1,4,3,-1,0,0,-1,-1,-1,2,0,1,0,3,2,2,-2,0,L
35,1,1637.36486816,1573.8828125,0,1,79,75,-3,8,0,3,2,-1,-1,0,-2,-1,-1,1,1,0,1,3,2,2,-2,0,L
36,1,1637.36486816,1573.8828125,0,2,79,75,-3,8,0,3,2,-1,-2,0,-3,-1,-1,1,1,0,1,3,2,2,-2,0,L
37,1,1637.36486816,1573.8828125,0,2,81,77,-2,9,0,3,2,-1,-2,0,-3,-1,-1,1,1,0,1,3,1,2,-2,0,L
38,1,1637.36486816,1573.8828125,0,2,93,87,-1,12,0,3,2,-1,-2,0,-3,-1,-1,2,1,0,0,3,1,2,-2,0,L
39,1,1637.36486816,1573.8828125,0,2,101,95,0,13,0,3,2,-1,-2,0,-3,-1,-1,2,2,0,0,3,1,2,-2,0,L
40,1,1637.36486816,1573.8828125,0,2,101,95,-2,15,0,3,2,-1,-2,0,-3,-1,-1,2,3,0,0,3,1,2,-2,0,L
41,1,1637.36486816,1573.8828125,0,2,107,101,-2,14,0,3,2,-1,-2,0,-3,-1,-1,3,3,0,-1,3,1,2,-1,0,L
42,1,1637.36486816,1573.8828125,0,2,114,109,-3,12,0,3,2,-1,-2,0,-3,-1,-1,3,3,-1,-1,3,1,2,-1,0,L
43,1,1637.36486816,1573.8828125,0,2,123,118,-3,16,0,3,2,-1,-2,0,-3,-1,-1,2,3,-1,0,3,1,2,-1,0,L
44,1,1637.36486816,1573.8828125,0,2,126,121,-3,22,1,5,3,-1,-1,0,-2,0,-1,2,3,-2,0,3,1,2,-1,0,L
45,1,1637.36486816,1573.8828125,0,2,126,121,-4,20,1,5,3,-1,-1,0,-2,0,-1,2,3,-2,0,3,2,2,-1,0,L
46,1,1637.36486816,1573.8828125,0,2,134,128,-2,22,1,5,3,-1,-1,0,-2,0,-1,1,3,-2,0,3,2,2,-1,0,L
47,1,1637.36486816,1573.8828125,0,2,136,130,-2,28,2,7,4,-1,1,0,0,1,-1,1,3,-2,0,3,-1,2,-1,0,L
48,1,1637.36486816,1573.8828125,0,2,136,130,-3,28,2,7,4,-1,1,0,0,1,-1,1,3,-2,0,3,-1,2,-1,0,L
