minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1577.60510254,1648.52258301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
1,1,1577.60510254,1648.52258301,0,0,-4,-3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
2,1,1577.60510254,1648.52258301,0,0,-17,-16,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
3,1,1577.60510254,1648.52258301,0,0,-16,-15,0,-2,0,-1,0,0,-1,0,-1,0,0,0,1,0,0,0,1,0,0,0,L
4,1,1577.60510254,1648.52258301,0,0,-12,-11,-1,-3,0,-1,0,0,-1,0,-1,0,0,0,1,1,0,0,2,0,0,0,L
5,1,1577.60510254,1648.52258301,0,0,0,-1,0,2,0,-1,0,0,-1,0,-1,0,0,0,1,1,0,0,2,0,0,0,L
6,1,1577.60510254,1648.52258301,0,0,12,11,-1,7,0,0,0,0,-1,0,-1,0,0,0,1,0,0,0,1,0,0,0,L
7,1,1577.60510254,1648.52258301,0,0,16,14,0,9,0,1,0,0,-1,0,-1,0,0,0,1,0,1,0,1,0,0,0,L
8,1,1577.60510254,1648.52258301,0,0,15,14,-2,8,0,1,0,0,-1,0,-1,0,0,0,1,0,1,0,1,0,0,0,L
9,1,1577.60510254,1648.52258301,0,0,34,33,-2,20,0,2,0,0,-1,0,-1,0,0,0,1,0,1,0,0,0,0,0,L
10,1,1577.60510254,1648.52258301,0,0,36,34,-1,22,0,2,0,0,-1,0,-1,0,0,0,1,0,1,0,0,0,0,0,L
11,1,1577.60510254,1648.52258301,0,0,27,25,0,23,0,2,0,0,-1,0,-1,0,0,0,1,0,1,0,0,0,0,0,L
12,1,1577.60510254,1648.52258301,0,0,41,37,3,24,0,2,0,0,-1,0,-1,0,0,0,1,0,1,-1,0,0,0,0,L
13,1,1577.60510254,1648.52258301,0,0,54,50,3,30,1,2,0,0,0,0,0,1,0,0,1,0,1,-2,0,0,0,0,L
