minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1941.67919922,1745.77001953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
1,1,1941.67919922,1745.77001953,0,0,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
2,1,1941.67919922,1745.77001953,0,0,23,22,1,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,W
3,1,1941.67919922,1745.77001953,0,0,28,27,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
4,1,1941.67919922,1745.77001953,0,0,31,30,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,W
5,1,1941.67919922,1745.77001953,0,0,25,24,0,6,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,W
6,1,1941.67919922,1745.77001953,0,0,16,16,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,W
7,1,1941.67919922,1745.77001953,0,0,14,14,-1,-4,0,-2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,W
8,1,1941.67919922,1745.77001953,0,0,27,26,0,-6,0,-3,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,W
9,1,1941.67919922,1745.77001953,0,0,36,34,1,-2,0,-2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,W
10,1,1941.67919922,1745.77001953,0,0,36,34,0,-1,0,-2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,W
11,1,1941.67919922,1745.77001953,0,0,35,34,-1,1,1,-1,-1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,W
12,1,1941.67919922,1745.77001953,0,0,29,28,-1,1,1,-1,-1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,W
13,1,1941.67919922,1745.77001953,0,0,37,35,-1,3,1,-1,-1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,W
14,1,1941.67919922,1745.77001953,0,0,40,37,0,5,1,0,-1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,W
15,1,1941.67919922,1745.77001953,0,0,47,43,1,11,1,0,-1,0,1,0,1,0,0,1,1,1,-1,-1,0,0,0,0,W
16,1,1941.67919922,1745.77001953,0,0,47,43,1,11,1,0,-1,0,1,0,1,0,0,1,0,1,-1,-1,0,0,0,0,W
17,1,1941.67919922,1745.77001953,0,0,59,55,1,15,1,0,-1,0,1,0,1,0,0,0,1,1,-1,-1,-1,0,0,0,W
18,1,1941.67919922,1745.77001953,0,0,54,50,2,13,1,-1,-1,0,1,0,1,0,0,0,1,1,-1,-1,0,0,0,0,W
19,1,1941.67919922,1745.77001953,0,0,43,40,1,11,1,-2,-1,0,0,0,1,-1,0,0,1,1,-1,-2,1,0,0,0,W
20,1,1941.67919922,1745.77001953,0,0,50,46,2,15,1,-2,-1,0,0,0,1,-1,0,0,0,1,-1,-2,-1,0,0,0,W
21,1,1941.67919922,1745.77001953,0,0,52,48,2,18,1,0,0,0,1,0,2,-1,0,0,0,1,-1,-2,-3,0,0,0,W
22,1,1941.67919922,1745.77001953,0,0,53,50,0,16,0,0,0,-1,1,0,2,-1,0,0,0,1,-1,-2,-3,0,0,0,W
23,1,1941.67919922,1745.77001953,0,0,49,46,2,17,0,0,0,-1,1,0,2,-1,0,0,0,1,-1,-2,-3,-1,0,0,W
24,1,1941.67919922,1745.77001953,0,0,55,52,2,17,0,0,0,-1,1,0,2,-1,0,0,0,1,-2,-2,-3,-1,0,0,W
25,1,1941.67919922,1745.77001953,0,0,62,59,2,19,0,0,0,-1,1,0,2,-1,0,1,0,1,-3,-2,-3,-1,0,0,W
26,1,1941.67919922,1745.77001953,0,0,56,54,1,19,0,0,0,-1,1,0,2,-1,0,2,0,1,-2,-2,-3,-1,0,0,W
27,1,1941.67919922,1745.77001953,0,0,55,53,1,17,0,-1,-1,-1,-2,0,-1,-4,0,1,0,1,-2,-2,-3,-1,0,0,W
28,1,1941.67919922,1745.77001953,0,0,63,61,0,19,0,-1,-1,-1,-2,0,-1,-4,0,1,0,1,-2,-2,-3,-1,0,0,W
29,1,1941.67919922,1745.77001953,0,0,73,71,0,24,0,0,0,-1,-2,0,-1,-4,0,1,0,1,-2,-2,-3,-1,0,0,W
30,1,1941.67919922,1745.77001953,0,0,84,81,0,29,0,2,0,-1,-2,0,-1,-4,0,1,0,1,-2,-2,-6,-1,0,0,W
31,1,1941.67919922,1745.77001953,0,0,91,88,-2,32,0,3,0,-1,-2,0,-1,-4,0,1,0,1,-2,-2,-7,-1,0,0,W
32,1,1941.67919922,1745.77001953,0,0,109,105,-1,48,0,5,0,-1,-2,0,-1,-4,0,1,-1,1,-2,-3,-9,-1,0,0,W
33,1,1941.67919922,1745.77001953,0,0,118,112,1,55,2,5,1,-1,0,0,0,-3,0,1,-1,2,-2,-3,-9,-1,0,0,W
34,1,1941.67919922,1745.77001953,0,0,111,106,0,58,2,6,1,-1,0,0,0,-3,0,0,-1,1,-2,-3,-11,-1,0,0,W
35,1,1941.67919922,1745.77001953,1,0,110,105,0,60,3,6,1,0,1,0,1,-3,1,0,-1,1,-2,-3,-11,-1,0,0,W
36,1,1941.67919922,1745.77001953,1,0,105,100,0,60,3,6,1,0,1,0,1,-3,1,0,-1,1,-2,-3,-11,-1,0,0,W
37,1,1941.67919922,1745.77001953,1,0,108,103,-1,61,3,6,1,0,1,0,1,-3,1,0,0,1,-2,-2,-11,-1,0,0,W
38,1,1941.67919922,1745.77001953,1,0,93,88,-1,61,3,6,1,0,1,0,1,-3,1,0,0,1,-2,-2,-11,-1,0,0,W
39,1,1941.67919922,1745.77001953,1,0,86,81,-1,61,3,6,1,0,1,0,1,-3,1,0,0,1,-2,-2,-11,-1,0,0,W
40,1,1941.67919922,1745.77001953,1,0,91,86,-1,63,3,6,1,0,1,0,1,-3,1,0,0,1,-2,-2,-11,-1,0,0,W
