minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1703.63354492,1897.84472656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
1,1,1703.63354492,1897.84472656,0,0,-11,-9,-1,1,0,0,0,0,0,0,0,0,0,-1,0,-2,1,0,0,0,0,0,L
2,1,1703.63354492,1897.84472656,0,0,-13,-11,0,-8,0,-1,0,0,0,0,0,0,0,-1,-1,-2,1,1,3,0,0,0,L
3,1,1703.63354492,1897.84472656,0,0,-22,-21,1,-8,0,-1,0,0,0,0,0,0,0,-1,0,-2,1,1,3,0,0,0,L
4,1,1703.63354492,1897.84472656,0,1,-27,-26,1,-10,-1,-1,0,0,-1,0,-1,-1,0,-1,0,-2,1,1,3,0,0,0,L
5,1,1703.63354492,1897.84472656,0,1,-25,-25,0,-7,-1,-1,0,0,-1,0,-1,-1,0,-1,0,-1,1,1,3,0,0,0,L
6,1,1703.63354492,1897.84472656,0,1,-35,-34,-2,-17,-1,-1,0,0,-1,0,-1,-1,0,-2,0,-1,1,1,3,0,0,0,L
7,1,1703.63354492,1897.84472656,0,1,-43,-41,-2,-18,-1,-1,0,0,-1,0,-1,-1,0,-2,0,-1,1,1,3,0,0,0,L
8,1,1703.63354492,1897.84472656,0,1,-35,-33,-3,-19,-1,-1,0,0,-1,0,-1,-1,0,-2,0,-1,1,1,3,0,0,0,L
9,1,1703.63354492,1897.84472656,0,1,-23,-22,-2,-17,-1,0,0,0,-1,0,-1,-1,0,-2,1,-1,1,1,2,0,0,0,L
10,1,1703.63354492,1897.84472656,0,1,-40,-38,-3,-29,-2,0,0,0,-2,0,-2,-2,0,-3,1,-2,1,2,3,0,0,0,L
11,1,1703.63354492,1897.84472656,0,1,-47,-45,-3,-32,-2,-1,0,0,-3,0,-3,-3,0,-3,2,-2,1,3,4,0,0,0,L
12,1,1703.63354492,1897.84472656,0,1,-66,-65,-3,-33,-2,-1,0,0,-3,0,-3,-3,0,-4,4,-2,2,3,4,0,0,0,L
13,1,1703.63354492,1897.84472656,0,1,-57,-56,-3,-36,-3,-2,0,0,-4,-1,-3,-4,0,-4,3,-3,2,2,4,0,0,0,L
14,1,1703.63354492,1897.84472656,0,1,-53,-51,-4,-39,-3,-2,0,0,-4,-1,-3,-4,0,-5,3,-3,1,2,4,0,0,0,L
15,1,1703.63354492,1897.84472656,0,1,-37,-36,-3,-39,-3,-2,0,0,-4,-1,-3,-4,0,-5,3,-3,1,2,4,0,0,0,L
16,1,1703.63354492,1897.84472656,0,1,-32,-31,-3,-37,-3,-2,0,0,-4,-1,-3,-4,0,-5,3,-3,1,2,3,0,0,0,L
17,1,1703.63354492,1897.84472656,0,1,-25,-25,-2,-35,-3,-2,0,0,-4,-1,-3,-4,0,-4,3,-3,1,2,2,0,0,0,L
18,1,1703.63354492,1897.84472656,0,1,-25,-25,-2,-33,-3,-1,0,0,-4,-1,-3,-4,0,-4,3,-2,1,2,0,0,0,0,L
19,1,1703.63354492,1897.84472656,0,1,-21,-21,-3,-30,-2,0,1,0,-2,-1,-3,-4,0,-4,3,-2,1,1,-1,0,0,0,L
20,1,1703.63354492,1897.84472656,0,1,-14,-15,-3,-32,-2,0,1,0,-2,-1,-3,-4,0,-4,4,-2,1,1,-1,0,0,0,L
