minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,2016.34301758,1851.3026123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
1,1,2016.34301758,1851.3026123,0,0,-1,-1,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
2,1,2016.34301758,1851.3026123,0,0,14,13,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
3,1,2016.34301758,1851.3026123,0,0,7,6,-1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,W
4,1,2016.34301758,1851.3026123,0,0,0,-3,1,11,0,3,0,0,0,0,0,0,0,0,-1,-1,0,-1,-2,0,0,0,W
5,1,2016.34301758,1851.3026123,0,0,8,5,1,14,0,3,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,0,0,0,W
6,1,2016.34301758,1851.3026123,0,0,8,6,0,13,0,3,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-2,0,0,0,W
7,1,2016.34301758,1851.3026123,0,0,26,23,1,25,1,4,0,0,1,0,0,1,0,0,-2,-1,-1,-1,-3,0,0,0,W
8,1,2016.34301758,1851.3026123,0,0,31,28,0,25,1,4,0,0,1,0,0,1,0,0,-2,-2,-1,-1,-3,0,0,0,W
9,1,2016.34301758,1851.3026123,0,0,40,38,-1,27,1,4,0,0,1,0,0,1,0,0,-2,-4,-1,-2,-3,0,0,0,W
10,1,2016.34301758,1851.3026123,0,0,41,39,-2,31,1,4,0,0,1,0,0,1,0,0,-2,-3,-1,-2,-3,0,0,0,W
11,1,2016.34301758,1851.3026123,0,0,26,26,-4,18,1,1,0,0,1,0,0,1,0,0,-2,-3,-1,-2,-1,0,0,0,W
12,1,2016.34301758,1851.3026123,0,0,22,22,-3,13,1,0,0,0,1,0,0,1,0,-1,-3,-3,0,-2,-1,0,0,0,W
13,1,2016.34301758,1851.3026123,0,0,25,25,-2,11,1,0,0,0,1,0,0,1,0,-2,-3,-3,0,-2,-1,0,0,0,W
14,1,2016.34301758,1851.3026123,0,0,31,31,-3,12,1,0,0,0,1,0,0,1,0,-2,-2,-3,0,-2,-1,0,0,0,W
15,1,2016.34301758,1851.3026123,0,0,31,31,-5,15,1,0,0,0,1,0,0,1,0,-2,-2,-3,0,-2,-2,0,0,0,W
16,1,2016.34301758,1851.3026123,0,0,29,29,-6,17,2,1,1,0,2,0,1,1,0,-2,-1,-2,0,-2,-2,1,0,0,W
17,1,2016.34301758,1851.3026123,0,0,28,29,-7,17,2,1,1,0,2,0,1,1,0,-2,-1,-2,0,-2,-2,1,0,0,W
18,1,2016.34301758,1851.3026123,0,0,48,49,-7,21,2,1,1,0,2,0,1,1,0,-2,-1,-2,0,-2,-2,1,0,0,W
19,1,2016.34301758,1851.3026123,0,0,56,57,-8,23,3,2,1,0,3,0,2,2,0,-2,-1,-1,0,-2,-2,1,0,0,W
20,1,2016.34301758,1851.3026123,0,0,64,65,-8,22,3,2,1,0,3,0,2,2,0,-2,0,-1,0,-2,-2,0,0,0,W
21,1,2016.34301758,1851.3026123,0,0,62,63,-9,19,3,2,1,0,3,0,2,2,0,-2,0,-1,0,-2,-2,1,0,0,W
22,1,2016.34301758,1851.3026123,0,0,73,74,-9,22,3,3,1,0,4,0,3,3,0,-2,0,-1,0,-2,-2,1,0,0,W
23,1,2016.34301758,1851.3026123,0,0,80,82,-10,22,2,3,1,0,3,0,3,2,0,-2,0,-2,0,-2,-2,1,0,0,W
24,1,2016.34301758,1851.3026123,0,0,84,86,-11,22,3,3,1,0,4,0,3,3,0,-1,-1,-2,-1,-2,-2,1,0,0,W
25,1,2016.34301758,1851.3026123,0,0,87,89,-12,22,3,3,1,0,4,0,3,3,0,-1,-1,-2,-1,-3,-2,1,0,0,W
26,1,2016.34301758,1851.3026123,0,0,99,101,-12,23,3,3,1,0,4,0,3,3,0,0,-1,-2,-2,-3,-2,1,0,0,W
