minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1702.65136719,1564.53796387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
1,1,1702.65136719,1564.53796387,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,W
2,1,1702.65136719,1564.53796387,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,0,0,0,0,W
3,1,1702.65136719,1564.53796387,0,0,-6,-6,0,5,0,0,0,0,0,0,0,0,0,1,0,0,-1,-2,0,0,0,0,W
4,1,1702.65136719,1564.53796387,0,0,12,11,1,5,0,0,0,0,0,0,0,0,0,1,0,0,-1,-2,0,0,0,0,W
5,1,1702.65136719,1564.53796387,0,0,13,12,1,7,1,0,0,0,1,0,0,1,0,0,0,0,-1,-2,0,0,0,0,W
6,1,1702.65136719,1564.53796387,0,0,13,12,1,7,1,0,0,0,1,0,0,1,0,0,0,0,-1,-2,0,0,0,0,W
7,1,1702.65136719,1564.53796387,0,0,0,0,-1,7,1,0,0,0,1,0,0,1,0,0,0,1,-1,-2,0,0,0,0,W
8,1,1702.65136719,1564.53796387,0,0,-8,-8,0,2,0,-1,0,0,0,0,-1,0,0,0,0,1,-1,-2,0,0,0,0,W
9,1,1702.65136719,1564.53796387,0,0,-6,-7,2,3,0,-1,0,0,0,0,-1,0,0,0,0,1,-1,-2,0,0,0,0,W
10,1,1702.65136719,1564.53796387,0,0,-17,-17,0,-1,0,-1,0,0,0,0,-1,0,0,-1,0,2,-1,0,0,0,0,0,W
11,1,1702.65136719,1564.53796387,0,0,-11,-11,1,-2,0,-1,0,0,0,0,-1,0,0,-1,1,1,-1,0,0,0,0,0,W
12,1,1702.65136719,1564.53796387,0,0,-16,-15,-1,0,0,0,0,0,0,0,-1,0,0,-1,2,1,-1,0,0,0,0,0,W
13,1,1702.65136719,1564.53796387,0,0,-22,-21,0,0,0,0,0,0,0,0,-1,0,0,-1,2,1,-1,0,0,0,0,0,W
14,1,1702.65136719,1564.53796387,0,0,-30,-28,0,-9,0,0,0,0,0,0,-1,0,0,-1,2,1,-1,1,0,0,0,0,W
15,1,1702.65136719,1564.53796387,0,0,-35,-33,0,-10,0,-1,0,0,0,0,-1,0,0,-1,2,2,-1,1,1,0,0,0,W
16,1,1702.65136719,1564.53796387,0,0,-31,-29,0,-7,1,-2,0,0,1,0,0,1,0,-1,3,2,-1,2,1,0,0,0,W
17,1,1702.65136719,1564.53796387,0,0,-32,-30,-1,-7,1,-2,0,0,1,0,0,1,0,-1,4,2,-1,2,1,0,0,0,W
18,1,1702.65136719,1564.53796387,0,0,-40,-37,-2,-10,1,-3,0,0,1,0,0,1,0,-1,3,2,-2,2,2,0,0,0,W
19,1,1702.65136719,1564.53796387,0,0,-37,-34,-1,-1,1,-3,0,0,1,0,0,1,0,-2,4,1,-1,3,1,0,0,0,W
20,1,1702.65136719,1564.53796387,0,0,-45,-42,-1,-2,1,-3,0,0,1,0,0,1,0,-2,4,1,-1,3,1,0,0,0,W
21,1,1702.65136719,1564.53796387,0,0,-61,-58,-1,-8,1,-4,0,0,1,0,0,1,0,-3,3,1,-1,3,2,0,0,0,W
22,1,1702.65136719,1564.53796387,0,0,-54,-51,-2,-5,1,-4,0,0,1,0,1,1,0,-2,3,1,-1,2,3,0,0,0,W
23,1,1702.65136719,1564.53796387,1,0,-54,-50,-3,-4,2,-4,0,0,2,0,2,2,0,-2,3,1,0,2,3,0,0,0,W
24,1,1702.65136719,1564.53796387,1,0,-57,-53,-3,-4,2,-4,0,0,2,0,2,2,0,-2,3,1,0,2,3,0,0,0,W
25,1,1702.65136719,1564.53796387,1,0,-50,-45,-4,-7,2,-5,0,0,2,0,2,2,0,-2,3,0,0,2,3,0,0,0,W
26,1,1702.65136719,1564.53796387,1,0,-36,-32,-4,0,2,-5,0,0,2,0,2,2,0,-2,3,0,0,1,3,0,0,0,W
27,1,1702.65136719,1564.53796387,1,0,-35,-31,-3,3,2,-5,0,0,2,0,2,2,0,-2,3,-1,0,1,3,0,0,0,W
28,1,1702.65136719,1564.53796387,1,0,-27,-23,-3,7,2,-5,0,0,2,0,2,2,0,-2,3,-2,0,1,2,0,0,0,W
29,1,1702.65136719,1564.53796387,1,0,-37,-33,-3,9,2,-5,0,0,2,0,2,2,0,-2,3,-2,0,1,2,0,0,0,W
30,1,1702.65136719,1564.53796387,1,0,-28,-24,-3,7,2,-5,0,0,2,0,2,2,0,-2,3,-2,0,1,2,0,0,0,W
31,1,1702.65136719,1564.53796387,1,0,-29,-24,-4,12,3,-5,0,0,3,0,3,3,0,-2,3,-2,0,1,2,0,0,0,W
32,1,1702.65136719,1564.53796387,1,0,-37,-30,-6,6,3,-5,0,0,3,0,3,3,0,-2,3,-2,0,1,3,0,0,0,W
33,1,1702.65136719,1564.53796387,1,1,-41,-34,-5,3,2,-6,0,-1,2,0,2,2,0,-2,3,-2,0,0,3,0,0,0,W
34,1,1702.65136719,1564.53796387,1,1,-41,-34,-5,3,2,-6,0,-1,2,0,2,2,0,-2,3,-2,0,0,3,0,0,0,W
35,1,1702.65136719,1564.53796387,1,1,-40,-34,-4,1,2,-7,0,-1,2,0,2,2,0,-3,3,-2,0,0,3,0,0,0,W
36,1,1702.65136719,1564.53796387,1,1,-45,-38,-4,-2,2,-7,0,-1,2,0,2,2,0,-3,3,-2,0,0,3,0,0,0,W
37,1,1702.65136719,1564.53796387,1,1,-43,-36,-4,-1,-1,-7,0,-1,-1,-1,1,-1,0,-3,3,-2,0,1,2,0,0,0,W
38,1,1702.65136719,1564.53796387,1,1,-38,-30,-5,1,-1,-7,0,-1,-1,-1,1,-1,0,-2,3,-2,0,1,2,0,0,0,W
39,1,1702.65136719,1564.53796387,1,1,-38,-30,-5,5,-2,-7,0,-1,-2,-1,0,-2,0,-2,3,-2,0,0,2,0,0,0,W
40,1,1702.65136719,1564.53796387,1,1,-33,-25,-5,9,-3,-7,0,-1,-3,-1,-1,-2,-1,-2,3,-2,0,0,2,0,0,0,W
41,1,1702.65136719,1564.53796387,1,1,-39,-31,-6,9,-3,-7,0,-1,-3,-1,-1,-2,-1,-2,3,-2,0,0,2,0,0,0,W
42,1,1702.65136719,1564.53796387,1,1,-37,-28,-7,6,-3,-7,0,-1,-3,-1,-1,-2,-1,-2,3,-2,1,0,2,0,0,0,W
43,1,1702.65136719,1564.53796387,1,1,-38,-28,-8,6,-4,-8,-1,-1,-4,-1,-2,-3,-1,-2,3,-2,0,0,2,0,0,0,W
44,1,1702.65136719,1564.53796387,1,1,-48,-38,-8,2,-4,-8,-1,-1,-4,-1,-2,-3,-1,-2,3,-2,0,0,2,0,1,0,W
45,1,1702.65136719,1564.53796387,1,1,-61,-49,-10,-5,-4,-9,-1,-1,-4,-1,-2,-3,-1,-1,3,-2,0,0,2,0,1,0,W
46,1,1702.65136719,1564.53796387,1,1,-65,-54,-10,-4,-4,-10,-1,-1,-4,-1,-2,-3,-1,-1,3,-1,0,0,2,0,1,0,W
47,1,1702.65136719,1564.53796387,1,1,-74,-63,-10,-8,-4,-11,-1,-1,-4,-1,-2,-3,-1,-1,3,-1,0,0,2,0,1,0,W
45,2,1702.65136719,1564.53796387,1,1,-74,-63,-10,-8,-4,-11,-1,-1,-4,-1,-2,-3,-1,-1,3,-1,0,0,2,0,1,0,W
46,2,1702.65136719,1564.53796387,1,1,-61,-50,-9,-1,-4,-11,-1,-1,-4,-1,-2,-3,-1,-2,3,-1,0,-1,1,0,1,0,W
