minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,2044.88427734,1723.14575195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
1,1,2044.88427734,1723.14575195,0,0,-13,-12,-2,-14,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,3,0,0,0,L
2,1,2044.88427734,1723.14575195,0,0,3,4,-2,-13,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,3,0,0,0,L
3,1,2044.88427734,1723.14575195,0,0,2,3,-1,-14,-1,0,0,-1,0,0,0,0,0,0,0,-2,0,0,3,0,0,0,L
4,1,2044.88427734,1723.14575195,0,0,7,8,-1,-10,0,0,0,-1,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,L
5,1,2044.88427734,1723.14575195,0,0,11,11,-1,-17,-1,-2,0,-1,-1,0,-1,-1,0,-1,0,-4,1,0,4,0,0,0,L
6,1,2044.88427734,1723.14575195,0,0,18,18,-2,-9,-2,-2,0,-2,-2,0,-2,-1,-1,-1,0,-4,1,0,3,0,0,0,L
7,1,2044.88427734,1723.14575195,0,0,18,18,-2,-10,-2,-2,0,-2,-2,0,-2,-1,-1,-2,0,-3,2,0,3,0,0,0,L
8,1,2044.88427734,1723.14575195,0,0,12,12,-3,-11,-2,-3,-1,-2,-1,0,-2,0,-1,-2,0,-3,2,0,3,0,0,0,L
9,1,2044.88427734,1723.14575195,0,0,18,17,-2,-5,-2,-3,-1,-2,-1,0,-2,0,-1,-2,-1,-4,2,0,1,0,0,0,L
10,1,2044.88427734,1723.14575195,0,0,20,19,-2,0,-1,-1,1,-2,0,0,-1,1,-1,-2,-1,-5,2,1,-3,0,0,0,L
11,1,2044.88427734,1723.14575195,0,0,36,33,0,1,-1,-1,1,-2,0,0,-1,1,-1,-2,-1,-5,2,1,-3,0,0,0,L
12,1,2044.88427734,1723.14575195,0,0,40,37,-1,2,-1,-1,1,-2,0,0,-1,1,-1,-2,0,-6,2,1,-3,0,0,0,L
13,1,2044.88427734,1723.14575195,0,0,45,42,0,4,0,-1,1,-2,1,0,0,1,0,-2,-1,-5,2,1,-2,0,0,0,L
14,1,2044.88427734,1723.14575195,0,0,51,48,-1,5,0,-1,1,-2,1,0,0,1,0,-2,-1,-5,2,1,-2,0,0,0,L
15,1,2044.88427734,1723.14575195,0,0,54,52,-2,6,0,-1,1,-2,1,0,0,1,0,-2,0,-5,2,1,-2,0,0,0,L
16,1,2044.88427734,1723.14575195,0,1,53,52,-3,4,-1,-1,1,-3,0,0,-1,1,0,-2,0,-5,2,1,-1,0,0,0,L
17,1,2044.88427734,1723.14575195,0,1,56,55,-3,4,-1,-1,1,-3,0,0,-1,1,0,-2,0,-5,2,1,-1,0,0,0,L
18,1,2044.88427734,1723.14575195,0,1,62,61,-3,12,-1,-1,1,-3,0,0,-1,1,0,-2,0,-4,2,1,-3,0,0,0,L
19,1,2044.88427734,1723.14575195,0,1,69,68,-4,16,-1,0,1,-3,0,0,-1,1,0,-2,0,-4,2,1,-3,0,0,0,L
20,1,2044.88427734,1723.14575195,0,1,78,76,-3,16,-1,0,1,-3,0,0,-1,1,0,-2,0,-4,2,1,-3,0,0,0,L
