minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1636.13635254,1643.52062988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
1,1,1636.13635254,1643.52062988,0,0,17,15,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,L
2,1,1636.13635254,1643.52062988,0,0,21,19,2,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,L
3,1,1636.13635254,1643.52062988,0,0,16,15,1,6,-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,L
4,1,1636.13635254,1643.52062988,0,1,13,12,1,2,-2,-1,-1,0,-2,0,0,-1,0,-2,0,0,0,0,1,0,0,0,L
5,1,1636.13635254,1643.52062988,0,1,15,13,2,4,-2,-1,-1,0,-2,0,0,-1,0,-2,-1,0,0,0,0,0,0,0,L
6,1,1636.13635254,1643.52062988,0,1,20,18,1,5,-2,-1,-1,0,-1,0,0,0,0,-3,-1,0,1,-1,0,0,0,0,L
7,1,1636.13635254,1643.52062988,0,1,33,30,1,9,-2,-1,-1,0,-1,0,0,0,0,-3,-1,1,1,-3,0,0,0,0,L
8,1,1636.13635254,1643.52062988,0,1,42,38,2,11,-2,-1,-1,0,-1,0,0,0,0,-2,-1,1,0,-3,0,0,0,0,L
9,1,1636.13635254,1643.52062988,0,1,42,39,1,15,-2,-1,-1,0,-1,0,0,0,0,-2,-2,1,0,-3,0,1,0,0,L
10,1,1636.13635254,1643.52062988,0,1,47,45,1,18,-2,-1,-1,0,-1,0,0,0,0,-2,0,1,0,-3,-2,1,0,0,L
11,1,1636.13635254,1643.52062988,0,1,56,52,4,16,-2,-1,-1,0,-1,0,0,0,0,-2,0,0,0,-2,-2,1,0,0,L
12,1,1636.13635254,1643.52062988,0,1,75,70,5,22,-1,0,-1,0,0,0,1,1,0,-2,0,0,0,-2,-2,1,0,0,L
13,1,1636.13635254,1643.52062988,0,1,71,67,4,20,-1,0,-1,0,0,0,1,1,0,-2,0,-1,0,-3,-2,1,0,0,L
14,1,1636.13635254,1643.52062988,0,1,59,55,4,17,-2,0,-1,0,-1,0,1,0,0,-2,1,-1,0,-3,-2,1,0,0,L
15,1,1636.13635254,1643.52062988,0,1,55,51,4,16,-2,0,-1,0,-1,0,1,0,0,-2,1,-1,0,-3,-2,1,0,0,L
16,1,1636.13635254,1643.52062988,0,1,66,62,5,16,-2,0,-1,0,-1,0,1,0,0,-2,1,-2,0,-2,-2,1,0,0,L
17,1,1636.13635254,1643.52062988,0,1,71,68,4,17,-2,0,-1,0,-1,0,1,0,0,-1,1,-2,0,-2,-2,1,0,0,L
18,1,1636.13635254,1643.52062988,0,1,63,60,3,19,-2,-1,-1,0,-1,0,1,0,0,-2,1,-2,0,-1,-1,1,0,0,L
19,1,1636.13635254,1643.52062988,0,1,56,54,1,19,-2,-1,-1,0,-1,0,1,0,0,-3,1,-1,1,-1,0,1,0,0,L
20,1,1636.13635254,1643.52062988,0,1,66,65,0,18,-2,-1,-1,0,-1,0,1,0,0,-3,1,-2,2,-1,0,1,0,0,L
21,1,1636.13635254,1643.52062988,0,1,78,76,1,23,-1,-1,-1,0,0,0,1,1,0,-4,1,-2,3,-1,-2,1,0,0,L
22,1,1636.13635254,1643.52062988,0,1,75,73,1,20,-2,-1,-1,0,-1,0,0,0,0,-4,2,-2,3,-1,-2,1,0,0,L
