minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1845.14172363,1832.8918457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
1,1,1845.14172363,1832.8918457,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
2,1,1845.14172363,1832.8918457,0,0,-6,-6,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
3,1,1845.14172363,1832.8918457,0,0,-14,-13,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
4,1,1845.14172363,1832.8918457,0,0,-22,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
5,1,1845.14172363,1832.8918457,0,0,-27,-25,0,-7,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,W
6,1,1845.14172363,1832.8918457,0,0,-19,-17,0,-6,-1,0,-1,-1,-1,-1,0,0,0,0,-2,1,0,0,1,0,0,0,W
7,1,1845.14172363,1832.8918457,0,0,-21,-19,1,-5,-1,0,-1,-1,-1,-1,0,0,0,0,-2,1,0,0,1,0,0,0,W
8,1,1845.14172363,1832.8918457,0,0,-42,-38,-1,-16,-1,0,-1,-1,-1,-1,0,0,0,1,-2,2,0,0,1,0,0,0,W
9,1,1845.14172363,1832.8918457,0,0,-40,-36,-1,-15,-1,1,-1,-1,-1,-1,0,0,0,1,-2,1,0,0,0,0,0,0,W
10,1,1845.14172363,1832.8918457,1,0,-37,-33,-1,-9,0,3,0,-1,0,-1,0,1,0,1,-3,0,0,0,-3,0,0,0,W
11,1,1845.14172363,1832.8918457,1,0,-41,-37,-1,-9,0,3,0,-1,0,-1,0,1,0,1,-3,0,0,0,-3,0,0,0,W
12,1,1845.14172363,1832.8918457,1,0,-44,-39,-1,-11,0,3,0,-1,0,-1,0,1,0,1,-3,-1,0,1,-3,0,0,0,W
13,1,1845.14172363,1832.8918457,1,0,-53,-48,-1,-14,0,3,0,-1,0,-1,0,1,0,2,-3,-1,-1,1,-2,0,0,0,W
14,1,1845.14172363,1832.8918457,1,0,-50,-45,0,-13,0,3,0,-1,0,-1,0,1,0,2,-3,-1,-1,1,-2,0,0,0,W
15,1,1845.14172363,1832.8918457,1,0,-68,-62,-1,-18,-1,2,0,-1,-1,-1,-1,0,0,2,-4,-2,-1,1,-1,0,0,0,W
16,1,1845.14172363,1832.8918457,1,0,-68,-62,-1,-19,-2,2,0,-1,-1,-1,0,0,0,2,-5,-2,-1,1,-2,0,0,0,W
18,1,1845.14172363,1832.8918457,1,0,-67,-61,-1,-20,-2,2,0,-1,-1,-1,0,0,0,2,-5,-2,-1,0,-2,0,0,0,W
19,1,1845.14172363,1832.8918457,1,0,-68,-62,0,-21,-2,2,0,-1,-1,-1,0,0,0,2,-5,-2,-1,0,-2,0,0,0,W
20,1,1845.14172363,1832.8918457,1,0,-72,-66,0,-19,-2,2,0,-1,-1,-1,0,0,0,2,-5,-2,-1,0,-2,1,0,0,W
21,1,1845.14172363,1832.8918457,1,0,-83,-77,0,-23,-2,2,0,-1,-1,-1,0,0,0,2,-5,-2,-1,0,-2,1,0,0,W
22,1,1845.14172363,1832.8918457,1,0,-87,-81,0,-21,-2,2,0,-1,-1,-1,0,0,0,1,-3,-2,0,0,-2,1,0,0,W
23,1,1845.14172363,1832.8918457,1,0,-100,-93,-1,-26,-3,1,0,-1,-2,-1,0,-1,0,1,-3,-3,0,1,-1,1,0,0,W
24,1,1845.14172363,1832.8918457,1,0,-107,-99,-1,-29,-3,1,0,-1,-2,-1,0,-1,0,1,-4,-3,0,1,-1,1,0,0,W
25,1,1845.14172363,1832.8918457,1,0,-119,-111,1,-30,-3,1,0,-1,-2,-1,0,-1,0,1,-4,-3,0,1,-1,1,0,0,W
26,1,1845.14172363,1832.8918457,1,0,-126,-118,3,-37,-6,1,0,-1,-5,-1,0,-4,0,1,-4,-4,-1,1,2,1,0,0,W
