minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1830.57641602,1997.88037109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
1,1,1830.57641602,1997.88037109,0,0,-9,-9,0,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,W
2,1,1830.57641602,1997.88037109,0,0,-6,-5,-1,3,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,W
3,1,1830.57641602,1997.88037109,0,0,-6,-4,-3,3,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,W
4,1,1830.57641602,1997.88037109,0,0,-21,-19,-3,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,W
5,1,1830.57641602,1997.88037109,0,0,-40,-38,-3,-5,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,0,0,0,W
6,1,1830.57641602,1997.88037109,0,0,-44,-42,-3,-3,0,0,0,0,0,0,0,0,0,1,-1,-1,0,1,-1,0,0,0,W
7,1,1830.57641602,1997.88037109,0,0,-41,-40,-2,-4,0,0,0,0,0,0,0,0,0,2,-1,-1,0,1,0,0,0,0,W
8,1,1830.57641602,1997.88037109,0,0,-44,-42,-3,-10,0,-2,-2,0,0,0,0,0,0,2,-1,0,0,1,4,-1,0,0,W
9,1,1830.57641602,1997.88037109,0,0,-40,-38,-2,-10,0,-2,-2,0,0,0,0,0,0,2,-1,0,0,1,4,-1,0,0,W
10,1,1830.57641602,1997.88037109,0,0,-41,-40,-2,-9,-1,-3,-2,0,-1,0,-1,-1,0,2,0,0,0,1,4,-1,0,0,W
11,1,1830.57641602,1997.88037109,0,0,-36,-36,-1,-13,-1,-4,-3,0,-1,0,-1,-1,0,2,0,1,0,1,4,-1,0,0,W
12,1,1830.57641602,1997.88037109,0,0,-48,-48,0,-16,-1,-4,-3,0,-1,0,-1,-1,0,2,0,1,0,1,4,-1,0,0,W
13,1,1830.57641602,1997.88037109,0,0,-54,-54,-1,-19,-1,-4,-3,0,-1,0,-1,-1,0,2,0,1,1,1,4,-1,0,0,W
14,1,1830.57641602,1997.88037109,0,0,-71,-71,-1,-22,-1,-5,-4,0,-1,0,-1,-1,0,2,1,1,1,1,5,-1,0,0,W
15,1,1830.57641602,1997.88037109,0,0,-75,-75,1,-24,-1,-5,-4,0,-1,0,-1,-1,0,2,1,0,1,1,5,-1,0,0,W
16,1,1830.57641602,1997.88037109,0,0,-84,-83,0,-23,0,-5,-4,0,0,0,0,0,0,2,1,0,0,1,5,-1,0,0,W
17,1,1830.57641602,1997.88037109,0,0,-91,-90,0,-27,0,-6,-4,0,0,0,0,0,0,1,0,0,0,1,5,-1,0,0,W
18,1,1830.57641602,1997.88037109,0,0,-109,-108,0,-27,0,-6,-4,0,0,0,0,0,0,1,1,0,0,1,5,-1,0,0,W
19,1,1830.57641602,1997.88037109,0,0,-133,-131,-1,-30,0,-6,-4,0,0,0,0,0,0,1,1,0,0,1,5,-1,0,0,W
20,1,1830.57641602,1997.88037109,0,0,-145,-143,-1,-33,0,-6,-4,0,0,0,0,0,0,1,0,0,0,1,7,-1,0,0,W
21,1,1830.57641602,1997.88037109,0,0,-145,-144,-1,-38,0,-7,-4,0,0,0,0,0,0,1,1,0,-1,1,7,-1,0,0,W
22,1,1830.57641602,1997.88037109,0,0,-138,-139,1,-37,1,-7,-4,0,1,0,1,1,0,1,1,0,-1,1,7,-1,0,0,W
23,1,1830.57641602,1997.88037109,0,0,-152,-153,1,-44,1,-7,-4,0,1,0,1,1,0,1,1,0,-1,2,8,-1,0,0,W
24,1,1830.57641602,1997.88037109,0,0,-152,-153,1,-44,1,-7,-4,0,1,0,1,1,0,1,1,0,-1,2,8,-1,0,0,W
25,1,1830.57641602,1997.88037109,0,0,-144,-145,1,-34,1,-6,-4,0,2,0,1,1,0,1,1,0,-1,2,7,-1,0,0,W
26,1,1830.57641602,1997.88037109,0,0,-140,-141,1,-29,1,-6,-4,0,2,0,1,1,0,1,1,0,-1,1,6,-1,0,0,W
27,1,1830.57641602,1997.88037109,0,0,-134,-135,1,-27,1,-6,-4,0,3,0,2,2,0,1,1,-1,-1,0,6,-1,0,0,W
28,1,1830.57641602,1997.88037109,0,0,-133,-134,1,-27,1,-6,-4,0,3,0,2,2,0,1,1,-1,-1,0,6,-1,0,0,W
29,1,1830.57641602,1997.88037109,0,0,-127,-129,3,-22,1,-6,-4,0,3,0,2,2,0,1,1,-1,-1,0,6,-1,-1,0,W
30,1,1830.57641602,1997.88037109,1,0,-126,-128,3,-21,2,-6,-4,0,4,0,3,2,0,1,1,-1,-1,0,6,-1,-2,0,W
31,1,1830.57641602,1997.88037109,1,0,-130,-131,2,-21,2,-6,-4,0,4,0,3,2,0,1,1,-1,-1,0,6,-1,-2,0,W
