minute,half,ht_elo,at_elo,ht_goal,at_goal,pass,short_pass,long_pass,final_3rd_pass,key_pass,cross,corner,big_chance,shot,shot_6_yard_box,shot_penalty_box,shot_open_play,shot_fast_break,dispossessed,turnover,duel,tackle,interception,clearance,offside,yellow,red,result
0,1,1799.50231934,1993.35791016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
1,1,1799.50231934,1993.35791016,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,3,0,0,0,L
2,1,1799.50231934,1993.35791016,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,4,0,0,0,L
3,1,1799.50231934,1993.35791016,0,0,7,6,0,-1,0,0,0,0,0,0,0,0,0,0,-1,2,0,-1,4,0,0,0,L
4,1,1799.50231934,1993.35791016,0,0,17,15,1,5,0,0,0,0,0,0,0,0,0,1,-1,2,-1,-1,4,0,0,0,L
5,1,1799.50231934,1993.35791016,0,0,16,15,1,6,0,1,0,0,0,0,0,0,0,0,-2,0,-1,-1,3,0,0,0,L
6,1,1799.50231934,1993.35791016,0,0,23,20,2,7,1,1,0,0,1,0,1,1,0,0,-1,0,-1,-1,3,0,0,0,L
7,1,1799.50231934,1993.35791016,0,0,27,24,2,7,1,1,0,0,1,0,1,1,0,0,-1,0,-1,-1,3,0,0,0,L
8,1,1799.50231934,1993.35791016,0,0,29,26,1,7,2,1,0,0,2,0,1,1,0,0,-1,0,-1,-1,3,0,0,0,L
9,1,1799.50231934,1993.35791016,0,0,34,30,2,8,2,1,0,0,2,0,1,1,0,0,0,0,-1,-1,2,0,0,0,L
10,1,1799.50231934,1993.35791016,0,0,33,30,1,8,2,2,1,0,2,0,1,1,0,0,0,0,0,-1,2,0,0,0,L
11,1,1799.50231934,1993.35791016,0,0,32,29,1,5,2,2,1,0,2,0,1,1,0,0,0,0,0,-1,4,0,0,0,L
12,1,1799.50231934,1993.35791016,0,0,34,31,1,0,2,1,1,0,2,0,1,1,0,0,0,0,2,-1,5,0,0,0,L
13,1,1799.50231934,1993.35791016,0,1,34,31,1,-1,2,0,0,0,1,-1,1,1,0,0,1,0,2,-1,5,0,0,0,L
14,1,1799.50231934,1993.35791016,0,1,35,32,1,-1,2,0,0,0,1,-1,1,1,0,0,1,0,2,-1,5,0,0,0,L
15,1,1799.50231934,1993.35791016,0,1,41,38,2,2,2,0,0,0,1,-1,1,1,0,0,1,-1,2,-1,4,0,0,0,L
16,1,1799.50231934,1993.35791016,0,1,45,42,2,3,2,0,0,0,1,-1,1,1,0,0,1,0,2,-1,4,0,0,0,L
17,1,1799.50231934,1993.35791016,0,1,46,43,3,4,2,0,0,0,2,-1,1,1,0,0,1,0,2,-1,4,0,0,0,L
18,1,1799.50231934,1993.35791016,0,1,44,42,3,3,2,0,0,0,2,-1,1,1,0,0,1,0,2,-1,4,0,0,0,L
19,1,1799.50231934,1993.35791016,0,1,51,48,4,2,2,-1,0,0,2,-1,1,1,0,0,1,0,2,-1,4,0,0,0,L
20,1,1799.50231934,1993.35791016,0,1,39,36,4,2,2,-1,0,0,2,-1,1,1,0,0,0,1,1,-1,4,0,0,0,L
21,1,1799.50231934,1993.35791016,0,1,39,36,5,3,2,-1,0,0,2,-1,1,1,0,0,0,1,1,-1,4,-1,0,0,L
22,1,1799.50231934,1993.35791016,0,1,28,26,4,3,2,-1,0,0,2,-1,1,1,0,0,0,1,1,-1,5,-1,0,0,L
23,1,1799.50231934,1993.35791016,0,1,17,16,3,4,2,-1,0,0,2,-1,1,1,0,1,-1,1,0,-1,5,-1,0,0,L
